fp_ampl1;fp_ampl2;fp_ampl3;std_noise;CIRpower;RXPACC;fpindex;RX_power;FP_power;Pd;Pr;estimated_range;real_rng;label;location_from;location_to;msid;bias;rng_wo_bias;error;error_nobias;env
5686;6225;5352;44;1295,188028;101;746;-79,528;-81,838;2,31;1,029046374;2,045;2,179;0;esl;esl;189;-0,089552461;2,134552461;-0,044447539;-0,134;eslesl
5966;5907;4167;36;1239,175508;101;744;-79,72;-82,389;2,669;1,033479679;2,045;2,179;0;esl;esl;189;-0,089552461;2,134552461;-0,044447539;-0,134;eslesl
5786;6002;4530;36;1180,953564;101;747;-79,929;-82,282;2,353;1,029438627;2,027;2,179;0;esl;esl;189;-0,090018455;2,117018455;-0,061981545;-0,152;eslesl
6185;6393;4702;36;1325,051693;101;746;-79,429;-81,773;2,344;1,029510632;2,023;2,179;0;esl;esl;189;-0,090121966;2,113121966;-0,065878034;-0,156;eslesl
6042;6359;4580;40;1276,241378;101;747;-79,592;-81,917;2,325;1,029211479;2,027;2,179;0;esl;esl;189;-0,090018455;2,117018455;-0,061981545;-0,152;eslesl
5818;6145;4861;40;1242,032103;101;745;-79,71;-82,038;2,328;1,029205871;2,019;2,179;0;esl;esl;189;-0,090225461;2,109225461;-0,069774539;-0,16;eslesl
5261;6174;5340;40;1245,181963;101;746;-79,699;-82,08;2,381;1,029874904;2,042;2,179;0;esl;esl;189;-0,089630146;2,131630146;-0,047369854;-0,137;eslesl
5451;6397;5364;44;1240,031796;101;747;-79,717;-81,852;2,135;1,026782242;2,042;2,179;0;esl;esl;189;-0,089630146;2,131630146;-0,047369854;-0,137;eslesl
5240;6505;5550;40;1308,979428;101;744;-79,482;-81,801;2,319;1,029176417;2,049;2,179;0;esl;esl;189;-0,08944887;2,13844887;-0,04055113;-0,13;eslesl
5629;6053;4635;36;1179,051625;101;750;-79,936;-82,293;2,357;1,029486089;2,042;2,179;0;esl;esl;189;-0,089630146;2,131630146;-0,047369854;-0,137;eslesl
5407;6292;5196;44;1217,118381;101;751;-79,798;-82,011;2,213;1,027732525;2,061;2,179;0;esl;esl;189;-0,08913803;2,15013803;-0,02886197;-0,118;eslesl
5347;6438;5539;36;1265,123204;101;752;-79,63;-81,795;2,165;1,027188246;2,034;2,179;0;esl;esl;189;-0,08983727;2,12383727;-0,05516273;-0,145;eslesl
5728;6215;5137;44;1240,031796;101;747;-79,717;-81,921;2,204;1,027647804;2,043;2,179;0;esl;esl;189;-0,089604252;2,132604252;-0,046395748;-0,136;eslesl
5527;6098;5495;40;1270,0851;101;744;-79,613;-81,917;2,304;1,028939997;2,082;2,179;0;esl;esl;189;-0,088593881;2,170593881;-0,008406119;-0,097;eslesl
5606;6358;5113;40;1258,151157;101;751;-79,654;-81,914;2,26;1,028372712;2,045;2,179;0;esl;esl;189;-0,089552461;2,134552461;-0,044447539;-0,134;eslesl
5890;6426;4818;36;1347,202318;101;751;-79,357;-81,861;2,504;1,031553612;2,034;2,179;0;esl;esl;189;-0,08983727;2,12383727;-0,05516273;-0,145;eslesl
4968;6498;5757;40;1349,997056;101;745;-79,348;-81,824;2,476;1,031204315;2,069;2,179;0;esl;esl;189;-0,088930758;2,157930758;-0,021069242;-0,11;eslesl
5362;6336;5055;36;1267,163986;101;750;-79,623;-82,074;2,451;1,030782563;2,053;2,179;0;esl;esl;189;-0,089345267;2,142345267;-0,036654733;-0,126;eslesl
5404;6036;4893;40;1195,178635;101;744;-79,877;-82,304;2,427;1,030384216;2,057;2,179;0;esl;esl;189;-0,089241654;2,146241654;-0,032758346;-0,122;eslesl
6203;5933;3657;36;1228,097426;101;746;-79,759;-82,428;2,669;1,033463308;2,043;2,179;0;esl;esl;189;-0,089604252;2,132604252;-0,046395748;-0,136;eslesl
6066;6305;4487;40;1287,160848;101;748;-79,555;-81,972;2,417;1,030381497;2,023;2,179;0;esl;esl;189;-0,090121966;2,113121966;-0,065878034;-0,156;eslesl
5824;5886;4527;32;1749,978936;101;745;-78,221;-82,329;4,108;1,052517866;1,031;1,164;0;esl;esl;205;-0,109684204;1,140684204;-0,023315796;-0,133;eslesl
5838;5879;4436;32;1797,350684;101;750;-78,105;-82,365;4,26;1,054541963;1,077;1,164;0;esl;esl;205;-0,109529254;1,186529254;0,022529254;-0,087;eslesl
5828;5806;3984;32;1803,984581;101;744;-78,089;-82,607;4,518;1,057857061;1,069;1,164;0;esl;esl;205;-0,109568208;1,178568208;0,014568208;-0,095;eslesl
5656;5538;3386;32;1803,984581;101;745;-78,089;-83,126;5,037;1,064503323;1,079;1,164;0;esl;esl;205;-0,109518768;1,188518768;0,024518768;-0,085;eslesl
6050;5647;5332;36;1799,006868;101;751;-78,101;-81,962;3,861;1,049435987;1,077;1,164;0;esl;esl;205;-0,109529254;1,186529254;0,022529254;-0,087;eslesl
5810;5775;4202;32;1779,232985;101;750;-78,149;-82,544;4,395;1,056238723;1,048;1,164;0;esl;esl;205;-0,109646889;1,157646889;-0,006353111;-0,116;eslesl
6130;5779;5202;32;1787,034024;101;747;-78,13;-81,912;3,782;1,048406502;1,031;1,164;0;esl;esl;205;-0,109684204;1,140684204;-0,023315796;-0,133;eslesl
6271;5289;5078;36;1780,052541;101;752;-78,147;-82,137;3,99;1,051057622;1,079;1,164;0;esl;esl;205;-0,109518768;1,188518768;0,024518768;-0,085;eslesl
6183;5648;5538;32;1799,006868;101;748;-78,101;-81,791;3,69;1,047246514;1,033;1,164;0;esl;esl;205;-0,109681091;1,142681091;-0,021318909;-0,131;eslesl
5742;5183;2957;32;1818,163024;101;748;-78,055;-83,464;5,409;1,06929729;1,033;1,164;0;esl;esl;205;-0,109681091;1,142681091;-0,021318909;-0,131;eslesl
5767;5835;4454;32;1747,965358;101;748;-78,226;-82,424;4,198;1,053665022;1,062;1,164;0;esl;esl;205;-0,109598295;1,171598295;0,007598295;-0,102;eslesl
5538;5861;3754;32;1690,958002;101;744;-78,37;-82,843;4,473;1,057075412;1,069;1,164;0;esl;esl;205;-0,109568208;1,178568208;0,014568208;-0,095;eslesl
6154;5486;5009;32;1812,311396;101;752;-78,069;-82,138;4,069;1,05212056;1,048;1,164;0;esl;esl;205;-0,109646889;1,157646889;-0,006353111;-0,116;eslesl
5823;5447;3974;32;1782,103082;101;751;-78,142;-82,829;4,687;1,059980548;1,036;1,164;0;esl;esl;205;-0,109675774;1,145675774;-0,018324226;-0,128;eslesl
6064;5273;4494;32;1788,26889;101;749;-78,127;-82,543;4,416;1,056523353;1,083;1,164;0;esl;esl;205;-0,109496915;1,192496915;0,028496915;-0,081;eslesl
5986;5273;3972;32;1808,143195;101;746;-78,079;-82,827;4,748;1,060810205;1,036;1,164;0;esl;esl;205;-0,109675774;1,145675774;-0,018324226;-0,128;eslesl
5953;5776;5392;36;1798,178585;101;748;-78,103;-81,919;3,816;1,048858559;1,062;1,164;0;esl;esl;205;-0,109598295;1,171598295;0,007598295;-0,102;eslesl
5476;5871;3671;32;1695,246363;101;748;-78,359;-82,909;4,55;1,05806608;1,054;1,164;0;esl;esl;205;-0,109627986;1,163627986;-0,000372014;-0,11;eslesl
5696;5721;3526;36;1784,977809;101;747;-78,135;-82,927;4,792;1,06132975;1,054;1,164;0;esl;esl;205;-0,109627986;1,163627986;-0,000372014;-0,11;eslesl
5981;5407;4245;28;1777,185746;101;744;-78,154;-82,634;4,48;1,057322722;1,083;1,164;0;esl;esl;205;-0,109496915;1,192496915;0,028496915;-0,081;eslesl
5666;6589;5291;44;1431,966379;101;749;-79,092;-81,676;2,584;1,032670814;2,247;2,389;0;esl;esl;218;-0,08432226;2,33132226;-0,05767774;-0,142;eslesl
3434;5883;6155;44;1374,14582;101;747;-79,271;-82,568;3,297;1,041591503;2,284;2,389;0;esl;esl;218;-0,083368108;2,367368108;-0,021631892;-0,105;eslesl
3969;6408;5563;40;1335,158489;101;751;-79,396;-82,393;2,997;1,037747494;2,278;2,389;0;esl;esl;218;-0,08352269;2,36152269;-0,02747731;-0,111;eslesl
5520;6470;4269;32;1331,167854;101;748;-79,409;-82,257;2,848;1,035864952;2,223;2,389;0;esl;esl;218;-0,08494221;2,30794221;-0,08105779;-0,166;eslesl
4833;6131;4871;36;1334,236512;101;744;-79,399;-82,548;3,149;1,039660449;2,278;2,389;0;esl;esl;218;-0,08352269;2,36152269;-0,02747731;-0,111;eslesl
4139;6338;5315;44;1320,179003;101;746;-79,445;-82,504;3,059;1,038504626;2,271;2,389;0;esl;esl;218;-0,083703109;2,354703109;-0,034296891;-0,118;eslesl
5753;6115;3879;40;1323,22233;101;749;-79,435;-82,504;3,069;1,038635362;2,22;2,389;0;esl;esl;218;-0,085019754;2,305019754;-0,083980246;-0,169;eslesl
5746;6244;3705;40;1372,248679;101;745;-79,277;-82,495;3,218;1,040591849;2,259;2,389;0;esl;esl;218;-0,084012578;2,343012578;-0,045987422;-0,13;eslesl
4565;6315;5537;36;1408,097804;101;749;-79,165;-82,218;3,053;1,038565022;2,278;2,389;0;esl;esl;218;-0,08352269;2,36152269;-0,02747731;-0,111;eslesl
3894;6386;4578;36;1396,152381;101;748;-79,202;-82,967;3,765;1,047536678;2,281;2,389;0;esl;esl;218;-0,083445392;2,364445392;-0,024554608;-0,108;eslesl
5789;6645;5076;52;1422,108792;101;748;-79,122;-81,679;2,557;1,032317181;2,29;2,389;0;esl;esl;218;-0,083213587;2,373213587;-0,015786413;-0,099;eslesl
5059;6267;3937;40;1290,12806;101;744;-79,545;-82,775;3,23;1,040605946;2,257;2,389;0;esl;esl;218;-0,084064177;2,341064177;-0,047935823;-0,132;eslesl
5787;6362;4699;48;1386,222109;101;749;-79,233;-82,001;2,768;1,034934939;2,26;2,389;0;esl;esl;218;-0,083986781;2,343986781;-0,045013219;-0,129;eslesl
5009;6020;5104;36;1429,98941;101;745;-79,098;-82,412;3,314;1,041897393;2,284;2,389;0;esl;esl;218;-0,083368108;2,367368108;-0,021631892;-0,105;eslesl
5078;6390;3995;40;1398,08257;101;744;-79,196;-82,657;3,461;1,043701702;2,271;2,389;0;esl;esl;218;-0,083703109;2,354703109;-0,034296891;-0,118;eslesl
4789;6343;5436;36;1478,198718;101;749;-78,954;-82,154;3,2;1,040529929;2,29;2,389;0;esl;esl;218;-0,083213587;2,373213587;-0,015786413;-0,099;eslesl
5128;6371;4865;44;1440,233211;101;744;-79,067;-82,257;3,19;1,04034553;2,26;2,389;0;esl;esl;218;-0,083986781;2,343986781;-0,045013219;-0,129;eslesl
5768;6425;4282;40;1299,070801;101;746;-79,515;-82,146;2,631;1,033088097;2,245;2,389;0;esl;esl;218;-0,084373894;2,329373894;-0,059626106;-0,144;eslesl
5147;6340;3616;44;1366,258325;101;747;-79,296;-82,808;3,512;1,04428975;2,257;2,389;0;esl;esl;218;-0,084064177;2,341064177;-0,047935823;-0,132;eslesl
5952;6178;3595;44;1408,097804;101;751;-79,165;-82,455;3,29;1,04155877;2,247;2,389;0;esl;esl;218;-0,08432226;2,33132226;-0,05767774;-0,142;eslesl
4805;5935;3688;40;1404,212457;101;744;-79,177;-83,258;4,081;1,051542746;2,284;2,389;0;esl;esl;218;-0,083368108;2,367368108;-0,021631892;-0,105;eslesl
5192;6328;4562;32;1322,004159;101;751;-79,439;-82,39;2,951;1,037148;2,258;2,389;0;esl;esl;218;-0,084038377;2,342038377;-0,046961623;-0,131;eslesl
5162;6424;5373;44;1359,980938;101;744;-79,316;-81,968;2,652;1,033435877;2,257;2,389;0;esl;esl;218;-0,084064177;2,341064177;-0,047935823;-0,132;eslesl
4773;6174;5158;44;1292,209178;101;747;-79,538;-82,406;2,868;1,036058236;2,258;2,389;0;esl;esl;218;-0,084038377;2,342038377;-0,046961623;-0,131;eslesl
3553;5920;6136;44;1376,996452;101;745;-79,262;-82,515;3,253;1,041041104;2,259;2,389;0;esl;esl;218;-0,084012578;2,343012578;-0,045987422;-0,13;eslesl
4467;6493;5150;44;1395,188286;101;750;-79,205;-82,35;3,145;1,039707089;2,244;2,389;0;esl;esl;218;-0,084399713;2,328399713;-0,060600287;-0,145;eslesl
4759;6303;4797;44;1405,182787;101;745;-79,174;-82,512;3,338;1,042160305;2,281;2,389;0;esl;esl;218;-0,083445392;2,364445392;-0,024554608;-0,108;eslesl
5831;6357;3808;36;1384,945939;101;746;-79,237;-82,336;3,099;1,039110517;2,244;2,389;0;esl;esl;218;-0,084399713;2,328399713;-0,060600287;-0,145;eslesl
4472;6418;4947;40;1343,175685;101;749;-79,37;-82,498;3,128;1,039410357;2,271;2,389;0;esl;esl;218;-0,083703109;2,354703109;-0,034296891;-0,118;eslesl
1502;4620;3906;48;1186,13145;101;748;-79,91;-85,931;6,021;1,075347266;6,758;6,618;0;esl;esl;221;-0,001817155;6,759817155;0,141817155;0,14;eslesl
3682;5057;3191;40;1244,035636;101;748;-79,703;-84,896;5,193;1,065154386;6,745;6,618;0;esl;esl;221;-0,001972539;6,746972539;0,128972539;0,127;eslesl
3370;4889;3090;44;1194,078342;101;747;-79,881;-85,312;5,431;1,067988633;6,738;6,618;0;esl;esl;221;-0,002056346;6,740056346;0,122056346;0,12;eslesl
3398;5343;3582;44;1259,020557;101;746;-79,651;-84,589;4,938;1,061995455;6,74;6,618;0;esl;esl;221;-0,002032391;6,742032391;0,124032391;0,122;eslesl
735;4088;4947;44;1274,185977;101;748;-79,599;-85,622;6,023;1,07566678;6,731;6,618;0;esl;esl;221;-0,002140251;6,733140251;0,115140251;0,113;eslesl
906;4287;5028;44;1287,160848;101;750;-79,555;-85,344;5,789;1,072767268;6,738;6,618;0;esl;esl;221;-0,002056346;6,740056346;0,122056346;0,12;eslesl
1425;4796;4772;44;1325,967322;101;750;-79,426;-85,031;5,605;1,070568831;6,754;6,618;0;esl;esl;221;-0,001864929;6,755864929;0,137864929;0,136;eslesl
904;4524;4926;48;1281,246881;101;746;-79,575;-85,241;5,666;1,071203267;6,754;6,618;0;esl;esl;221;-0,001864929;6,755864929;0,137864929;0,136;eslesl
2477;5008;3732;44;1186,951084;101;749;-79,907;-85,28;5,373;1,067240667;6,771;6,618;0;esl;esl;221;-0,001662105;6,772662105;0,154662105;0,153;eslesl
1153;4665;4872;44;1265,123204;101;747;-79,63;-85,121;5,491;1,068956423;6,754;6,618;0;esl;esl;221;-0,001864929;6,755864929;0,137864929;0,136;eslesl
3012;5030;3493;44;1186,951084;101;746;-79,907;-85,144;5,237;1,065538689;6,731;6,618;0;esl;esl;221;-0,002140251;6,733140251;0,115140251;0,113;eslesl
1200;4726;4856;48;1276,241378;101;749;-79,592;-85,072;5,48;1,068851141;6,758;6,618;0;esl;esl;221;-0,001817155;6,759817155;0,141817155;0,14;eslesl
826;4333;4709;48;1209,018152;101;745;-79,827;-85,632;5,805;1,072719756;6,738;6,618;0;esl;esl;221;-0,002056346;6,740056346;0,122056346;0,12;eslesl
1455;4974;4565;44;1279,183419;101;749;-79,582;-85,041;5,459;1,068595914;6,758;6,618;0;esl;esl;221;-0,001817155;6,759817155;0,141817155;0,14;eslesl
2209;4665;4166;48;1171,20474;101;749;-79,965;-85,392;5,427;1,067867192;6,74;6,618;0;esl;esl;221;-0,002032391;6,742032391;0,124032391;0,122;eslesl
3043;5339;3859;44;1279,183419;101;747;-79,582;-84,611;5,029;1,063192682;6,771;6,618;0;esl;esl;221;-0,001662105;6,772662105;0,154662105;0,153;eslesl
1188;4698;4892;44;1248,052404;101;747;-79,689;-85,067;5,378;1,067487357;6,771;6,618;0;esl;esl;221;-0,001662105;6,772662105;0,154662105;0,153;eslesl
992;4437;5096;48;1239,175508;101;748;-79,72;-85,138;5,418;1,06796287;6,774;6,618;0;esl;esl;221;-0,001626372;6,775626372;0,157626372;0,156;eslesl
2345;4917;3719;40;1180,138072;101;747;-79,932;-85,44;5,508;1,068908572;6,774;6,618;0;esl;esl;221;-0,001626372;6,775626372;0,157626372;0,156;eslesl
1736;4842;4347;48;1250,065649;101;751;-79,682;-85,26;5,578;1,070003263;6,738;6,618;0;esl;esl;221;-0,002056346;6,740056346;0,122056346;0,12;eslesl
2394;4992;3925;44;1245,181963;101;746;-79,699;-85,193;5,494;1,068934366;6,745;6,618;0;esl;esl;221;-0,001972539;6,746972539;0,128972539;0,127;eslesl
1561;1181;703;20;324,9621813;101;744;-85,533;-95,465;9,932;1,116118925;6,846;6,16;1;esl;hw;222;-0,00077408;6,84677408;0,68677408;0,686;eslhw
1509;1372;934;24;308,9817448;101;743;-85,752;-94,809;9,057;1,105618528;6,879;6,16;1;esl;hw;222;-0,000386822;6,879386822;0,719386822;0,719;eslhw
1159;1555;1364;24;316,033282;101;748;-85,654;-94,327;8,673;1,101256217;6,864;6,16;1;esl;hw;222;-0,000562587;6,864562587;0,704562587;0,704;eslhw
1210;1510;1296;20;317,9309599;101;750;-85,628;-94,483;8,855;1,103412435;6,846;6,16;1;esl;hw;222;-0,00077408;6,84677408;0,68677408;0,686;eslhw
1484;1363;972;20;317,9309599;101;743;-85,628;-94,832;9,204;1,107488205;6,832;6,16;1;esl;hw;222;-0,000939009;6,832939009;0,672939009;0,672;eslhw
1392;1404;1099;20;324,065517;101;745;-85,545;-94,736;9,191;1,107440528;6,818;6,16;1;esl;hw;222;-0,001104321;6,819104321;0,659104321;0,658;eslhw
1502;1293;886;20;319,9873585;101;746;-85,6;-95,093;9,493;1,110899533;6,846;6,16;1;esl;hw;222;-0,00077408;6,84677408;0,68677408;0,686;eslhw
1417;1541;1194;28;319,9873585;101;744;-85,6;-94,186;8,586;1,100303738;6,802;6,16;1;esl;hw;222;-0,001293718;6,803293718;0,643293718;0,642;eslhw
1341;1343;822;28;306,0080288;101;744;-85,794;-95,514;9,72;1,113294636;6,832;6,16;1;esl;hw;222;-0,000939009;6,832939009;0,672939009;0,672;eslhw
1536;1491;931;24;304,9529376;101;746;-85,809;-94,463;8,654;1,100851892;6,818;6,16;1;esl;hw;222;-0,001104321;6,819104321;0,659104321;0,658;eslhw
1297;1649;1235;24;310,050775;101;746;-85,737;-94,098;8,361;1,097519157;6,802;6,16;1;esl;hw;222;-0,001293718;6,803293718;0,643293718;0,642;eslhw
1226;1398;1448;28;308,9817448;101;745;-85,752;-94,38;8,628;1,100615729;6,818;6,16;1;esl;hw;222;-0,001104321;6,819104321;0,659104321;0,658;eslhw
3016;4950;2754;40;1173,094021;101;743;-79,958;-85,679;5,721;1,071550064;2,522;2,266;1;esl;hw;229;-0,077299208;2,599299208;0,333299208;0,256;eslhw
1487;4614;3826;32;1075,060292;101;751;-80,337;-86,012;5,675;1,070639929;2,499;2,266;1;esl;hw;229;-0,077879341;2,576879341;0,310879341;0,233;eslhw
528;4292;4379;40;1141,123952;101;750;-80,078;-86,042;5,964;1,074477385;2,489;2,266;1;esl;hw;229;-0,078132051;2,567132051;0,301132051;0,223;eslhw
632;4064;4135;36;1118,234331;101;748;-80,166;-86,509;6,343;1,079123319;2,489;2,266;1;esl;hw;229;-0,078132051;2,567132051;0,301132051;0,223;eslhw
2086;4606;3078;36;1058,114879;101;744;-80,406;-86,38;5,974;1,074297938;2,535;2,266;1;esl;hw;229;-0,076971999;2,611971999;0,345971999;0,269;eslhw
522;3847;4853;36;1164,21401;101;750;-79,991;-85,957;5,966;1,074583391;2,496;2,266;1;esl;hw;229;-0,077955124;2,573955124;0,307955124;0,23;eslhw
2873;4929;3008;32;1158,064694;101;751;-80,014;-85,635;5,621;1,070250206;2,516;2,266;1;esl;hw;229;-0,077450397;2,593450397;0,327450397;0,25;eslhw
2462;4938;3313;32;1147,976033;101;747;-80,052;-85,654;5,602;1,069979513;2,522;2,266;1;esl;hw;229;-0,077299208;2,599299208;0,333299208;0,256;eslhw
2507;4992;3260;32;1156,998568;101;747;-80,018;-85,611;5,593;1,069896773;2,525;2,266;1;esl;hw;229;-0,077223653;2,602223653;0,336223653;0,259;eslhw
2531;5034;3328;36;1167,16652;101;745;-79,98;-85,509;5,529;1,069129782;2,519;2,266;1;esl;hw;229;-0,077374789;2,596374789;0,330374789;0,253;eslhw
2688;5017;3169;36;1167,973048;101;744;-79,977;-85,548;5,571;1,069657527;2,525;2,266;1;esl;hw;229;-0,077223653;2,602223653;0,336223653;0,259;eslhw
961;3237;4701;36;1043,116515;101;747;-80,468;-86,575;6,107;1,075893523;2,516;2,266;1;esl;hw;229;-0,077450397;2,593450397;0,327450397;0,25;eslhw
966;3411;4906;32;1099,088899;101;746;-80,241;-86,187;5,946;1,074101768;2,504;2,266;1;esl;hw;229;-0,077753094;2,581753094;0,315753094;0,238;eslhw
866;3564;4915;32;1109,003256;101;745;-80,202;-86,073;5,871;1,073202663;2,505;2,266;1;esl;hw;229;-0,077727853;2,582727853;0,316727853;0,239;eslhw
1374;4190;3543;32;1045,039777;101;750;-80,46;-86,775;6,315;1,078486204;2,505;2,266;1;esl;hw;229;-0,077727853;2,582727853;0,316727853;0,239;eslhw
1627;4479;3664;36;1097,066166;101;751;-80,249;-86,247;5,998;1,074742364;2,504;2,266;1;esl;hw;229;-0,077753094;2,581753094;0,315753094;0,238;eslhw
1197;4592;4134;32;1153,009329;101;749;-80,033;-85,848;5,815;1,072657529;2,504;2,266;1;esl;hw;229;-0,077753094;2,581753094;0,315753094;0,238;eslhw
3075;4925;2820;32;1160,199894;101;746;-80,006;-85,628;5,622;1,07026973;2,503;2,266;1;esl;hw;229;-0,077778338;2,580778338;0,314778338;0,237;eslhw
2202;5027;3543;36;1131,964537;101;750;-80,113;-85,524;5,411;1,067542097;2,519;2,266;1;esl;hw;229;-0,077374789;2,596374789;0,330374789;0,253;eslhw
860;4204;4121;36;1059,089887;101;744;-80,402;-86,336;5,934;1,073804134;2,499;2,266;1;esl;hw;229;-0,077879341;2,576879341;0,310879341;0,233;eslhw
2269;4978;3433;36;1179,051625;101;746;-79,936;-85,623;5,687;1,071144416;2,535;2,266;1;esl;hw;229;-0,076971999;2,611971999;0,345971999;0,269;eslhw
549;3786;4867;36;1144,017904;101;750;-80,067;-85,991;5,924;1,073988035;2,496;2,266;1;esl;hw;229;-0,077955124;2,573955124;0,307955124;0,23;eslhw
863;4185;3986;36;1077,042451;101;749;-80,329;-86,492;6,163;1,076721981;2,503;2,266;1;esl;hw;229;-0,077778338;2,580778338;0,314778338;0,237;eslhw
608;4129;4206;36;1106,962277;101;746;-80,21;-86,372;6,162;1,076823339;2,483;2,266;1;esl;hw;229;-0,078283813;2,561283813;0,295283813;0,217;eslhw
742;4516;4476;36;1161,001608;101;748;-80,003;-85,7;5,697;1,07120983;2,505;2,266;1;esl;hw;229;-0,077727853;2,582727853;0,316727853;0,239;eslhw
307;4164;4835;36;1191,057755;101;750;-79,892;-85,718;5,826;1,072923447;2,483;2,266;1;esl;hw;229;-0,078283813;2,561283813;0,295283813;0,217;eslhw
1643;2805;2809;36;1197,106589;101;750;-79,87;-89,164;9,294;1,116364092;6,701;6,239;1;esl;hw;247;-0,002500953;6,703500953;0,464500953;0,462;eslhw
2216;3123;2315;36;1215,99789;101;751;-79,802;-88,811;9,009;1,112891907;6,721;6,239;1;esl;hw;247;-0,002260285;6,723260285;0,484260285;0,482;eslhw
1815;2880;2434;36;1203,186142;101;747;-79,848;-89,392;9,544;1,119527101;6,713;6,239;1;esl;hw;247;-0,002356456;6,715356456;0,476356456;0,474;eslhw
1801;2891;2512;32;1205,127013;101;750;-79,841;-89,295;9,454;1,118410341;6,701;6,239;1;esl;hw;247;-0,002500953;6,703500953;0,464500953;0,462;eslhw
1981;3059;2543;36;1154,071779;101;746;-80,029;-88,871;8,842;1,110484949;6,723;6,239;1;esl;hw;247;-0,002236262;6,725236262;0,486236262;0,484;eslhw
2731;2587;1597;32;1192,979062;101;748;-79,885;-89,598;9,713;1,121587282;6,728;6,239;1;esl;hw;247;-0,002176241;6,730176241;0,491176241;0,489;eslhw
1968;2712;2411;36;1169,049287;101;750;-79,973;-89,511;9,538;1,119265252;6,72;6,239;1;esl;hw;247;-0,0022723;6,7222723;0,4832723;0,481;eslhw
1891;2825;2833;36;1243,176584;101;747;-79,706;-88,907;9,201;1,11543673;6,727;6,239;1;esl;hw;247;-0,002188241;6,729188241;0,490188241;0,488;eslhw
2109;2946;2744;36;1186,951084;101;750;-79,907;-88,675;8,768;1,109727558;6,74;6,239;1;esl;hw;247;-0,002032391;6,742032391;0,503032391;0,501;eslhw
2215;3091;2282;36;1224,144882;101;751;-79,773;-88,888;9,115;1,114261718;6,73;6,239;1;esl;hw;247;-0,002152246;6,732152246;0,493152246;0,491;eslhw
1701;3102;2626;40;1209,018152;101;749;-79,827;-88,945;9,118;1,114222005;6,723;6,239;1;esl;hw;247;-0,002236262;6,725236262;0,486236262;0,484;eslhw
1874;3104;2785;40;1150,092632;101;747;-80,044;-88,624;8,58;1,107191045;6,731;6,239;1;esl;hw;247;-0,002140251;6,733140251;0,494140251;0,492;eslhw
1841;3039;2708;36;1186,13145;101;744;-79,91;-88,825;8,915;1,111563008;6,73;6,239;1;esl;hw;247;-0,002152246;6,732152246;0,493152246;0,491;eslhw
1871;3012;2602;32;1139,023859;101;751;-80,086;-88,961;8,875;1,11081837;6,72;6,239;1;esl;hw;247;-0,0022723;6,7222723;0,4832723;0,481;eslhw
2609;3032;1884;32;1213,201172;101;747;-79,812;-88,915;9,103;1,11405553;6,731;6,239;1;esl;hw;247;-0,002140251;6,733140251;0,494140251;0,492;eslhw
2005;3051;2368;32;1209,018152;101;744;-79,827;-89,053;9,226;1,115574931;6,713;6,239;1;esl;hw;247;-0,002356456;6,715356456;0,476356456;0,474;eslhw
2460;2798;1886;32;1166,092015;101;745;-79,984;-89,411;9,427;1,117861072;6,72;6,239;1;esl;hw;247;-0,0022723;6,7222723;0,4832723;0,481;eslhw
1871;2881;2476;36;1218,239905;101;748;-79,794;-89,29;9,496;1,119006442;6,715;6,239;1;esl;hw;247;-0,002332401;6,717332401;0,478332401;0,476;eslhw
2018;3048;2615;36;1155,135208;101;745;-80,025;-88,772;8,747;1,109303343;6,717;6,239;1;esl;hw;247;-0,002308355;6,719308355;0,480308355;0,478;eslhw
1735;3130;2599;36;1219,081726;101;747;-79,791;-88,912;9,121;1,114311138;6,717;6,239;1;esl;hw;247;-0,002308355;6,719308355;0,480308355;0,478;eslhw
2263;2957;2138;32;1139,023859;101;749;-80,086;-89,169;9,083;1,113415578;6,73;6,239;1;esl;hw;247;-0,002152246;6,732152246;0,493152246;0,491;eslhw
2690;2740;1756;32;1224,144882;101;746;-79,773;-89,315;9,542;1,119614406;6,74;6,239;1;esl;hw;247;-0,002032391;6,742032391;0,503032391;0,501;eslhw
2700;2996;1821;32;1229,229067;101;749;-79,755;-88,907;9,152;1,114751426;6,728;6,239;1;esl;hw;247;-0,002176241;6,730176241;0,491176241;0,489;eslhw
2278;3236;2569;36;1189,139543;101;750;-79,899;-88,351;8,452;1,105783552;6,714;6,239;1;esl;hw;247;-0,002344428;6,716344428;0,477344428;0,475;eslhw
2362;3021;2059;36;1171,20474;101;749;-79,965;-89,051;9,086;1,113624711;6,721;6,239;1;esl;hw;247;-0,002260285;6,723260285;0,484260285;0,482;eslhw
2133;3067;2420;36;1134,051615;101;748;-80,105;-88,857;8,752;1,109256601;6,721;6,239;1;esl;hw;247;-0,002260285;6,723260285;0,484260285;0,482;eslhw
1868;2998;2671;32;1190,235286;101;744;-79,895;-88,901;9,006;1,112722949;6,728;6,239;1;esl;hw;247;-0,002176241;6,730176241;0,491176241;0,489;eslhw
2634;3012;1891;40;1218,239905;101;750;-79,794;-88,906;9,112;1,11419405;6,727;6,239;1;esl;hw;247;-0,002188241;6,729188241;0,490188241;0,488;eslhw
2136;3070;2428;40;1219,081726;101;745;-79,791;-88,841;9,05;1,113421313;6,756;6,239;1;esl;hw;247;-0,001841038;6,757841038;0,518841038;0,517;eslhw
