fp_ampl1,fp_ampl2,fp_ampl3,std_noise,CIRpower,RXPACC,fpindex,RX_power,FP_power,Pd,Pr,estimated_range,distance_GT,error,label
15408,16949,14102,40,39680,1019,746.648,-79.85,-81.357,1.507,1.018872887,10816,10969.41142,-153.4114245,0
16547,16907,16585,44,19712,1020,749.84,-78.011,-81.625,3.614,1.0463268,10828,10969.41142,-141.4114245,0
17636,17674,17709,56,49920,1019,747.704,-78.215,-80.034,1.819,1.023256409,10816,10969.41142,-153.4114245,0
15873,17305,9882,40,31744,1020,749.872,-79.846,-82.564,2.718,1.034040528,10819,10969.41142,-150.4114245,0
16406,17222,16803,40,16384,1021,745.576,-78.015,-81.726,3.711,1.047567775,10789,10969.41142,-180.4114245,0
17628,17903,11054,44,63232,1024,747.736,-79.969,-81.243,1.274,1.015931173,10852,10969.41142,-117.4114245,0
17375,17510,10800,52,30464,1051,745.608,-79.884,-81.109,1.225,1.015334735,10838,10969.41142,-131.4114245,0
16468,16461,12151,48,26624,1020,749.872,-78.116,-81.117,3.001,1.038417226,10789,10969.41142,-180.4114245,0
17480,17702,15119,52,22528,1021,745.584,-78.057,-81.754,3.697,1.047362825,10866,10969.41142,-103.4114245,0
16546,16954,16382,48,19968,1051,749.84,-78.027,-81.661,3.634,1.046573622,10815,10969.41142,-154.4114245,0
16808,16650,15472,48,21504,1020,745.576,-79.851,-81.436,1.585,1.01984947,10803,10969.41142,-166.4114245,0
16473,17448,12699,40,26624,1021,749.872,-79.991,-81.307,1.316,1.016451851,10785,10969.41142,-184.4114245,0
16825,16440,14707,48,22528,1020,745.584,-79.921,-81.431,1.51,1.018893657,10782,10969.41142,-187.4114245,0
16617,17600,10891,40,30208,1021,749.864,-79.96,-82.952,2.992,1.037418709,10785,10969.41142,-184.4114245,0
16710,17024,11944,44,27648,1051,745.616,-78.016,-81.22,3.204,1.041068499,10811,10969.41142,-158.4114245,0
16609,17136,16216,44,36864,1021,746.64,-78.109,-81.708,3.599,1.046076636,10795,10969.41142,-174.4114245,0
15990,17569,14407,52,35328,1051,742.392,-79.808,-81.444,1.636,1.020499198,10828,10969.41142,-141.4114245,0
17910,18486,13880,48,41984,1020,746.672,-78.084,-81.668,3.584,1.045899288,10835,10969.41142,-134.4114245,0
17810,17873,10964,48,46848,1051,746.672,-78.208,-81.2,2.992,1.038256956,10825,10969.41142,-144.4114245,0
17001,17642,17940,40,49152,1021,747.704,-79.979,-80.089,0.11,1.001375361,10866,10969.41142,-103.4114245,0
18434,18541,11583,52,46336,1051,746.672,-78.007,-81.228,3.221,1.041291166,10812,10969.41142,-157.4114245,0
17665,18308,17713,52,50432,1021,747.704,-78.051,-81.959,3.908,1.050069826,10768,10969.41142,-201.4114245,0
17876,18363,17988,52,50176,1020,747.704,-78.053,-81.985,3.932,1.050376027,10828,10969.41142,-141.4114245,0
17154,17263,11579,48,45056,1051,746.672,-79.942,-81.212,1.27,1.015886518,10815,10969.41142,-154.4114245,0
15771,17131,13777,40,56576,1021,747.712,-79.911,-81.407,1.496,1.018720827,10835,10969.41142,-134.4114245,0
15698,17104,12141,40,60160,1051,743.488,-79.935,-82.998,3.063,1.038318634,10794,10969.41142,-175.4114245,0
17806,17938,10122,56,65280,1020,747.744,-79.904,-81.016,1.112,1.0139167,10831,10969.41142,-138.4114245,0
16640,17751,13924,48,5632,1021,744.512,-79.889,-81.49,1.601,1.020040306,10797,10969.41142,-172.4114245,0
17447,17525,14299,40,7680,1051,748.776,-78.048,-81.59,3.542,1.045382329,10773,10969.41142,-196.4114245,0
17035,17333,15688,48,20992,1020,745.576,-78.002,-81.699,3.697,1.047396221,10831,10969.41142,-138.4114245,0
16620,16234,14447,48,22784,1050,749.84,-78.012,-81.342,3.33,1.042685741,10801,10969.41142,-168.4114245,0
15668,16685,15732,48,36352,1051,746.648,-79.903,-81.667,1.764,1.022076768,10810,10969.41142,-159.4114245,0
17252,18319,15281,44,53504,1021,747.704,-79.901,-81.695,1.794,1.022452785,10804,10969.41142,-165.4114245,0
17432,17579,10923,48,13824,1047,744.544,-78.124,-81.279,3.155,1.040384517,10825,10969.41142,-144.4114245,0
16843,16068,13960,44,6656,1020,748.776,-79.935,-81.305,1.37,1.017138925,10840,10969.41142,-129.4114245,0
15470,16794,14713,44,22528,1021,745.584,-79.921,-81.474,1.553,1.019431689,10846,10969.41142,-123.4114245,0
18060,18141,11012,56,30464,1051,749.864,-78.084,-81.156,3.072,1.039342247,10849,10969.41142,-120.4114245,0
17494,17910,14144,44,40448,1020,746.648,-79.844,-81.46,1.616,1.020239467,10798,10969.41142,-171.4114245,0
16978,16607,14690,52,55296,1051,747.712,-79.9,-81.456,1.556,1.019474343,10788,10969.41142,-181.4114245,0
17511,17886,10824,56,14336,1021,748.808,-79.984,-82.999,3.015,1.037695039,10768,10969.41142,-201.4114245,0
16988,16467,17259,56,17920,1020,745.576,-79.929,-81.618,1.689,1.021131254,10829,10969.41142,-140.4114245,0
15096,16452,14764,52,22016,1050,749.832,-79.792,-81.282,1.49,1.018673551,10859,10969.41142,-110.4114245,0
16563,16997,12147,52,27392,1051,745.616,-78,-81.182,3.182,1.040794872,10819,10969.41142,-150.4114245,0
17220,17406,11841,48,44544,1021,746.68,-79.923,-81.227,1.304,1.016315704,10859,10969.41142,-110.4114245,0
17469,17044,9634,52,48384,1051,742.424,-78.168,-82.979,4.811,1.061546925,10834,10969.41142,-135.4114245,0
17716,17216,12022,44,60416,1020,747.744,-78.011,-81.283,3.272,1.041942803,10818,10969.41142,-151.4114245,0
15972,17036,14974,44,5632,1021,744.512,-78.072,-81.657,3.585,1.045919152,10820,10969.41142,-149.4114245,0
15186,16574,13307,36,8192,1051,748.8,-79.797,-81.135,1.338,1.016767548,10824,10969.41142,-145.4114245,0
16007,16799,16477,40,17920,1020,745.576,-78.011,-81.846,3.835,1.049159734,10850,10969.41142,-119.4114245,0
16995,17569,17623,44,16896,1051,749.832,-79.973,-80.023,0.05,1.000625211,10831,10969.41142,-138.4114245,0
16271,17114,13664,56,24320,1020,745.584,-79.994,-81.415,1.421,1.017763832,10825,10969.41142,-144.4114245,0
16552,16130,13382,44,24064,1050,749.84,-79.958,-81.229,1.271,1.015895845,10797,10969.41142,-172.4114245,0
16450,16624,10979,40,28672,1052,745.608,-79.98,-82.974,2.994,1.037434359,10830,10969.41142,-139.4114245,0
16226,17399,13865,48,39168,1021,746.648,-79.887,-81.43,1.543,1.019314782,10824,10969.41142,-145.4114245,0
17595,18197,15113,44,39424,1021,746.648,-78.034,-81.832,3.798,1.048671092,10845,10969.41142,-124.4114245,0
16610,16866,16257,44,35584,1052,746.648,-79.822,-81.541,1.719,1.021535416,10815,10969.41142,-154.4114245,0
17001,17479,12161,44,27904,1021,749.872,-78.074,-81.403,3.329,1.042639035,10838,10969.41142,-131.4114245,0
15810,16953,14291,44,23296,1051,745.584,-79.891,-81.398,1.507,1.018863201,10785,10969.41142,-184.4114245,0
17766,17178,11775,52,11776,1052,748.808,-78.077,-81.315,3.238,1.04147188,10800,10969.41142,-169.4114245,0
16758,16578,14772,48,5888,1021,744.512,-79.887,-81.36,1.473,1.018438544,10788,10969.41142,-181.4114245,0
17838,18252,11495,44,62976,1022,747.736,-79.942,-81.288,1.346,1.016837207,10841,10969.41142,-128.4114245,0
17212,17331,15565,48,37888,1021,746.64,-79.985,-81.647,1.662,1.020778896,10819,10969.41142,-150.4114245,0
17516,18336,14393,52,23552,1052,749.84,-79.89,-81.58,1.69,1.021154087,10834,10969.41142,-135.4114245,0
17103,15208,9630,52,13312,1021,744.544,-79.65,-82.532,2.882,1.036183302,10777,10969.41142,-192.4114245,0
16731,17167,11721,40,60928,1051,747.744,-78.041,-81.287,3.246,1.041593521,10854,10969.41142,-115.4114245,0
17125,17332,10937,44,29952,1021,745.608,-79.995,-81.133,1.138,1.014225889,10794,10969.41142,-175.4114245,0
16271,16612,11934,40,10752,1052,748.808,-78.058,-81.14,3.082,1.039483461,10830,10969.41142,-139.4114245,0
16842,16886,15519,52,37888,1051,746.64,-78.044,-81.651,3.607,1.046217518,10818,10969.41142,-151.4114245,0
16751,17512,16513,48,18688,1020,749.84,-79.929,-81.692,1.763,1.022057076,10816,10969.41142,-153.4114245,0
16758,17661,12027,36,44544,1051,746.68,-79.945,-81.181,1.236,1.015460629,10794,10969.41142,-175.4114245,0
17107,17769,16919,52,35584,1051,746.648,-78.08,-80.085,2.005,1.025678791,10801,10969.41142,-168.4114245,0
16617,16342,12497,40,9216,1020,748.8,-79.908,-81.111,1.203,1.015054813,10832,10969.41142,-137.4114245,0
16993,15783,12792,52,24576,1051,745.608,-79.826,-81.093,1.267,1.015872022,10814,10969.41142,-155.4114245,0
16731,17039,16052,48,4352,1052,748.768,-78.12,-81.748,3.628,1.046441372,10830,10969.41142,-139.4114245,0
16834,17521,17338,56,17920,1051,745.576,-78.111,-80.131,2.02,1.025860634,10822,10969.41142,-147.4114245,0
15951,17353,9882,40,64512,1020,747.744,-79.868,-82.592,2.724,1.034106275,10851,10969.41142,-118.4114245,0
17067,16736,16564,48,19712,1020,745.584,-79.813,-81.527,1.714,1.021475198,10823,10969.41142,-146.4114245,0
17584,18265,17606,48,1280,1021,748.768,-78.244,-80.137,1.893,1.024193548,10828,10969.41142,-141.4114245,0
16095,16917,12753,48,42496,1051,742.416,-79.868,-81.196,1.328,1.016627435,10807,10969.41142,-162.4114245,0
16314,16684,12558,52,26368,1020,745.608,-78.134,-81.259,3.125,1.039995393,10833,10969.41142,-136.4114245,0
17877,18465,15448,52,6144,1021,748.776,-79.97,-81.824,1.854,1.023183694,10822,10969.41142,-147.4114245,0
17022,17220,15492,44,54528,1051,743.448,-78.187,-81.771,3.584,1.045838822,10804,10969.41142,-165.4114245,0
17398,17708,12387,60,43776,1020,746.68,-79.852,-81.273,1.421,1.017795422,10822,10969.41142,-147.4114245,0
18546,18353,11234,48,30464,1021,749.864,-78.19,-81.292,3.102,1.039672592,10840,10969.41142,-129.4114245,0
16932,15403,9283,40,14336,1051,744.552,-79.684,-82.486,2.802,1.035163897,10775,10969.41142,-194.4114245,0
16771,16694,15364,48,5376,1020,748.768,-78.09,-81.577,3.487,1.044653605,10807,10969.41142,-162.4114245,0
17521,18011,16393,60,53248,1051,747.704,-78.08,-81.828,3.748,1.048002049,10820,10969.41142,-149.4114245,0
17614,18012,17892,60,50688,1021,747.704,-78.22,-80.054,1.834,1.023446689,10812,10969.41142,-157.4114245,0
16795,16801,15290,44,38656,1020,746.64,-78.089,-81.589,3.5,1.044820653,10790,10969.41142,-179.4114245,0
15543,17305,14837,52,36096,1051,746.648,-79.888,-81.447,1.559,1.019514821,10844,10969.41142,-125.4114245,0
16005,17037,13753,52,40448,1021,746.648,-79.905,-81.363,1.458,1.018246668,10809,10969.41142,-160.4114245,0
16234,16820,12767,52,42496,1021,746.672,-79.949,-81.206,1.257,1.015722523,10807,10969.41142,-162.4114245,0
17030,17220,10908,52,46080,1020,746.672,-79.929,-81.053,1.124,1.01406248,10827,10969.41142,-142.4114245,0
15042,16853,13904,40,55808,1051,747.712,-79.805,-81.268,1.463,1.018332185,10828,10969.41142,-141.4114245,0
18061,16803,9588,40,64256,1021,747.744,-78.091,-82.895,4.804,1.061517973,10817,10969.41142,-152.4114245,0
15194,16754,15698,44,1792,1051,744.512,-79.908,-81.526,1.618,1.020248286,10811,10969.41142,-158.4114245,0
16295,17394,14054,48,6400,1020,748.776,-79.958,-81.504,1.546,1.019335151,10838,10969.41142,-131.4114245,0
18148,18330,11229,48,14080,1021,744.544,-79.986,-81.147,1.161,1.01451504,10810,10969.41142,-159.4114245,0
17667,17759,17693,60,17408,1051,749.832,-78.172,-80.019,1.847,1.023627386,10860,10969.41142,-109.4114245,0
17212,16970,16607,52,36096,1024,746.648,-79.885,-81.63,1.745,1.021843901,10806,10969.41142,-163.4114245,0
15699,17195,11363,48,28928,1021,745.608,-79.828,-82.869,3.041,1.038094403,10781,10969.41142,-188.4114245,0
18442,18353,11719,56,29696,1051,749.864,-78.124,-81.331,3.207,1.041050125,10802,10969.41142,-167.4114245,0
15895,17641,15019,40,33536,1020,746.64,-79.869,-81.541,1.672,1.02093428,10847,10969.41142,-122.4114245,0
17341,18095,15794,44,37888,1051,746.64,-79.991,-81.906,1.915,1.023940193,10830,10969.41142,-139.4114245,0
17455,17756,11410,44,46080,1021,746.672,-79.999,-81.256,1.257,1.015712696,10841,10969.41142,-128.4114245,0
16726,16265,16105,40,52992,1020,747.712,-79.977,-81.555,1.578,1.019730673,10782,10969.41142,-187.4114245,0
17802,18400,15277,48,55808,1051,747.712,-78.224,-81.93,3.706,1.047376764,10865,10969.41142,-104.4114245,0
17623,18200,15013,48,6912,1021,748.776,-78.218,-81.917,3.699,1.047290905,10810,10969.41142,-159.4114245,0
18297,17560,10551,52,14336,1051,744.552,-78.089,-81.093,3.004,1.038468926,10828,10969.41142,-141.4114245,0
17640,18241,14101,60,25088,1020,749.864,-78.056,-81.667,3.611,1.046261658,10853,10969.41142,-116.4114245,0
15151,16624,15547,48,35328,1021,746.648,-79.855,-81.531,1.676,1.020988041,10845,10969.41142,-124.4114245,0
17067,17863,12992,44,42752,1051,742.416,-79.911,-81.484,1.573,1.019684399,10867,10969.41142,-102.4114245,0
17645,18459,16830,60,3328,1024,748.776,-78.083,-81.933,3.85,1.049306507,10778,10969.41142,-191.4114245,0
15397,16573,13264,44,8448,1021,748.8,-78.006,-81.201,3.195,1.040958388,10792,10969.41142,-177.4114245,0
16862,16980,10570,48,13568,1051,744.544,-79.967,-81.017,1.05,1.013130416,10779,10969.41142,-190.4114245,0
17668,18160,11380,48,30464,1020,749.864,-79.974,-81.314,1.34,1.016755446,10859,10969.41142,-110.4114245,0
17005,16869,14566,44,38912,1021,746.648,-78.03,-81.554,3.524,1.045162117,10828,10969.41142,-141.4114245,0
14871,17115,15146,48,512,1020,748.768,-79.887,-81.442,1.555,1.019464994,10824,10969.41142,-145.4114245,0
17875,18313,13335,52,9984,1021,744.544,-79.886,-81.459,1.573,1.019690559,10868,10969.41142,-101.4114245,0
17715,18458,17283,52,18688,1051,749.84,-78.151,-80.016,1.865,1.023864058,10833,10969.41142,-136.4114245,0
16246,16942,11366,52,12288,1051,748.8,-80.645,-81.22,0.575,1.007130014,13588,13519.99331,68.00669379,0
15878,16430,14746,56,22016,1020,745.576,-80.714,-81.55,0.836,1.010357559,13581,13519.99331,61.00669379,0
16239,19078,15540,52,55040,1021,747.704,-80.585,-81.463,0.878,1.010895328,13612,13519.99331,92.00669379,0
16736,18589,12764,56,60928,1051,743.488,-80.729,-81.378,0.649,1.008039242,13599,13519.99331,79.00669379,0
12470,17101,17283,52,16896,1020,749.832,-80.848,-81.526,0.678,1.008386107,13607,13519.99331,87.00669379,0
16135,18111,14016,56,25088,1051,745.608,-80.773,-81.677,0.904,1.011191859,13581,13519.99331,61.00669379,0
18786,19646,12721,60,45824,1021,746.672,-80.623,-81.091,0.468,1.005804795,13583,13519.99331,63.00669379,0
17252,17395,10285,64,64256,1051,747.744,-80.778,-81.315,0.537,1.00664785,13584,13519.99331,64.00669379,0
11709,16906,17172,52,16384,1020,745.576,-80.867,-81.487,0.62,1.00766691,13593,13519.99331,73.00669379,0
18770,19470,16727,56,22272,1051,749.832,-80.746,-81.593,0.847,1.010489684,13574,13519.99331,54.00669379,0
19464,18491,11428,64,30464,1052,745.608,-80.28,-82.594,2.314,1.028824116,13592,13519.99331,72.00669379,0
19640,19571,13344,68,44544,1052,746.68,-80.283,-82.784,2.501,1.031152299,13592,13519.99331,72.00669379,0
17380,17687,10198,52,48640,1019,746.68,-80.591,-81.167,0.576,1.0071472,13625,13519.99331,105.0066938,0
18003,20131,17919,60,53248,1051,747.704,-80.407,-81.262,0.855,1.010633403,13620,13519.99331,100.0066938,0
15805,17575,15382,52,54784,1021,747.704,-80.944,-81.866,0.922,1.011390591,13572,13519.99331,52.00669379,0
13783,18309,17166,56,52224,1021,747.712,-80.904,-81.738,0.834,1.010308514,13598,13519.99331,78.00669379,0
17488,18411,10969,56,47872,1051,742.424,-80.578,-81.092,0.514,1.006378912,13618,13519.99331,98.00669379,0
12679,18506,17661,52,50944,1021,747.704,-80.839,-81.554,0.715,1.008844741,13616,13519.99331,96.00669379,0
14293,17460,14201,48,38912,1051,742.392,-80.491,-81.378,0.887,1.011019866,13561,13519.99331,41.00669379,0
17675,19340,14020,64,43264,1020,746.68,-80.81,-81.501,0.691,1.008550922,13572,13519.99331,52.00669379,0
13324,16898,16669,48,33280,1021,746.64,-80.967,-81.624,0.657,1.008114417,13594,13519.99331,74.00669379,0
17216,18440,11256,56,30976,1051,749.872,-80.531,-81.08,0.549,1.00681725,13605,13519.99331,85.00669379,0
19370,19854,12938,64,29440,1021,745.608,-80.574,-81.037,0.463,1.005746271,13600,13519.99331,80.00669379,0
15059,18253,16182,56,21760,1051,749.832,-80.9,-81.812,0.912,1.011273177,13579,13519.99331,59.00669379,0
16076,17379,15107,56,22272,1020,745.576,-80.981,-81.863,0.882,1.010891444,13559,13519.99331,39.00669379,0
13869,16862,16942,60,17920,1051,749.832,-80.915,-81.657,0.742,1.009170117,13609,13519.99331,89.00669379,0
16734,18364,14003,56,9216,1020,744.544,-80.746,-81.544,0.798,1.009882842,13576,13519.99331,56.00669379,0
17193,18834,14320,56,9472,1021,748.8,-80.855,-81.638,0.783,1.009684002,13579,13519.99331,59.00669379,0
16747,20153,19488,68,2048,1021,744.52,-80.254,-82.96,2.706,1.033717946,13607,13519.99331,87.00669379,0
18906,19937,16420,56,56320,1019,747.712,-80.94,-81.736,0.796,1.009834445,13594,13519.99331,74.00669379,0
16339,17547,11372,64,45824,1050,746.672,-80.777,-81.304,0.527,1.006524134,13620,13519.99331,100.0066938,0
15855,16730,15632,52,37376,1021,746.64,-80.899,-81.757,0.858,1.010605817,13607,13519.99331,87.00669379,0
18812,19536,11454,52,31744,1020,749.872,-80.388,-82.7,2.312,1.028760512,13614,13519.99331,94.00669379,0
18795,18991,13986,56,26112,1051,745.608,-80.353,-81.077,0.724,1.009010242,13581,13519.99331,61.00669379,0
18538,19045,14193,64,25856,1020,749.864,-80.751,-81.562,0.811,1.010043219,13600,13519.99331,80.00669379,0
15114,17468,15815,52,21248,1021,745.576,-80.832,-81.736,0.904,1.01118369,13623,13519.99331,103.0066938,0
16618,16811,11151,52,12544,1052,748.8,-80.691,-81.272,0.581,1.007200307,13583,13519.99331,63.00669379,0
14796,17513,14780,44,5888,1021,744.512,-80.661,-81.577,0.916,1.01135617,13597,13519.99331,77.00669379,0
17638,17851,10262,52,64768,1019,747.744,-80.837,-81.295,0.458,1.005665722,13597,13519.99331,77.00669379,0
17403,17763,9944,40,48896,1051,746.68,-80.859,-81.221,0.362,1.004476929,13618,13519.99331,98.00669379,0
16840,17136,10419,52,30976,1051,745.616,-80.521,-81.156,0.635,1.007886142,13585,13519.99331,65.00669379,0
15617,18515,16626,52,21248,1020,749.832,-80.967,-81.929,0.962,1.011881384,13617,13519.99331,97.00669379,0
13625,16852,16701,60,18176,1021,745.576,-80.849,-81.603,0.754,1.009326028,13588,13519.99331,68.00669379,0
14797,18434,15576,56,5632,1052,716.768,-90.631,-81.703,-8.928,0.90149066,13597,13519.99331,77.00669379,0
10625,17603,17529,60,49408,1051,747.704,-80.787,-81.363,0.576,1.00712986,13615,13519.99331,95.00669379,0
15830,19122,16530,48,22272,1051,745.576,-80.835,-81.654,0.819,1.01013175,13585,13519.99331,65.00669379,0
11318,18303,17982,48,16896,1020,749.832,-80.806,-81.461,0.655,1.008105834,13622,13519.99331,102.0066938,0
13744,17026,16024,52,2816,1052,744.52,-80.76,-81.527,0.767,1.009497276,13581,13519.99331,61.00669379,0
15855,19527,16871,56,51968,1021,747.712,-80.73,-81.547,0.817,1.010120154,13622,13519.99331,102.0066938,0
16760,17509,11581,44,28928,1051,745.608,-80.751,-81.345,0.594,1.007355946,13590,13519.99331,70.00669379,0
15054,17281,16193,56,20480,1020,749.832,-80.845,-81.757,0.912,1.011280846,13599,13519.99331,79.00669379,0
16018,17528,12377,52,10752,1021,744.552,-80.675,-81.383,0.708,1.008775953,13585,13519.99331,65.00669379,0
15136,16694,15906,56,3584,1020,748.776,-80.926,-81.773,0.847,1.010466352,13576,13519.99331,56.00669379,0
16584,17663,14287,56,56832,1051,743.456,-80.826,-81.679,0.853,1.010553535,13562,13519.99331,42.00669379,0
17052,16998,10315,56,47360,1020,746.68,-80.599,-81.126,0.527,1.006538543,13604,13519.99331,84.00669379,0
15933,16887,12717,44,25088,1020,745.608,-80.604,-81.283,0.679,1.0084239,13575,13519.99331,55.00669379,0
16264,16775,14623,52,22272,1021,749.832,-80.759,-81.634,0.875,1.010834706,13560,13519.99331,40.00669379,0
13724,18095,17398,52,18944,1051,745.584,-79.037,-81.827,2.79,1.035299923,13618,13519.99331,98.00669379,0
16332,19086,15999,64,54272,1020,747.704,-80.684,-81.611,0.927,1.011489267,13622,13519.99331,102.0066938,0
16407,18296,13400,52,26368,1020,745.608,-80.72,-81.54,0.82,1.010158573,13605,13519.99331,85.00669379,0
14334,18535,16888,52,20736,1021,749.832,-80.8,-81.654,0.854,1.010569307,13566,13519.99331,46.00669379,0
19353,19031,14613,60,9216,1052,744.544,-80.835,-81.524,0.689,1.008523536,13597,13519.99331,77.00669379,0
16186,17603,11976,52,60928,1021,747.744,-80.593,-81.307,0.714,1.00885933,13589,13519.99331,69.00669379,0
19320,19242,14609,64,41728,1021,746.672,-80.398,-81.075,0.677,1.008420607,13594,13519.99331,74.00669379,0
16134,17140,13440,52,24320,1051,749.84,-80.679,-81.456,0.777,1.009630759,13564,13519.99331,44.00669379,0
12823,18155,17296,64,18688,1020,745.584,-80.893,-81.658,0.765,1.009456937,13606,13519.99331,86.00669379,0
16656,19266,15308,48,5888,1051,748.768,-80.446,-81.352,0.906,1.011262213,13588,13519.99331,68.00669379,0
12323,18894,17304,52,49152,1021,747.704,-80.499,-81.177,0.678,1.008422465,13603,13519.99331,83.00669379,0
15924,18481,15751,52,22272,1021,745.576,-80.8,-81.764,0.964,1.011930693,13614,13519.99331,94.00669379,0
19183,17400,10278,64,14848,1024,748.808,-80.559,-82.823,2.264,1.028103626,13598,13519.99331,78.00669379,0
15996,16555,14431,52,38912,1051,746.648,-80.756,-81.608,0.852,1.0105503,13581,13519.99331,61.00669379,0
19454,19849,13036,64,29184,1020,749.864,-80.683,-81.203,0.52,1.006444976,13602,13519.99331,82.00669379,0
16787,17025,10709,60,13824,1050,744.544,-80.533,-81.193,0.66,1.008195398,13574,13519.99331,54.00669379,0
13367,18423,17276,52,3072,1020,748.776,-80.852,-81.656,0.804,1.009944095,13622,13519.99331,102.0066938,0
15000,16898,15278,56,37376,1051,746.64,-80.796,-81.642,0.846,1.010470815,13566,13519.99331,46.00669379,0
16292,18410,13873,44,25600,1021,749.864,-80.674,-81.55,0.876,1.010858517,13575,13519.99331,55.00669379,0
19292,19860,14331,60,10496,1051,744.552,-80.372,-82.979,2.607,1.032436669,13596,13519.99331,76.00669379,0
18263,19479,12409,68,62720,1020,747.736,-80.699,-81.155,0.456,1.005650628,13598,13519.99331,78.00669379,0
12877,18227,18683,48,33280,1021,746.64,-80.714,-81.351,0.637,1.007892063,13628,13519.99331,108.0066938,0
17666,19143,14074,56,26112,1019,749.864,-80.59,-81.47,0.88,1.010919469,13607,13519.99331,87.00669379,0
18688,17676,10752,60,14336,1021,744.552,-80.529,-81.008,0.479,1.005948168,13606,13519.99331,86.00669379,0
17015,18395,12438,56,61184,1051,747.744,-80.743,-81.503,0.76,1.009412581,13576,13519.99331,56.00669379,0
16420,19318,17588,60,37888,1052,746.64,-79.089,-81.95,2.861,1.036174436,13617,13519.99331,97.00669379,0
14596,16711,16195,52,19712,1021,749.84,-80.872,-81.737,0.865,1.010695915,13595,13519.99331,75.00669379,0
18330,19017,12428,52,13312,1023,744.544,-80.629,-81.316,0.687,1.008520508,13610,13519.99331,90.00669379,0
17569,18948,13639,52,59648,1020,747.744,-80.599,-81.476,0.877,1.010881028,13602,13519.99331,82.00669379,0
18557,18931,13283,64,27392,1051,745.616,-80.57,-81.274,0.704,1.008737744,13604,13519.99331,84.00669379,0
19620,19137,12560,64,12800,1021,748.8,-80.279,-82.715,2.436,1.030344175,13579,13519.99331,59.00669379,0
15283,18031,15933,52,54272,1021,747.704,-80.814,-81.763,0.949,1.011743015,13608,13519.99331,88.00669379,0
16668,17448,15297,56,38400,1051,742.384,-79.028,-81.913,2.885,1.036506048,13590,13519.99331,70.00669379,0
15771,18590,14688,48,24064,1021,745.584,-80.568,-81.526,0.958,1.011890577,13574,13519.99331,54.00669379,0
15885,17637,12387,52,11008,1051,748.808,-80.564,-81.283,0.719,1.008924582,13580,13519.99331,60.00669379,0
12873,17291,16467,48,768,1020,744.512,-80.74,-81.397,0.657,1.008137231,13624,13519.99331,104.0066938,0
15636,17697,15301,48,55040,1020,747.704,-80.892,-81.814,0.922,1.011397913,13581,13519.99331,61.00669379,0
16070,16802,12338,60,26368,1051,745.608,-80.549,-81.299,0.75,1.009311103,13566,13519.99331,46.00669379,0
17321,18449,11432,56,14336,1021,748.808,-80.764,-81.281,0.517,1.006401367,13610,13519.99331,90.00669379,0
16511,17104,10058,64,64000,1051,743.488,-80.64,-81.031,0.391,1.00484871,13619,13519.99331,99.00669379,0
16038,18603,16071,60,54784,1020,747.704,-80.922,-81.857,0.935,1.011554336,13597,13519.99331,77.00669379,0
16065,17396,14580,56,22784,1050,745.584,-80.818,-81.711,0.893,1.011049519,13571,13519.99331,51.00669379,0
16834,17551,11513,52,12800,1049,748.8,-80.746,-81.359,0.613,1.007591707,13589,13519.99331,69.00669379,0
19390,18112,12186,56,61184,1051,743.488,-80.283,-82.767,2.484,1.030940548,13591,13519.99331,71.00669379,0
16909,18981,13616,52,43520,1020,746.68,-80.773,-81.423,0.65,1.008047244,13600,13519.99331,80.00669379,0
16500,17889,11798,60,28928,1021,749.864,-80.61,-81.306,0.696,1.008634164,13571,13519.99331,51.00669379,0
16633,18381,12242,56,12544,1052,744.544,-80.621,-81.243,0.622,1.007715111,13596,13519.99331,76.00669379,0
16854,18578,13372,60,59648,1021,747.744,-80.837,-81.579,0.742,1.009178965,13597,13519.99331,77.00669379,0
19290,17918,11850,64,45312,1051,742.416,-80.26,-82.67,2.41,1.030027411,13589,13519.99331,69.00669379,0
17706,17859,10208,60,32512,1021,745.616,-80.855,-81.305,0.45,1.005565519,13589,13519.99331,69.00669379,0
18897,17914,11575,60,13056,1051,748.8,-80.385,-82.929,2.544,1.031647695,13578,13519.99331,58.00669379,0
15330,17508,16240,60,4352,1020,744.512,-79.071,-81.953,2.882,1.036448255,13586,13519.99331,66.00669379,0
17774,20054,18066,64,54016,1051,747.704,-80.526,-81.373,0.847,1.010518342,13601,13519.99331,81.00669379,0
18095,19233,13872,60,26624,1021,745.616,-80.706,-81.534,0.828,1.01025946,13601,13519.99331,81.00669379,0
14660,17276,14576,48,5888,1021,748.768,-80.525,-81.403,0.878,1.010903446,13561,13519.99331,41.00669379,0
15234,18909,16828,52,52992,1051,743.456,-80.904,-81.757,0.853,1.01054336,13580,13519.99331,60.00669379,0
17660,19602,16057,72,40192,1020,746.648,-80.485,-81.284,0.799,1.009927316,13612,13519.99331,92.00669379,0
18888,19955,16274,64,23808,1021,749.84,-80.766,-81.545,0.779,1.009645148,13587,13519.99331,67.00669379,0
16494,18947,14616,56,8192,1020,744.544,-80.527,-81.491,0.964,1.01197114,13599,13519.99331,79.00669379,0
19491,19159,13657,68,27136,1021,745.616,-80.313,-82.885,2.572,1.032024703,13571,13519.99331,51.00669379,0
