fp_ampl1;fp_ampl2;fp_ampl3;std_noise;CIRpower;RXPACC;fpindex;RX_power;FP_power;Pd;Pr;estimated_range;real_rng;label;location_from;location_to;msid;bias;rng_wo_bias;error;error_nobias;env;
801;903;576;32;1023,134717;101;742;-80,552;-99,3;18,748;1,232744066;9,35;7,621;1;1_hw;hw;3;0,023546803;9,326453197;1,705453197;1,729;1_hwhw;
717;937;660;36;1118,234331;101;742;-80,166;-99,207;19,041;1,237519647;8,593;7,621;1;1_hw;hw;3;0,017155509;8,575844491;0,954844491;0,972;1_hwhw;
5939;6559;5343;36;1110,025156;101;753;-80,198;-81,539;1,341;1,016721115;8,6;7,621;1;1_hw;hw;3;0,017217989;8,582782011;0,961782011;0,979;1_hwhw;
823;851;493;32;1003,073648;101;745;-80,638;-99,665;19,027;1,235955753;8,663;7,621;1;1_hw;hw;3;0,017777351;8,645222649;1,024222649;1,042;1_hwhw;
816;935;677;32;970,1364479;101;743;-80,783;-98,819;18,036;1,223264796;9,356;7,621;1;1_hw;hw;3;0,02359465;9,33240535;1,71140535;1,735;1_hwhw;
923;911;594;36;1085,007703;101;740;-80,297;-98,741;18,444;1,229697249;8,595;7,621;1;1_hw;hw;3;0,017173367;8,577826633;0,956826633;0,974;1_hwhw;
747;924;879;32;1115,1488;101;741;-80,178;-98,433;18,255;1,22768091;9,337;7,621;1;1_hw;hw;3;0,023442988;9,313557012;1,692557012;1,716;1_hwhw;
877;835;594;32;1111,047998;101;741;-80,194;-99,227;19,033;1,237336958;8,591;7,621;1;1_hw;hw;3;0,017137645;8,573862355;0,952862355;0,97;1_hwhw;
785;958;727;32;1113,096511;101;742;-80,186;-98,682;18,496;1,230663707;8,602;7,621;1;1_hw;hw;3;0,017235829;8,584764171;0,963764171;0,981;1_hwhw;
5529;6352;5301;40;1048,172645;101;751;-80,447;-81,869;1,422;1,017676234;8,602;7,621;1;1_hw;hw;3;0,017235829;8,584764171;0,963764171;0,981;1_hwhw;
739;924;854;32;1107,982297;101;744;-80,206;-98,544;18,338;1,228636262;8,593;7,621;1;1_hw;hw;3;0,017155509;8,575844491;0,954844491;0,972;1_hwhw;
781;989;730;36;1054,952295;101;741;-80,419;-98,561;18,142;1,225593454;8,622;7,621;1;1_hw;hw;3;0,017413927;8,604586073;0,983586073;1,001;1_hwhw;
875;855;596;32;1068,151418;101;746;-80,365;-99,15;18,785;1,233746034;8,597;7,621;1;1_hw;hw;3;0,01719122;8,57980878;0,95880878;0,976;1_hwhw;
859;936;597;36;1098,077066;101;739;-80,245;-98,88;18,635;1,232226307;9,335;7,621;1;1_hw;hw;3;0,023426999;9,311573001;1,690573001;1,714;1_hwhw;
921;867;516;36;1071,106911;101;743;-80,353;-99,116;18,763;1,23350715;9,346;7,621;1;1_hw;hw;3;0,023514881;9,322485119;1,701485119;1,725;1_hwhw;
914;911;602;32;1092,025604;101;741;-80,269;-98,756;18,487;1,230313072;8,595;7,621;1;1_hw;hw;3;0,017173367;8,577826633;0,956826633;0,974;1_hwhw;
714;943;685;36;1105,943196;101;742;-80,214;-99,112;18,898;1,235594784;9,335;7,621;1;1_hw;hw;3;0,023426999;9,311573001;1,690573001;1,714;1_hwhw;
710;903;597;28;1065,20408;101;742;-80,377;-99,583;19,206;1,238948953;8,6;7,621;1;1_hw;hw;3;0,017217989;8,582782011;0,961782011;0,979;1_hwhw;
832;874;681;28;1135,096596;101;747;-80,101;-98,993;18,892;1,235852237;8,636;7,621;1;1_hw;hw;3;0,017538276;8,618461724;0,997461724;1,015;1_hwhw;
878;963;678;32;1052,041378;101;748;-80,431;-98,486;18,055;1,224478124;8,624;7,621;1;1_hw;hw;3;0,017431708;8,606568292;0,985568292;1,003;1_hwhw;
1530;1375;796;24;635,0864126;101;745;-82,623;-94,955;12,332;1,14925626;10,796;9,5;1;1_hw;1_hw;5;0,033959514;10,76204049;1,262040486;1,296;1_hw1_hw;
1519;1458;1043;24;596,9429415;101;748;-82,892;-94,406;11,514;1,138903634;10,801;9,5;1;1_hw;1_hw;5;0,033991939;10,76700806;1,267008061;1,301;1_hw1_hw;
1509;1358;843;28;629,9887894;101;746;-82,658;-94,985;12,327;1,14913257;10,816;9,5;1;1_hw;1_hw;5;0,034089079;10,78191092;1,281910921;1,316;1_hw1_hw;
1334;1366;923;24;794,0225223;101;745;-81,653;-95,296;13,643;1,167085104;10,812;9,5;1;1_hw;1_hw;5;0,034063195;10,77793681;1,277936805;1,312;1_hw1_hw;
1286;1323;917;28;749,0879678;101;743;-81,906;-95,547;13,641;1,166544575;10,832;9,5;1;1_hw;1_hw;5;0,03419247;10,79780753;1,29780753;1,332;1_hw1_hw;
1436;1150;614;28;782,9478237;101;745;-81,714;-96,072;14,358;1,175710405;10,792;9,5;1;1_hw;1_hw;5;0,033933558;10,75806644;1,258066442;1,292;1_hw1_hw;
1350;1542;1274;28;618,0631077;101;748;-82,741;-94,174;11,433;1,13817817;10,771;9,5;1;1_hw;1_hw;5;0,033797048;10,73720295;1,237202952;1,271;1_hw1_hw;
1519;1238;779;24;663,9460955;101;748;-82,43;-95,345;12,915;1,156678394;10,531;9,5;1;1_hw;1_hw;5;0,032208055;10,49879194;0,998791945;1,031;1_hw1_hw;
130;399;248;24;692,9993404;101;740;-82,244;-108,067;25,823;1,313980351;10,293;9,5;1;1_hw;1_hw;5;0,030578339;10,26242166;0,762421661;0,793;1_hw1_hw;
72;403;249;24;661,0477346;101;741;-82,449;-108,216;25,767;1,312520467;10,807;9,5;1;1_hw;1_hw;5;0,03403082;10,77296918;1,27296918;1,307;1_hw1_hw;
74;426;329;24;592,0151508;101;740;-82,928;-107,125;24,197;1,291783234;10,568;9,5;1;1_hw;1_hw;5;0,032456532;10,53554347;1,035543468;1,068;1_hw1_hw;
1263;1502;1253;28;651,077701;101;750;-82,515;-94,485;11,97;1,145064534;10,797;9,5;1;1_hw;1_hw;5;0,033966001;10,763034;1,263033999;1,297;1_hw1_hw;
1543;1390;863;24;644,9600601;101;746;-82,556;-94,786;12,23;1,148141867;10,854;9,5;1;1_hw;1_hw;5;0,034334257;10,81966574;1,319665743;1,354;1_hw1_hw;
276;325;419;20;582,0131823;101;742;-83,002;-106,295;23,293;1,280631792;10,812;9,5;1;1_hw;1_hw;5;0,034063195;10,77793681;1,277936805;1,312;1_hw1_hw;
255;377;305;24;533,0068878;101;745;-83,384;-107,052;23,668;1,283843423;10,816;9,5;1;1_hw;1_hw;5;0,034089079;10,78191092;1,281910921;1,316;1_hw1_hw;
132;419;288;20;608,0409394;101;744;-82,812;-107,418;24,606;1,297130851;10,812;9,5;1;1_hw;1_hw;5;0,034063195;10,77793681;1,277936805;1,312;1_hw1_hw;
485;159;337;20;574,027662;101;743;-83,062;-106,096;23,034;1,277310924;10,305;9,5;1;1_hw;1_hw;5;0,03066183;10,27433817;0,77433817;0,805;1_hw1_hw;
1479;1610;1208;28;578,0066317;101;746;-83,032;-93,875;10,843;1,130588207;10,774;9,5;1;1_hw;1_hw;5;0,033816574;10,74018343;1,240183426;1,274;1_hw1_hw;
480;197;332;20;575,0860346;101;741;-83,054;-106,035;22,981;1,276699497;10,779;9,5;1;1_hw;1_hw;5;0,033849099;10,7451509;1,245150901;1,279;1_hw1_hw;
1677;1383;785;24;561,0903782;101;748;-83,161;-94,55;11,389;1,136951215;10,247;9,5;1;1_hw;1_hw;5;0,030256966;10,21674303;0,716743034;0,747;1_hw1_hw;
1609;1354;802;28;536,9487322;101;745;-83,352;-94,78;11,428;1,137105288;10,305;9,5;1;1_hw;1_hw;5;0,03066183;10,27433817;0,77433817;0,805;1_hw1_hw;
253;366;376;20;581,0758435;101;744;-83,009;-106,52;23,511;1,283234348;10,819;9,5;1;1_hw;1_hw;5;0,034108482;10,78489152;1,284891518;1,319;1_hw1_hw;
1545;1341;850;24;621,0589451;101;748;-82,72;-94,917;12,197;1,147449226;10,85;9,5;1;1_hw;1_hw;5;0,03430851;10,81569149;1,31569149;1,35;1_hw1_hw;
189;361;375;24;589,0237703;101;741;-82,95;-106,959;24,009;1,289439421;10,263;9,5;1;1_hw;1_hw;5;0,030368986;10,23263101;0,732631014;0,763;1_hw1_hw;
1546;1441;896;24;603,0215342;101;744;-82,848;-94,608;11,76;1,141946698;10,801;9,5;1;1_hw;1_hw;5;0,033991939;10,76700806;1,267008061;1,301;1_hw1_hw;
253;390;282;24;561,0903782;101;739;-83,161;-107,118;23,957;1,288079749;10,793;9,5;1;1_hw;1_hw;5;0,033940048;10,75905995;1,259059952;1,293;1_hw1_hw;
421;297;400;24;505,0481926;101;740;-83,618;-105,537;21,919;1,262132555;10,293;9,5;1;1_hw;1_hw;5;0,030578339;10,26242166;0,762421661;0,793;1_hw1_hw;
272;336;352;20;499,0370858;101;742;-83,67;-106,901;23,231;1,277650293;10,821;9,5;1;1_hw;1_hw;5;0,034121413;10,78687859;1,286878587;1,321;1_hw1_hw;
184;314;364;24;610,0041945;101;741;-82,798;-107,594;24,796;1,299475833;10,807;9,5;1;1_hw;1_hw;5;0,03403082;10,77296918;1,27296918;1,307;1_hw1_hw;
549;598;472;24;371,9913329;101;736;-84,946;-102,372;17,426;1,20514209;12,091;11,435;1;1_hw;1_hw;12;0,041651395;12,0493486;0,614348605;0,656;1_hw1_hw;
545;601;362;20;382,0610996;101;726;-84,83;-102,854;18,024;1,212472003;12,1;11,435;1;1_hw;1_hw;12;0,041700226;12,05829977;0,623299774;0,665;1_hw1_hw;
434;536;362;24;373,0206043;101;737;-84,934;-103,996;19,062;1,224433089;12,101;11,435;1;1_hw;1_hw;12;0,041705648;12,05929435;0,624294352;0,666;1_hw1_hw;
485;494;329;24;378,9944248;101;737;-84,865;-104,136;19,271;1,227078301;12,108;11,435;1;1_hw;1_hw;12;0,041743581;12,06625642;0,631256419;0,673;1_hw1_hw;
722;618;515;28;357,0531109;101;739;-85,124;-101,15;16,026;1,188266529;12,108;11,435;1;1_hw;1_hw;12;0,041743581;12,06625642;0,631256419;0,673;1_hw1_hw;
408;521;511;24;390,9604458;101;727;-84,73;-103,381;18,651;1,220122743;12,091;11,435;1;1_hw;1_hw;12;0,041651395;12,0493486;0,614348605;0,656;1_hw1_hw;
594;417;451;24;371,9913329;101;730;-84,946;-103,192;18,246;1,214795282;12,151;11,435;1;1_hw;1_hw;12;0,041975811;12,10902419;0,674024189;0,716;1_hw1_hw;
482;596;443;20;383,0300272;101;742;-84,819;-102,884;18,065;1,21298294;12,044;11,435;1;1_hw;1_hw;12;0,041395421;12,00260458;0,567604579;0,609;1_hw1_hw;
581;589;400;24;383,0300272;101;745;-84,819;-102,56;17,741;1,209163041;12,044;11,435;1;1_hw;1_hw;12;0,041395421;12,00260458;0,567604579;0,609;1_hw1_hw;
517;547;356;20;387,0194766;101;735;-84,774;-103,417;18,643;1,219914125;12,105;11,435;1;1_hw;1_hw;12;0,041727328;12,06327267;0,628272672;0,67;1_hw1_hw;
537;569;422;28;362,0202144;101;741;-85,064;-102,848;17,784;1,209066115;12,105;11,435;1;1_hw;1_hw;12;0,041727328;12,06327267;0,628272672;0,67;1_hw1_hw;
591;570;604;20;352,9659577;101;730;-85,174;-101,66;16,486;1,193556719;12,101;11,435;1;1_hw;1_hw;12;0,041705648;12,05929435;0,624294352;0,666;1_hw1_hw;
551;510;380;20;378,9944248;101;746;-84,865;-103,325;18,46;1,217521947;12,151;11,435;1;1_hw;1_hw;12;0,041975811;12,10902419;0,674024189;0,716;1_hw1_hw;
472;540;491;24;391,9519426;101;733;-84,719;-103,044;18,325;1,216303309;12,1;11,435;1;1_hw;1_hw;12;0,041700226;12,05829977;0,623299774;0,665;1_hw1_hw;
683;1329;1014;28;708,9781017;101;744;-82,145;-96,693;14,548;1,177101467;10,558;8,53;1;1_hw;1_hw;13;0,032389504;10,5256105;1,995610496;2,028;1_hw1_hw;
1984;626;1576;28;760,0336508;101;743;-81,843;-93,493;11,65;1,142345711;10,68;8,53;1;1_hw;1_hw;13;0,033200846;10,64679915;2,116799154;2,15;1_hw1_hw;
996;1380;1374;32;766,0071462;101;746;-81,809;-95,028;13,219;1,161583689;10,886;8,53;1;1_hw;1_hw;13;0,034539716;10,85146028;2,321460284;2,356;1_hw1_hw;
1399;668;494;24;758,1110403;101;743;-81,854;-97,598;15,744;1,192342463;10,796;8,53;1;1_hw;1_hw;13;0,033959514;10,76204049;2,232040486;2,266;1_hw1_hw;
1893;768;1484;24;724,9913439;101;745;-82,048;-93,781;11,733;1,143001658;10,858;8,53;1;1_hw;1_hw;13;0,034359989;10,82364001;2,293640011;2,328;1_hw1_hw;
1948;776;1458;28;754,106738;101;749;-81,877;-93,682;11,805;1,144179684;10,908;8,53;1;1_hw;1_hw;13;0,034680438;10,87331956;2,343319562;2,378;1_hw1_hw;
1843;753;1553;24;754,106738;101;748;-81,877;-93,781;11,904;1,145388815;10,92;8,53;1;1_hw;1_hw;13;0,034757014;10,88524299;2,355242986;2,39;1_hw1_hw;
2093;662;1538;28;749,9508838;101;747;-81,901;-93,262;11,361;1,138716255;10,558;8,53;1;1_hw;1_hw;13;0,032389504;10,5256105;1,995610496;2,028;1_hw1_hw;
1948;837;1553;28;764,069425;101;743;-81,82;-93,433;11,613;1,141933513;10,867;8,53;1;1_hw;1_hw;13;0,034417835;10,83258216;2,302582165;2,337;1_hw1_hw;
821;1295;1217;28;719,0065079;101;746;-82,084;-95,991;13,907;1,169424005;10,85;8,53;1;1_hw;1_hw;13;0,03430851;10,81569149;2,28569149;2,32;1_hw1_hw;
1405;1121;1379;24;761,9611372;101;748;-81,832;-94,723;12,891;1,157530062;10,862;8,53;1;1_hw;1_hw;13;0,034385707;10,82761429;2,297614293;2,332;1_hw1_hw;
2072;730;1508;28;730,0167438;101;748;-82,018;-93,313;11,295;1,137713673;10,906;8,53;1;1_hw;1_hw;13;0,034667663;10,87133234;2,341332337;2,376;1_hw1_hw;
1016;505;432;24;737,1108795;101;745;-81,976;-100,141;18,165;1,221589246;10,873;8,53;1;1_hw;1_hw;13;0,034456359;10,83854364;2,308543641;2,343;1_hw1_hw;
1459;610;475;24;752,0259402;101;741;-81,889;-97,47;15,581;1,190269755;10,779;8,53;1;1_hw;1_hw;13;0,033849099;10,7451509;2,215150901;2,249;1_hw1_hw;
1247;639;458;28;735,0769781;101;745;-81,988;-98,455;16,467;1,200846465;11,127;8,53;1;1_hw;1_hw;13;0,036058029;11,09094197;2,560941971;2,597;1_hw1_hw;
993;1362;1285;28;758,9843505;101;745;-81,849;-95,301;13,452;1,164351428;10,664;8,53;1;1_hw;1_hw;13;0,033095231;10,63090477;2,100904769;2,134;1_hw1_hw;
1987;723;1580;24;732,0366439;101;744;-82,006;-93,395;11,389;1,138880082;10,878;8,53;1;1_hw;1_hw;13;0,034488437;10,84351156;2,313511563;2,348;1_hw1_hw;
1441;640;528;24;767,9497817;101;748;-81,798;-97,409;15,611;1,190848187;10,672;8,53;1;1_hw;1_hw;13;0,033148068;10,63885193;2,108851932;2,142;1_hw1_hw;
751;1493;1149;24;761,0844018;101;742;-81,837;-95,684;13,847;1,169202195;10,825;8,53;1;1_hw;1_hw;13;0,034147265;10,79085274;2,260852735;2,295;1_hw1_hw;
1270;573;469;28;765,1257554;101;745;-81,814;-98,479;16,665;1,203693744;10,527;8,53;1;1_hw;1_hw;13;0,032181115;10,49481888;1,964818885;1,997;1_hw1_hw;
1294;632;424;24;764,069425;101;748;-81,82;-98,297;16,477;1,20138108;10,655;8,53;1;1_hw;1_hw;13;0,033035718;10,62196428;2,091964282;2,125;1_hw1_hw;
1745;828;1485;24;761,9611372;101;743;-81,832;-94,091;12,259;1,149806921;10,898;8,53;1;1_hw;1_hw;13;0,034616527;10,86338347;2,333383473;2,368;1_hw1_hw;
877;1433;1215;32;772,0275905;101;745;-81,775;-95,492;13,717;1,167740752;10,541;8,53;1;1_hw;1_hw;13;0,032275339;10,50872466;1,978724661;2,011;1_hw1_hw;
1025;1187;1185;28;763,0145529;101;746;-81,826;-95,956;14,13;1,172683499;10,806;8,53;1;1_hw;1_hw;13;0,034024342;10,77197566;2,241975658;2,276;1_hw1_hw;
1222;494;507;28;753,0656204;101;740;-81,883;-98,828;16,945;1,206941612;10,864;8,53;1;1_hw;1_hw;13;0,034398561;10,82960144;2,299601439;2,334;1_hw1_hw;
1395;608;473;28;733,0486888;101;742;-82;-97,779;15,779;1,192426829;10,663;8,53;1;1_hw;1_hw;13;0,033088622;10,62991138;2,099911378;2,133;1_hw1_hw;
1118;504;412;24;764,069425;101;746;-81,82;-99,589;17,769;1,217171841;10,533;8,53;1;1_hw;1_hw;13;0,032221519;10,50077848;1,970778481;2,003;1_hw1_hw;
1388;551;419;24;748,0537791;101;745;-81,912;-98,013;16,101;1,196564606;10,649;8,53;1;1_hw;1_hw;13;0,032996001;10,616004;2,086003999;2,119;1_hw1_hw;
1037;2848;2188;40;1256,12489;101;749;-79,661;-90,373;10,712;1,134469816;9,893;9,901;0;1_hw;1_hw;26;0,027711965;9,865288035;-0,035711965;-0,008;1_hw1_hw;
1652;2710;1579;40;1293,995665;101;750;-79,532;-90,834;11,302;1,142106322;9,902;9,901;0;1_hw;1_hw;26;0,02777828;9,87422172;-0,02677828;0,001;1_hw1_hw;
1372;1981;2698;40;1299,070801;101;745;-79,515;-90,658;11,143;1,140137081;9,92;9,901;0;1_hw;1_hw;26;0,027910653;9,892089347;-0,008910653;0,019;1_hw1_hw;
1478;2870;1707;44;1273,012949;101;749;-79,603;-90,576;10,973;1,137846564;9,92;9,901;0;1_hw;1_hw;26;0,027910653;9,892089347;-0,008910653;0,019;1_hw1_hw;
914;2672;2435;44;1170,126517;101;751;-79,969;-90,394;10,425;1,130363016;9,906;9,901;0;1_hw;1_hw;26;0,027807726;9,878192274;-0,022807726;0,005;1_hw1_hw;
1436;2657;1897;44;1297,277307;101;748;-79,521;-90,781;11,26;1,141597817;9,874;9,901;0;1_hw;1_hw;26;0,027571685;9,846428315;-0,054571685;-0,027;1_hw1_hw;
1728;2038;2627;36;1301,166344;101;750;-79,508;-90,352;10,844;1,136388791;9,931;9,901;0;1_hw;1_hw;26;0,027991379;9,903008621;0,002008621;0,03;1_hw1_hw;
1065;2477;2573;36;1274,185977;101;750;-79,599;-90,399;10,8;1,135680096;9,907;9,901;0;1_hw;1_hw;26;0,027815085;9,879184915;-0,021815085;0,006;1_hw1_hw;
1113;2838;2106;44;1196,004521;101;744;-79,874;-90,45;10,576;1,132408543;9,881;9,901;0;1_hw;1_hw;26;0,027623411;9,853376589;-0,047623411;-0,02;1_hw1_hw;
2403;1775;2799;40;1290,12806;101;752;-79,545;-89,583;10,038;1,126192721;9,909;9,901;0;1_hw;1_hw;26;0,027829799;9,881170201;-0,019829799;0,008;1_hw1_hw;
902;2795;2297;40;1273,012949;101;750;-79,603;-90,395;10,792;1,13557278;9,9;9,901;0;1_hw;1_hw;26;0,027763551;9,872236449;-0,028763551;-0,001;1_hw1_hw;
1072;2173;2528;44;1277,123279;101;747;-79,589;-90,94;11,351;1,142620211;9,884;9,901;0;1_hw;1_hw;26;0,027645564;9,856354436;-0,044645564;-0,017;1_hw1_hw;
1022;2819;2334;44;1194,078342;101;751;-79,881;-90,231;10,35;1,129567732;9,907;9,901;0;1_hw;1_hw;26;0,027815085;9,879184915;-0,021815085;0,006;1_hw1_hw;
1857;1715;2880;44;1291,019557;101;748;-79,542;-90,157;10,615;1,13345151;9,918;9,901;0;1_hw;1_hw;26;0,027895962;9,890104038;-0,010895962;0,017;1_hw1_hw;
1111;2829;2273;44;1278,00579;101;750;-79,586;-90,241;10,655;1,133880331;9,879;9,901;0;1_hw;1_hw;26;0,027608638;9,851391362;-0,049608638;-0,022;1_hw1_hw;
1103;2748;2002;40;1275,066458;101;746;-79,596;-90,762;11,166;1,140283431;9,893;9,901;0;1_hw;1_hw;26;0,027711965;9,865288035;-0,035711965;-0,008;1_hw1_hw;
945;2459;2200;40;1292,209178;101;747;-79,538;-91,115;11,577;1,145553069;9,888;9,901;0;1_hw;1_hw;26;0,027675086;9,860324914;-0,040675086;-0,013;1_hw1_hw;
1087;2910;2084;44;1172,014059;101;748;-79,962;-90,367;10,405;1,130124309;9,904;9,901;0;1_hw;1_hw;26;0,027793005;9,876206995;-0,024793005;0,003;1_hw1_hw;
1258;2316;2534;40;1265,123204;101;749;-79,63;-90,565;10,935;1,137322617;9,927;9,901;0;1_hw;1_hw;26;0,027962039;9,899037961;-0,001962039;0,026;1_hw1_hw;
1075;2800;2039;44;1288,050295;101;746;-79,552;-90,636;11,084;1,139330249;9,881;9,901;0;1_hw;1_hw;26;0,027623411;9,853376589;-0,047623411;-0,02;1_hw1_hw;
1185;2329;2700;40;1198,209673;101;747;-79,866;-90,328;10,462;1,130994416;9,902;9,901;0;1_hw;1_hw;26;0,02777828;9,87422172;-0,02677828;0,001;1_hw1_hw;
1933;1961;2839;40;1293,102113;101;748;-79,535;-89,883;10,348;1,130106243;9,926;9,901;0;1_hw;1_hw;26;0,027954701;9,898045299;-0,002954701;0,025;1_hw1_hw;
1272;2319;2662;40;1282,132241;101;750;-79,572;-90,339;10,767;1,135311416;9,915;9,901;0;1_hw;1_hw;26;0,027873917;9,887126083;-0,013873917;0,014;1_hw1_hw;
1043;2569;2606;40;1208,18328;101;750;-79,83;-90,219;10,389;1,130139045;9,909;9,901;0;1_hw;1_hw;26;0,027829799;9,881170201;-0,019829799;0,008;1_hw1_hw;
972;2557;2567;40;1243,176584;101;747;-79,706;-90,342;10,636;1,133440393;9,879;9,901;0;1_hw;1_hw;26;0,027608638;9,851391362;-0,049608638;-0,022;1_hw1_hw;
1214;2262;2506;40;1298,173744;101;745;-79,518;-90,73;11,212;1,140999522;9,914;9,901;0;1_hw;1_hw;26;0,027866567;9,886133433;-0,014866567;0,013;1_hw1_hw;
1390;2849;1954;40;1290,12806;101;749;-79,545;-90,406;10,861;1,136539066;9,892;9,901;0;1_hw;1_hw;26;0,027704592;9,864295408;-0,036704592;-0,009;1_hw1_hw;
963;2648;2471;40;1256,12489;101;748;-79,661;-90,351;10,69;1,134193646;9,883;9,901;0;1_hw;1_hw;26;0,027638181;9,855361819;-0,045638181;-0,018;1_hw1_hw;
1349;2558;1976;40;1308,979428;101;751;-79,482;-90,938;11,456;1,144133263;9,893;9,901;0;1_hw;1_hw;26;0,027711965;9,865288035;-0,035711965;-0,008;1_hw1_hw;
960;2379;2627;40;1275,066458;101;747;-79,596;-90,528;10,932;1,137343585;9,894;9,901;0;1_hw;1_hw;26;0,027719338;9,866280662;-0,034719338;-0,007;1_hw1_hw;
922;2560;2223;40;1290,12806;101;751;-79,545;-90,911;11,366;1,142887674;9,87;9,901;0;1_hw;1_hw;26;0,027542103;9,842457897;-0,058542103;-0,031;1_hw1_hw;
1801;1951;2922;40;1169,049287;101;747;-79,973;-89,898;9,925;1,124104385;9,924;9,901;0;1_hw;1_hw;26;0,027940023;9,896059977;-0,004940023;0,023;1_hw1_hw;
1292;2170;2878;40;1182,041764;101;750;-79,925;-90,164;10,239;1,128107601;9,892;9,901;0;1_hw;1_hw;26;0,027704592;9,864295408;-0,036704592;-0,009;1_hw1_hw;
908;2414;2590;40;1285,975875;101;750;-79,559;-90,568;11,009;1,138375294;9,897;9,901;0;1_hw;1_hw;26;0,027741449;9,869258551;-0,031741449;-0,004;1_hw1_hw;
1546;3001;1835;44;1281,246881;101;750;-79,575;-90,134;10,559;1,132692429;9,938;9,901;0;1_hw;1_hw;26;0,028042684;9,909957316;0,008957316;0,037;1_hw1_hw;
1462;1891;2839;40;1289,237179;101;749;-79,548;-90,436;10,888;1,136873334;9,906;9,901;0;1_hw;1_hw;26;0,027807726;9,878192274;-0,022807726;0,005;1_hw1_hw;
1509;2088;2529;36;1311,090955;101;746;-79,475;-90,676;11,201;1,140937402;9,91;9,901;0;1_hw;1_hw;26;0,027837155;9,882162845;-0,018837155;0,009;1_hw1_hw;
784;2564;2198;44;1264,249589;101;751;-79,633;-91,027;11,394;1,143081386;9,87;9,901;0;1_hw;1_hw;26;0,027542103;9,842457897;-0,058542103;-0,031;1_hw1_hw;
1420;2676;1763;40;1314,113332;101;745;-79,465;-90,932;11,467;1,144302523;9,917;9,901;0;1_hw;1_hw;26;0,027888615;9,889111385;-0,011888615;0,016;1_hw1_hw;
991;2822;2205;44;1189,139543;101;747;-79,899;-90,425;10,526;1,131741323;9,874;9,901;0;1_hw;1_hw;26;0,027571685;9,846428315;-0,054571685;-0,027;1_hw1_hw;
1901;1929;2851;40;1293,995665;101;750;-79,532;-89,933;10,401;1,130777549;9,918;9,901;0;1_hw;1_hw;26;0,027895962;9,890104038;-0,010895962;0,017;1_hw1_hw;
1672;1966;2830;40;1197,106589;101;745;-79,87;-90,162;10,292;1,128859397;9,96;9,901;0;1_hw;1_hw;26;0,028203592;9,931796408;0,030796408;0,059;1_hw1_hw;
952;2534;2620;40;1242,032103;101;748;-79,71;-90,306;10,596;1,132931878;9,884;9,901;0;1_hw;1_hw;26;0,027645564;9,856354436;-0,044645564;-0,017;1_hw1_hw;
202;457;569;36;981,1441557;101;746;-80,734;-104,241;23,507;1,291166051;6,517;3,415;1;1_hw;1_hw;27;-0,004753218;6,521753218;3,106753218;3,102;1_hw1_hw;
230;530;580;32;1011,190129;101;741;-80,603;-103,564;22,961;1,284865328;5,147;3,415;1;1_hw;1_hw;27;-0,023967436;5,170967436;1,755967436;1,732;1_hw1_hw;
395;624;491;32;1021,957467;101;739;-80,557;-102,869;22,312;1,276971585;5,18;3,415;1;1_hw;1_hw;27;-0,023447669;5,203447669;1,788447669;1,765;1_hw1_hw;
241;419;551;32;1015,156083;101;741;-80,586;-104,524;23,938;1,297049115;5,922;3,415;1;1_hw;1_hw;27;-0,012536625;5,934536625;2,519536625;2,507;1_hw1_hw;
1198;1396;1785;36;1000,997105;101;750;-80,647;-93,65;13,003;1,161233524;5,558;3,415;1;1_hw;1_hw;27;-0,017709486;5,575709486;2,160709486;2,143;1_hw1_hw;
661;1507;1062;32;989,9945899;101;746;-80,695;-95,987;15,292;1,189503687;6,506;3,415;1;1_hw;1_hw;27;-0,004890078;6,510890078;3,095890078;3,091;1_hw1_hw;
873;1190;1483;36;1006,080708;101;744;-80,625;-95,414;14,789;1,183429457;5,336;3,415;1;1_hw;1_hw;27;-0,021032195;5,357032195;1,942032195;1,921;1_hw1_hw;
326;429;388;24;1065,20408;101;735;-80,377;-105,383;25,006;1,311108899;5,783;3,415;1;1_hw;1_hw;27;-0,014473018;5,797473018;2,382473018;2,368;1_hw1_hw;
303;496;398;28;1054,952295;101;745;-80,419;-104,869;24,45;1,304032629;5,862;3,415;1;1_hw;1_hw;27;-0,013366713;5,875366713;2,460366713;2,447;1_hw1_hw;
344;448;307;28;1008,167798;101;741;-80,616;-105,663;25,047;1,310695147;5,892;3,415;1;1_hw;1_hw;27;-0,012950583;5,904950583;2,489950583;2,477;1_hw1_hw;
799;1199;1710;32;997,0864658;101;751;-80,664;-94,836;14,172;1,175691758;6,362;3,415;1;1_hw;1_hw;27;-0,006705331;6,368705331;2,953705331;2,947;1_hw1_hw;
690;1390;1211;36;1054,952295;101;746;-80,419;-95,944;15,525;1,193051393;5,881;3,415;1;1_hw;1_hw;27;-0,013102911;5,894102911;2,479102911;2,466;1_hw1_hw;
172;494;715;28;1023,134717;101;739;-80,552;-102,878;22,326;1,277162578;5,147;3,415;1;1_hw;1_hw;27;-0,023967436;5,170967436;1,755967436;1,732;1_hw1_hw;
393;541;489;32;997,0864658;101;746;-80,664;-103,461;22,797;1,282616781;5,934;3,415;1;1_hw;1_hw;27;-0,012371646;5,946371646;2,531371646;2,519;1_hw1_hw;
