,channel,bitrate,preamble,prf,tx_gain,T_N,T_W,T_E,T_Floor,antennaTypeAnchor,antennaTypeTag,x_tag,y_tag,z_tag,x_anchor,y_anchor,z_anchor,anchorNumber,LOS,RXPACC,fpindex,pkindex,fp_ampl1,fp_ampl2,fp_ampl3,pkpathampl,std_noise,RX_power,FP_power,LDEthreshold,t1,t2,t3,t4,t5,timestamp,estimated_range,actual_range,error,location_ID,newlabel,newlabeli,fpi,loc_tag,NLOS
10753,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1464.0,47940.0,-,9061.0,6939.0,6036.0,-,88.0,-95.543,-102.168,-,-,-,-,-,-,2418373338.0,12573.0,12500.2007983872,72,18,good,1,749,18-20,NLOS
10754,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1464.0,47951.0,-,9282.0,6511.0,5318.0,-,100.0,-95.173,-103.903,-,-,-,-,-,-,2224378053.0,12480.0,12500.2007983872,-20,18,good,1,749,18-20,NLOS
10755,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1465.0,47927.0,-,7247.0,6390.0,4012.0,-,84.0,-95.781,-104.335,-,-,-,-,-,-,3728935154.0,12545.0,12500.2007983872,44,18,good,1,748,18-20,NLOS
10756,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1464.0,47655.0,-,7587.0,5960.0,4269.0,-,100.0,-95.278,-104.414,-,-,-,-,-,-,3397011443.0,12531.0,12500.2007983872,30,18,good,1,744,18-20,NLOS
10757,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1466.0,47653.0,-,8141.0,6182.0,4564.0,-,96.0,-95.763,-104.917,-,-,-,-,-,-,299087866.0,12569.0,12500.2007983872,68,18,good,1,744,18-20,NLOS
10758,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1465.0,47524.0,-,7727.0,6098.0,4626.0,-,84.0,-95.576,-104.672,-,-,-,-,-,-,1027521658.0,12541.0,12500.2007983872,40,18,good,1,742,18-20,NLOS
10759,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1465.0,47510.0,-,8792.0,6274.0,4913.0,-,88.0,-95.104,-103.429,-,-,-,-,-,-,1771523716.0,12531.0,12500.2007983872,30,18,good,1,742,18-20,NLOS
10760,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1467.0,47876.0,-,9229.0,7006.0,6161.0,-,84.0,-95.543,-102.292,-,-,-,-,-,-,460901130.0,12559.0,12500.2007983872,58,18,good,1,748,18-20,NLOS
10761,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1466.0,47963.0,-,9212.0,6528.0,5080.0,-,92.0,-95.679,-103.792,-,-,-,-,-,-,1277729983.0,12559.0,12500.2007983872,58,18,good,1,749,18-20,NLOS
10762,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1464.0,47468.0,-,7612.0,5699.0,3993.0,-,76.0,-95.299,-104.217,-,-,-,-,-,-,4109145768.0,12559.0,12500.2007983872,58,18,good,1,741,18-20,NLOS
10763,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1465.0,47753.0,-,10338.0,6742.0,5616.0,-,80.0,-95.726,-102.588,-,-,-,-,-,-,485316003.0,12545.0,12500.2007983872,44,18,good,1,746,18-20,NLOS
10764,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1465.0,47671.0,-,7147.0,6141.0,3854.0,-,76.0,-95.686,-104.098,-,-,-,-,-,-,1439603168.0,12545.0,12500.2007983872,44,18,good,1,744,18-20,NLOS
10765,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1466.0,47755.0,-,9237.0,6865.0,5926.0,-,96.0,-95.776,-102.179,-,-,-,-,-,-,2256496003.0,12531.0,12500.2007983872,30,18,good,1,746,18-20,NLOS
10766,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1464.0,47437.0,-,8784.0,6166.0,5083.0,-,88.0,-95.249,-103.441,-,-,-,-,-,-,2636710585.0,12512.0,12500.2007983872,11,18,good,1,741,18-20,NLOS
10767,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1466.0,47823.0,-,9203.0,6042.0,5582.0,-,88.0,-95.745,-103.766,-,-,-,-,-,-,80750401.0,12555.0,12500.2007983872,54,18,good,1,747,18-20,NLOS
10768,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1465.0,47648.0,-,9172.0,6731.0,5028.0,-,88.0,-95.468,-103.838,-,-,-,-,-,-,3995437053.0,12583.0,12500.2007983872,82,18,good,1,744,18-20,NLOS
10769,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1464.0,47631.0,-,9211.0,6202.0,5699.0,-,84.0,-95.578,-103.874,-,-,-,-,-,-,3016802830.0,12550.0,12500.2007983872,49,18,good,1,744,18-20,NLOS
10770,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1464.0,47792.0,-,7585.0,6351.0,4336.0,-,88.0,-95.755,-104.618,-,-,-,-,-,-,2006160762.0,12564.0,12500.2007983872,63,18,good,1,746,18-20,NLOS
10771,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1466.0,47738.0,-,6579.0,5406.0,3196.0,-,84.0,-95.138,-105.113,-,-,-,-,-,-,48819106.0,12512.0,12500.2007983872,11,18,good,1,745,18-20,NLOS
10772,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1466.0,47895.0,-,8000.0,6585.0,5499.0,-,96.0,-95.691,-103.323,-,-,-,-,-,-,3348791050.0,12559.0,12500.2007983872,58,18,good,1,748,18-20,NLOS
10773,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1464.0,47555.0,-,9890.0,7015.0,6581.0,-,96.0,-95.78,-102.744,-,-,-,-,-,-,2038164540.0,12522.0,12500.2007983872,21,18,good,1,743,18-20,NLOS
10774,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1465.0,47748.0,-,9510.0,6879.0,5700.0,-,92.0,-95.286,-102.254,-,-,-,-,-,-,2604528037.0,12555.0,12500.2007983872,54,18,good,1,746,18-20,NLOS
10775,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1467.0,47620.0,-,8868.0,6364.0,5730.0,-,92.0,-95.697,-103.749,-,-,-,-,-,-,679112216.0,12541.0,12500.2007983872,40,18,good,1,744,18-20,NLOS
10776,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1465.0,47943.0,-,9899.0,6323.0,6207.0,-,88.0,-95.807,-102.41,-,-,-,-,-,-,647182039.0,12517.0,12500.2007983872,16,18,good,1,749,18-20,NLOS
10777,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1466.0,47563.0,-,9376.0,6190.0,5654.0,-,88.0,-95.48,-103.929,-,-,-,-,-,-,2370014284.0,12541.0,12500.2007983872,40,18,good,1,743,18-20,NLOS
10778,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1467.0,47555.0,-,9503.0,6484.0,5309.0,-,92.0,-95.231,-103.987,-,-,-,-,-,-,1657942104.0,12559.0,12500.2007983872,58,18,good,1,743,18-20,NLOS
10779,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1467.0,47945.0,-,9241.0,5785.0,5827.0,-,80.0,-95.409,-103.773,-,-,-,-,-,-,1059390667.0,12569.0,12500.2007983872,68,18,good,1,749,18-20,NLOS
10780,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1465.0,47566.0,-,8955.0,6681.0,5582.0,-,84.0,-95.565,-103.874,-,-,-,-,-,-,1625826881.0,12550.0,12500.2007983872,49,18,good,1,743,18-20,NLOS
10781,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1465.0,47712.0,-,9252.0,6443.0,4883.0,-,104.0,-95.472,-103.731,-,-,-,-,-,-,1391245762.0,12588.0,12500.2007983872,87,18,good,1,745,18-20,NLOS
10782,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1466.0,47720.0,-,7908.0,6322.0,4464.0,-,80.0,-95.55,-104.816,-,-,-,-,-,-,3963506607.0,12541.0,12500.2007983872,40,18,good,1,745,18-20,NLOS
10783,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1465.0,47556.0,-,9715.0,6068.0,5768.0,-,88.0,-95.42,-102.104,-,-,-,-,-,-,3776972868.0,12564.0,12500.2007983872,63,18,good,1,743,18-20,NLOS
10784,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1466.0,47460.0,-,7132.0,6520.0,4721.0,-,80.0,-95.623,-104.569,-,-,-,-,-,-,865653437.0,12517.0,12500.2007983872,16,18,good,1,741,18-20,NLOS
10785,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1465.0,47546.0,-,6843.0,6114.0,3667.0,-,92.0,-95.672,-105.84,-,-,-,-,-,-,3510140496.0,12536.0,12500.2007983872,35,18,good,1,742,18-20,NLOS
10786,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1466.0,47920.0,-,8502.0,6192.0,4153.0,-,92.0,-95.481,-103.005,-,-,-,-,-,-,840858841.0,12555.0,12500.2007983872,54,18,good,1,748,18-20,NLOS
10787,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1465.0,47531.0,-,7173.0,6234.0,4330.0,-,92.0,-95.522,-104.32,-,-,-,-,-,-,2062640762.0,12545.0,12500.2007983872,44,18,good,1,742,18-20,NLOS
10788,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1465.0,47559.0,-,9748.0,7004.0,6144.0,-,88.0,-95.907,-102.539,-,-,-,-,-,-,2442860120.0,12555.0,12500.2007983872,54,18,good,1,743,18-20,NLOS
10789,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1467.0,47782.0,-,7989.0,6589.0,4759.0,-,92.0,-95.858,-103.067,-,-,-,-,-,-,1172901752.0,12527.0,12500.2007983872,26,18,good,1,746,18-20,NLOS
10790,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1465.0,47939.0,-,10111.0,6122.0,5882.0,-,92.0,-95.453,-102.356,-,-,-,-,-,-,1083999989.0,12606.0,12500.2007983872,105,18,good,1,749,18-20,NLOS
10791,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1464.0,47497.0,-,9606.0,6649.0,5974.0,-,88.0,-95.721,-102.308,-,-,-,-,-,-,3235272334.0,12583.0,12500.2007983872,82,18,good,1,742,18-20,NLOS
10792,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1466.0,47500.0,-,9929.0,6526.0,5713.0,-,88.0,-95.772,-102.338,-,-,-,-,-,-,4157185667.0,12545.0,12500.2007983872,44,18,good,1,742,18-20,NLOS
10793,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1467.0,47961.0,-,8292.0,5602.0,4791.0,-,84.0,-95.288,-104.833,-,-,-,-,-,-,897773747.0,12498.0,12500.2007983872,-2,18,good,1,749,18-20,NLOS
10794,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1465.0,47841.0,-,8079.0,6189.0,4688.0,-,100.0,-95.612,-104.931,-,-,-,-,-,-,2151546676.0,12527.0,12500.2007983872,26,18,good,1,747,18-20,NLOS
10795,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1465.0,47698.0,-,9828.0,6529.0,5541.0,-,80.0,-95.704,-102.245,-,-,-,-,-,-,2798144952.0,12536.0,12500.2007983872,35,18,good,1,745,18-20,NLOS
10796,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1465.0,47820.0,-,9680.0,6925.0,5463.0,-,84.0,-95.557,-102.285,-,-,-,-,-,-,1819498822.0,12550.0,12500.2007983872,49,18,good,1,747,18-20,NLOS
10797,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1464.0,47677.0,-,6814.0,6281.0,3941.0,-,88.0,-95.92,-104.01,-,-,-,-,-,-,194069483.0,12583.0,12500.2007983872,82,18,good,1,744,18-20,NLOS
10798,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1465.0,47944.0,-,9857.0,6175.0,5616.0,-,96.0,-95.547,-102.166,-,-,-,-,-,-,3130310883.0,12536.0,12500.2007983872,35,18,good,1,749,18-20,NLOS
10799,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1465.0,47683.0,-,10641.0,6218.0,5859.0,-,92.0,-95.454,-102.643,-,-,-,-,-,-,1876539854.0,12550.0,12500.2007983872,49,18,good,1,745,18-20,NLOS
10800,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,8310,7280,2546,20.0,-,1465.0,47741.0,-,6682.0,6052.0,3371.0,-,96.0,-95.774,-105.611,-,-,-,-,-,-,4214040462.0,12536.0,12500.2007983872,35,18,good,1,745,18-20,NLOS
10801,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,287.0,47681.0,-,1296.0,4769.0,5796.0,-,40.0,-91.263,-93.737,-,-,-,-,-,-,3610650267.0,19067.0,19061.580758163796,5,18,good,1,745,18-21,LOS
10802,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,694.0,47989.0,-,11702.0,18928.0,12519.0,-,56.0,-89.60700000000001,-90.574,-,-,-,-,-,-,3744335648.0,19081.0,19061.580758163796,19,18,good,1,749,18-21,LOS
10803,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,576.0,47873.0,-,4687.0,14551.0,16509.0,-,52.0,-88.495,-89.095,-,-,-,-,-,-,572738966.0,19076.0,19061.580758163796,14,18,good,1,748,18-21,LOS
10804,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,725.0,47660.0,-,13026.0,19311.0,13468.0,-,60.0,-89.684,-90.65,-,-,-,-,-,-,1477322823.0,19034.0,19061.580758163796,-27,18,good,1,744,18-21,LOS
10806,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,615.0,47690.0,-,6329.0,17305.0,17210.0,-,64.0,-88.68299999999999,-89.515,-,-,-,-,-,-,1712411732.0,19067.0,19061.580758163796,5,18,good,1,745,18-21,LOS
10807,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,647.0,47698.0,-,8440.0,18186.0,15780.0,-,52.0,-88.185,-89.177,-,-,-,-,-,-,279441458.0,19081.0,19061.580758163796,19,18,good,1,745,18-21,LOS
10808,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,633.0,47944.0,-,6906.0,17671.0,17757.0,-,56.0,-88.696,-89.52600000000001,-,-,-,-,-,-,659333957.0,19072.0,19061.580758163796,10,18,good,1,749,18-21,LOS
10809,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,644.0,47634.0,-,8312.0,17868.0,15441.0,-,52.0,-88.226,-89.053,-,-,-,-,-,-,1171681396.0,19048.0,19061.580758163796,-13,18,good,1,744,18-21,LOS
10810,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,627.0,47629.0,-,6780.0,17694.0,16742.0,-,56.0,-88.447,-89.37100000000001,-,-,-,-,-,-,4049968783.0,19062.0,19061.580758163796,0,18,good,1,744,18-21,LOS
10811,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,613.0,47906.0,-,11763.0,18331.0,13726.0,-,60.0,-88.524,-89.72399999999999,-,-,-,-,-,-,2456163179.0,19076.0,19061.580758163796,14,18,good,1,748,18-21,LOS
10812,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,668.0,47622.0,-,5263.0,16820.0,18827.0,-,60.0,-88.314,-90.993,-,-,-,-,-,-,2765502630.0,19081.0,19061.580758163796,19,18,good,1,744,18-21,LOS
10813,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,625.0,47786.0,-,12847.0,18406.0,13050.0,-,52.0,-88.49700000000001,-89.62899999999999,-,-,-,-,-,-,2777785303.0,19067.0,19061.580758163796,5,18,good,1,746,18-21,LOS
10814,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,739.0,47890.0,-,7862.0,19234.0,15606.0,-,60.0,-89.43799999999999,-90.182,-,-,-,-,-,-,1652856191.0,19053.0,19061.580758163796,-8,18,good,1,748,18-21,LOS
10815,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,822.0,47756.0,-,9153.0,20214.0,18442.0,-,56.0,-89.475,-90.166,-,-,-,-,-,-,1273223680.0,19039.0,19061.580758163796,-22,18,good,1,746,18-21,LOS
10816,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,627.0,47689.0,-,6798.0,17296.0,16979.0,-,56.0,-88.485,-89.333,-,-,-,-,-,-,3595575883.0,19095.0,19061.580758163796,33,18,good,1,745,18-21,LOS
10817,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,788.0,47976.0,-,12742.0,20029.0,14401.0,-,56.0,-89.37799999999999,-90.199,-,-,-,-,-,-,2092494610.0,19048.0,19061.580758163796,-13,18,good,1,749,18-21,LOS
10818,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,625.0,47577.0,-,9202.0,17684.0,14417.0,-,52.0,-89.962,-89.161,-,-,-,-,-,-,2251935395.0,19048.0,19061.580758163796,-13,18,good,1,743,18-21,LOS
10819,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,639.0,47755.0,-,7710.0,17829.0,17003.0,-,60.0,-88.448,-89.387,-,-,-,-,-,-,135028732.0,19057.0,19061.580758163796,-4,18,good,1,746,18-21,LOS
10821,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,801.0,47888.0,-,9653.0,19961.0,16981.0,-,64.0,-89.441,-90.108,-,-,-,-,-,-,1799012724.0,19067.0,19061.580758163796,5,18,good,1,748,18-21,LOS
10822,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,776.0,47626.0,-,10246.0,20058.0,18659.0,-,64.0,-89.96600000000001,-90.784,-,-,-,-,-,-,2616751229.0,19057.0,19061.580758163796,-4,18,good,1,744,18-21,LOS
10823,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,609.0,47945.0,-,7341.0,17194.0,16549.0,-,52.0,-88.675,-89.515,-,-,-,-,-,-,294388555.0,19081.0,19061.580758163796,19,18,good,1,749,18-21,LOS
10824,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,621.0,47682.0,-,3324.0,14169.0,17205.0,-,56.0,-88.06299999999999,-90.455,-,-,-,-,-,-,2691180623.0,19062.0,19061.580758163796,0,18,good,1,745,18-21,LOS
10825,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,712.0,47752.0,-,6415.0,18032.0,18188.0,-,64.0,-89.984,-90.643,-,-,-,-,-,-,1416933379.0,19053.0,19061.580758163796,-8,18,good,1,746,18-21,LOS
10826,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,588.0,47719.0,-,11278.0,17742.0,12901.0,-,56.0,-88.59200000000001,-89.714,-,-,-,-,-,-,192848432.0,19072.0,19061.580758163796,10,18,good,1,745,18-21,LOS
10827,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,776.0,47948.0,-,8837.0,19493.0,18192.0,-,60.0,-89.744,-90.433,-,-,-,-,-,-,2017933112.0,19062.0,19061.580758163796,0,18,good,1,749,18-21,LOS
10828,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,641.0,47689.0,-,6040.0,16987.0,16275.0,-,52.0,-88.16799999999999,-90.83,-,-,-,-,-,-,2237050940.0,19062.0,19061.580758163796,0,18,good,1,745,18-21,LOS
10829,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,703.0,47769.0,-,12140.0,19249.0,15224.0,-,64.0,-89.99700000000001,-89.069,-,-,-,-,-,-,1039098848.0,19057.0,19061.580758163796,-4,18,good,1,746,18-21,LOS
10830,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,655.0,47946.0,-,6137.0,17215.0,16919.0,-,56.0,-88.14399999999999,-90.86,-,-,-,-,-,-,58721103.0,19072.0,19061.580758163796,10,18,good,1,749,18-21,LOS
10831,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,682.0,47592.0,-,10410.0,18669.0,13387.0,-,64.0,-89.648,-90.619,-,-,-,-,-,-,4194780308.0,19057.0,19061.580758163796,-4,18,good,1,743,18-21,LOS
10832,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,640.0,47817.0,-,5871.0,16790.0,16608.0,-,60.0,-88.181,-90.861,-,-,-,-,-,-,2910233538.0,19048.0,19061.580758163796,-13,18,good,1,747,18-21,LOS
10833,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,793.0,47626.0,-,8457.0,19749.0,18959.0,-,60.0,-89.806,-90.417,-,-,-,-,-,-,2996763774.0,19057.0,19061.580758163796,-4,18,good,1,744,18-21,LOS
10834,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,569.0,47581.0,-,9920.0,16774.0,12763.0,-,56.0,-88.40799999999999,-89.50299999999999,-,-,-,-,-,-,60266142.0,19034.0,19061.580758163796,-27,18,good,1,743,18-21,LOS
10835,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,650.0,47882.0,-,7573.0,18106.0,17609.0,-,48.0,-88.54700000000001,-89.42299999999999,-,-,-,-,-,-,1037426570.0,19067.0,19061.580758163796,5,18,good,1,748,18-21,LOS
10836,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,629.0,47942.0,-,4811.0,16174.0,17093.0,-,60.0,-88.271,-90.898,-,-,-,-,-,-,1857278274.0,19034.0,19061.580758163796,-27,18,good,1,749,18-21,LOS
10837,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,679.0,47762.0,-,8785.0,18841.0,15919.0,-,56.0,-88.014,-90.983,-,-,-,-,-,-,952765435.0,19086.0,19061.580758163796,24,18,good,1,746,18-21,LOS
10838,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,588.0,47874.0,-,4959.0,15077.0,16739.0,-,52.0,-88.51700000000001,-89.132,-,-,-,-,-,-,3376466829.0,19081.0,19061.580758163796,19,18,good,1,748,18-21,LOS
10839,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,629.0,47813.0,-,4455.0,15612.0,16719.0,-,60.0,-88.13799999999999,-90.635,-,-,-,-,-,-,2530340814.0,19062.0,19061.580758163796,0,18,good,1,747,18-21,LOS
10840,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,590.0,47627.0,-,7893.0,16437.0,15252.0,-,52.0,-88.44200000000001,-89.36399999999999,-,-,-,-,-,-,2395702393.0,19062.0,19061.580758163796,0,18,good,1,744,18-21,LOS
10841,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,721.0,47818.0,-,6606.0,18692.0,18866.0,-,60.0,-88.07600000000001,-90.845,-,-,-,-,-,-,2836047315.0,19095.0,19061.580758163796,33,18,good,1,747,18-21,LOS
10842,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,671.0,47768.0,-,9291.0,18825.0,15230.0,-,56.0,-89.994,-89.00299999999999,-,-,-,-,-,-,2016459249.0,19072.0,19061.580758163796,10,18,good,1,746,18-21,LOS
10843,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,626.0,47698.0,-,7925.0,16717.0,14533.0,-,56.0,-89.905,-90.759,-,-,-,-,-,-,4269019186.0,19057.0,19061.580758163796,-4,18,good,1,745,18-21,LOS
10844,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,620.0,47725.0,-,11001.0,17728.0,12261.0,-,60.0,-89.991,-89.088,-,-,-,-,-,-,3290186269.0,19086.0,19061.580758163796,24,18,good,1,745,18-21,LOS
10845,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,568.0,47717.0,-,10898.0,17206.0,12629.0,-,48.0,-88.566,-89.764,-,-,-,-,-,-,1258337827.0,19090.0,19061.580758163796,28,18,good,1,745,18-21,LOS
10846,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,666.0,47626.0,-,5851.0,17666.0,17503.0,-,60.0,-88.24799999999999,-90.937,-,-,-,-,-,-,3814824065.0,19034.0,19061.580758163796,-27,18,good,1,744,18-21,LOS
10847,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,632.0,47624.0,-,6215.0,17411.0,17624.0,-,56.0,-88.53299999999999,-89.39,-,-,-,-,-,-,2397760126.0,19062.0,19061.580758163796,0,18,good,1,744,18-21,LOS
10848,1,110,1536,64,default,-,-,-,-,spline,spline,19108,1070,1500,109,232,2796,21.0,-,734.0,47702.0,-,8865.0,19227.0,15161.0,-,60.0,-89.404,-90.259,-,-,-,-,-,-,3011651140.0,19057.0,19061.580758163796,-4,18,good,1,745,18-21,LOS
