,channel,bitrate,preamble,prf,tx_gain,T_N,T_W,T_E,T_Floor,antennaTypeAnchor,antennaTypeTag,x_tag,y_tag,z_tag,x_anchor,y_anchor,z_anchor,anchorNumber,LOS,RXPACC,fpindex,pkindex,fp_ampl1,fp_ampl2,fp_ampl3,pkpathampl,std_noise,RX_power,FP_power,LDEthreshold,t1,t2,t3,t4,t5,timestamp,estimated_range,actual_range,error,location_ID,newlabel,newlabeli,fpi,loc_tag,NLOS
524,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47848.0,-,6460.0,9548.0,7503.0,-,96.0,-94.216,-102.712,-,-,-,-,-,-,1815676367.0,9791.0,9246.14692723407,544,10,good,1,747,10-18,NLOS
525,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1467.0,47898.0,-,3621.0,11291.0,10135.0,-,112.0,-94.726,-101.793,-,-,-,-,-,-,691804081.0,9819.0,9246.14692723407,572,10,good,1,748,10-18,NLOS
526,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1466.0,47733.0,-,7460.0,11596.0,7429.0,-,80.0,-94.661,-101.834,-,-,-,-,-,-,3847006286.0,9772.0,9246.14692723407,525,10,good,1,745,10-18,NLOS
527,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1467.0,47685.0,-,305.0,8403.0,12041.0,-,92.0,-94.579,-101.269,-,-,-,-,-,-,1670602372.0,9777.0,9246.14692723407,530,10,good,1,745,10-18,NLOS
528,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47958.0,-,3752.0,11114.0,10608.0,-,100.0,-94.756,-101.924,-,-,-,-,-,-,2649337201.0,9810.0,9246.14692723407,563,10,good,1,749,10-18,NLOS
529,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1464.0,47992.0,-,7845.0,10585.0,6552.0,-,100.0,-94.401,-101.304,-,-,-,-,-,-,1130180937.0,9768.0,9246.14692723407,521,10,good,1,749,10-18,NLOS
530,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1466.0,47741.0,-,7890.0,12286.0,6872.0,-,96.0,-94.703,-100.094,-,-,-,-,-,-,457294935.0,9768.0,9246.14692723407,521,10,good,1,745,10-18,NLOS
531,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1466.0,47639.0,-,4027.0,9786.0,10042.0,-,96.0,-94.677,-101.217,-,-,-,-,-,-,2868205730.0,9772.0,9246.14692723407,525,10,good,1,744,10-18,NLOS
533,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47959.0,-,2911.0,10908.0,10126.0,-,96.0,-94.368,-101.56,-,-,-,-,-,-,311907165.0,9749.0,9246.14692723407,502,10,good,1,749,10-18,NLOS
534,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47555.0,-,2043.0,8174.0,10290.0,-,80.0,-94.453,-102.419,-,-,-,-,-,-,1054707952.0,9782.0,9246.14692723407,535,10,good,1,743,10-18,NLOS
536,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1466.0,47659.0,-,5064.0,11637.0,8707.0,-,100.0,-94.396,-101.682,-,-,-,-,-,-,316781719.0,9763.0,9246.14692723407,516,10,good,1,744,10-18,NLOS
537,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1467.0,47939.0,-,430.0,7876.0,11614.0,-,92.0,-94.299,-102.878,-,-,-,-,-,-,1729653633.0,9791.0,9246.14692723407,544,10,good,1,749,10-18,NLOS
539,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1467.0,47668.0,-,6139.0,12312.0,8187.0,-,88.0,-94.811,-100.018,-,-,-,-,-,-,2344137376.0,9819.0,9246.14692723407,572,10,good,1,744,10-18,NLOS
540,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1466.0,47656.0,-,5143.0,11940.0,9339.0,-,100.0,-94.773,-100.023,-,-,-,-,-,-,4002688165.0,9791.0,9246.14692723407,544,10,good,1,744,10-18,NLOS
541,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1463.0,47701.0,-,3415.0,11162.0,10704.0,-,100.0,-94.77,-101.948,-,-,-,-,-,-,2954608253.0,9805.0,9246.14692723407,558,10,good,1,745,10-18,NLOS
542,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1463.0,47672.0,-,7662.0,11774.0,7217.0,-,100.0,-94.736,-101.924,-,-,-,-,-,-,1653549702.0,9758.0,9246.14692723407,511,10,good,1,744,10-18,NLOS
543,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1464.0,47894.0,-,3773.0,11042.0,10564.0,-,100.0,-94.741,-101.889,-,-,-,-,-,-,4242949034.0,9772.0,9246.14692723407,525,10,good,1,748,10-18,NLOS
544,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1467.0,47916.0,-,4217.0,11651.0,8630.0,-,92.0,-94.562,-101.51,-,-,-,-,-,-,3322935716.0,9791.0,9246.14692723407,544,10,good,1,748,10-18,NLOS
545,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1466.0,47774.0,-,3608.0,10962.0,9639.0,-,84.0,-94.347,-101.48,-,-,-,-,-,-,2653956146.0,9791.0,9246.14692723407,544,10,good,1,746,10-18,NLOS
546,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1463.0,47624.0,-,1808.0,9257.0,10521.0,-,88.0,-94.312,-102.957,-,-,-,-,-,-,2345294005.0,9768.0,9246.14692723407,521,10,good,1,744,10-18,NLOS
547,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1469.0,47618.0,-,710.0,8780.0,12193.0,-,104.0,-93.007,-101.465,-,-,-,-,-,-,3278351051.0,9815.0,9246.14692723407,568,10,good,1,744,10-18,NLOS
548,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1464.0,47641.0,-,3886.0,10929.0,10351.0,-,84.0,-94.769,-101.781,-,-,-,-,-,-,766383777.0,9758.0,9246.14692723407,511,10,good,1,744,10-18,NLOS
551,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1528.0,47352.0,-,6918.0,12761.0,7744.0,-,108.0,-94.612,-101.901,-,-,-,-,-,-,1596296669.0,9791.0,9246.14692723407,544,10,good,1,739,10-18,NLOS
552,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1466.0,47621.0,-,1269.0,8640.0,11576.0,-,100.0,-94.752,-101.164,-,-,-,-,-,-,6830790.0,9796.0,9246.14692723407,549,10,good,1,744,10-18,NLOS
553,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47647.0,-,4011.0,11356.0,10209.0,-,100.0,-94.56,-101.909,-,-,-,-,-,-,3483142808.0,9754.0,9246.14692723407,507,10,good,1,744,10-18,NLOS
554,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1464.0,47844.0,-,3980.0,11420.0,9185.0,-,88.0,-94.47,-101.578,-,-,-,-,-,-,985756640.0,9763.0,9246.14692723407,516,10,good,1,747,10-18,NLOS
555,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47927.0,-,7250.0,11989.0,7544.0,-,92.0,-94.571,-101.978,-,-,-,-,-,-,167037331.0,9791.0,9246.14692723407,544,10,good,1,748,10-18,NLOS
556,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47919.0,-,5595.0,11483.0,8256.0,-,100.0,-94.509,-101.585,-,-,-,-,-,-,1365339544.0,9791.0,9246.14692723407,544,10,good,1,748,10-18,NLOS
557,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47607.0,-,7975.0,9813.0,5963.0,-,88.0,-94.361,-102.853,-,-,-,-,-,-,2632347819.0,9744.0,9246.14692723407,497,10,good,1,743,10-18,NLOS
558,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1464.0,47935.0,-,8064.0,11817.0,6483.0,-,96.0,-94.475,-101.87,-,-,-,-,-,-,2124833156.0,9796.0,9246.14692723407,549,10,good,1,748,10-18,NLOS
559,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1466.0,47571.0,-,2491.0,10309.0,10113.0,-,96.0,-94.288,-101.256,-,-,-,-,-,-,1675221242.0,9749.0,9246.14692723407,502,10,good,1,743,10-18,NLOS
560,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1466.0,47981.0,-,5112.0,11723.0,8414.0,-,84.0,-94.817,-101.636,-,-,-,-,-,-,295039845.0,9801.0,9246.14692723407,554,10,good,1,749,10-18,NLOS
561,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1466.0,47907.0,-,4678.0,11211.0,9265.0,-,100.0,-94.581,-101.618,-,-,-,-,-,-,4082421155.0,9787.0,9246.14692723407,540,10,good,1,748,10-18,NLOS
562,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1467.0,47670.0,-,6085.0,11619.0,7476.0,-,88.0,-94.677,-101.509,-,-,-,-,-,-,2195386528.0,9815.0,9246.14692723407,568,10,good,1,744,10-18,NLOS
563,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47888.0,-,2793.0,10634.0,9645.0,-,92.0,-94.752,-101.245,-,-,-,-,-,-,1745114037.0,9801.0,9246.14692723407,554,10,good,1,748,10-18,NLOS
564,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47865.0,-,7082.0,11692.0,7101.0,-,100.0,-94.636,-101.695,-,-,-,-,-,-,3687321050.0,9810.0,9246.14692723407,563,10,good,1,747,10-18,NLOS
565,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1466.0,47596.0,-,5340.0,11478.0,8677.0,-,96.0,-94.471,-101.658,-,-,-,-,-,-,3933662433.0,9791.0,9246.14692723407,544,10,good,1,743,10-18,NLOS
566,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1464.0,47999.0,-,8059.0,11869.0,6495.0,-,124.0,-94.598,-101.893,-,-,-,-,-,-,617429854.0,9791.0,9246.14692723407,544,10,good,1,749,10-18,NLOS
567,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47786.0,-,6356.0,10386.0,7926.0,-,96.0,-94.583,-101.187,-,-,-,-,-,-,387632660.0,9777.0,9246.14692723407,530,10,good,1,746,10-18,NLOS
568,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1467.0,47626.0,-,2055.0,9823.0,11066.0,-,96.0,-94.703,-101.417,-,-,-,-,-,-,2723912374.0,9772.0,9246.14692723407,525,10,good,1,744,10-18,NLOS
569,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1467.0,47567.0,-,1701.0,9962.0,11081.0,-,84.0,-94.577,-101.451,-,-,-,-,-,-,3611145457.0,9758.0,9246.14692723407,511,10,good,1,743,10-18,NLOS
570,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1467.0,47892.0,-,2997.0,10278.0,8762.0,-,104.0,-94.304,-102.75,-,-,-,-,-,-,3702710182.0,9758.0,9246.14692723407,511,10,good,1,748,10-18,NLOS
571,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1467.0,47883.0,-,1389.0,9597.0,11884.0,-,112.0,-94.734,-101.646,-,-,-,-,-,-,686581196.0,9829.0,9246.14692723407,582,10,good,1,748,10-18,NLOS
572,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1471.0,47716.0,-,4184.0,11053.0,9100.0,-,88.0,-94.719,-101.38,-,-,-,-,-,-,2293979740.0,9787.0,9246.14692723407,540,10,good,1,745,10-18,NLOS
573,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1467.0,47669.0,-,6614.0,11950.0,7604.0,-,92.0,-94.632,-101.811,-,-,-,-,-,-,3103561361.0,9787.0,9246.14692723407,540,10,good,1,744,10-18,NLOS
574,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1466.0,47887.0,-,1978.0,9902.0,10841.0,-,104.0,-94.387,-101.351,-,-,-,-,-,-,2708520370.0,9787.0,9246.14692723407,540,10,good,1,748,10-18,NLOS
575,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47670.0,-,7190.0,11218.0,7045.0,-,108.0,-94.687,-101.506,-,-,-,-,-,-,386477210.0,9810.0,9246.14692723407,563,10,good,1,744,10-18,NLOS
576,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47995.0,-,8082.0,11616.0,6769.0,-,104.0,-94.619,-101.853,-,-,-,-,-,-,237785425.0,9787.0,9246.14692723407,540,10,good,1,749,10-18,NLOS
577,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47723.0,-,5512.0,11889.0,8814.0,-,100.0,-94.742,-101.912,-,-,-,-,-,-,1366369378.0,9796.0,9246.14692723407,549,10,good,1,745,10-18,NLOS
578,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47977.0,-,6385.0,11185.0,8781.0,-,104.0,-94.99,-101.798,-,-,-,-,-,-,3174119264.0,9768.0,9246.14692723407,521,10,good,1,749,10-18,NLOS
579,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1467.0,47716.0,-,4491.0,11031.0,8993.0,-,88.0,-94.233,-101.409,-,-,-,-,-,-,926781517.0,9777.0,9246.14692723407,530,10,good,1,745,10-18,NLOS
580,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1466.0,47699.0,-,3315.0,10576.0,10666.0,-,100.0,-94.866,-101.677,-,-,-,-,-,-,674688117.0,9796.0,9246.14692723407,549,10,good,1,745,10-18,NLOS
581,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47793.0,-,7071.0,10839.0,7534.0,-,88.0,-94.507,-101.45,-,-,-,-,-,-,606048284.0,9819.0,9246.14692723407,572,10,good,1,746,10-18,NLOS
582,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1466.0,47608.0,-,6877.0,11169.0,6762.0,-,92.0,-94.587,-101.317,-,-,-,-,-,-,1525674164.0,9744.0,9246.14692723407,497,10,good,1,743,10-18,NLOS
583,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1464.0,47882.0,-,2080.0,9767.0,10906.0,-,100.0,-94.334,-101.346,-,-,-,-,-,-,986922417.0,9749.0,9246.14692723407,502,10,good,1,748,10-18,NLOS
584,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1464.0,47675.0,-,6827.0,12151.0,7105.0,-,108.0,-94.576,-101.836,-,-,-,-,-,-,3012061829.0,9744.0,9246.14692723407,497,10,good,1,744,10-18,NLOS
585,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1463.0,47995.0,-,7066.0,11792.0,6883.0,-,104.0,-94.56,-101.69,-,-,-,-,-,-,3088035674.0,9777.0,9246.14692723407,530,10,good,1,749,10-18,NLOS
586,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1466.0,47832.0,-,3045.0,10598.0,9648.0,-,88.0,-94.428,-101.255,-,-,-,-,-,-,1216651749.0,9758.0,9246.14692723407,511,10,good,1,747,10-18,NLOS
587,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1467.0,47858.0,-,6100.0,11896.0,7968.0,-,100.0,-94.73,-101.773,-,-,-,-,-,-,2884377565.0,9768.0,9246.14692723407,521,10,good,1,747,10-18,NLOS
588,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47723.0,-,4677.0,10602.0,7916.0,-,100.0,-93.04,-102.886,-,-,-,-,-,-,4248529511.0,9796.0,9246.14692723407,549,10,good,1,745,10-18,NLOS
589,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1459.0,47732.0,-,7451.0,10585.0,6838.0,-,108.0,-94.754,-101.289,-,-,-,-,-,-,2563642957.0,9768.0,9246.14692723407,521,10,good,1,745,10-18,NLOS
590,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1467.0,47686.0,-,2392.0,9590.0,9551.0,-,92.0,-94.541,-102.693,-,-,-,-,-,-,2045028490.0,9810.0,9246.14692723407,563,10,good,1,745,10-18,NLOS
591,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47997.0,-,7159.0,12253.0,6991.0,-,112.0,-94.757,-101.927,-,-,-,-,-,-,1900399940.0,9772.0,9246.14692723407,525,10,good,1,749,10-18,NLOS
592,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1466.0,47880.0,-,451.0,8553.0,11597.0,-,92.0,-94.524,-101.114,-,-,-,-,-,-,546878392.0,9791.0,9246.14692723407,544,10,good,1,748,10-18,NLOS
593,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1467.0,47630.0,-,2122.0,10055.0,11694.0,-,92.0,-94.935,-101.775,-,-,-,-,-,-,2033262256.0,9782.0,9246.14692723407,535,10,good,1,744,10-18,NLOS
595,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47611.0,-,7824.0,11682.0,6780.0,-,100.0,-94.514,-101.81,-,-,-,-,-,-,3863111366.0,9772.0,9246.14692723407,525,10,good,1,743,10-18,NLOS
596,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1461.0,47980.0,-,5405.0,11260.0,8326.0,-,100.0,-94.564,-101.495,-,-,-,-,-,-,3542634836.0,9740.0,9246.14692723407,493,10,good,1,749,10-18,NLOS
597,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1466.0,47753.0,-,1066.0,9816.0,11718.0,-,112.0,-94.833,-101.644,-,-,-,-,-,-,2575091277.0,9796.0,9246.14692723407,549,10,good,1,746,10-18,NLOS
598,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1467.0,47615.0,-,8459.0,11250.0,6069.0,-,88.0,-94.548,-101.641,-,-,-,-,-,-,3553828039.0,9791.0,9246.14692723407,544,10,good,1,743,10-18,NLOS
599,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1467.0,47842.0,-,5221.0,11095.0,9076.0,-,84.0,-94.463,-101.599,-,-,-,-,-,-,1290134479.0,9763.0,9246.14692723407,516,10,good,1,747,10-18,NLOS
600,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47928.0,-,7884.0,10880.0,6536.0,-,100.0,-94.428,-101.431,-,-,-,-,-,-,3023759249.0,9796.0,9246.14692723407,549,10,good,1,748,10-18,NLOS
601,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1464.0,47876.0,-,1214.0,9329.0,11770.0,-,84.0,-94.87,-101.51,-,-,-,-,-,-,2504408519.0,9815.0,9246.14692723407,568,10,good,1,748,10-18,NLOS
602,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1466.0,47590.0,-,4715.0,11286.0,8780.0,-,108.0,-94.654,-101.491,-,-,-,-,-,-,1964618456.0,9749.0,9246.14692723407,502,10,good,1,743,10-18,NLOS
603,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1467.0,47542.0,-,7262.0,11872.0,7459.0,-,84.0,-94.598,-101.898,-,-,-,-,-,-,3324094735.0,9796.0,9246.14692723407,549,10,good,1,742,10-18,NLOS
604,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47821.0,-,1681.0,9805.0,9849.0,-,88.0,-94.451,-102.865,-,-,-,-,-,-,2943418850.0,9735.0,9246.14692723407,488,10,good,1,747,10-18,NLOS
605,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1465.0,47702.0,-,2926.0,10733.0,10085.0,-,88.0,-94.788,-101.474,-,-,-,-,-,-,3990925420.0,9749.0,9246.14692723407,502,10,good,1,745,10-18,NLOS
606,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1466.0,47802.0,-,8344.0,10771.0,6403.0,-,100.0,-94.764,-101.49,-,-,-,-,-,-,1975617543.0,9768.0,9246.14692723407,521,10,good,1,746,10-18,NLOS
607,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1467.0,47553.0,-,663.0,8629.0,12340.0,-,92.0,-94.867,-101.495,-,-,-,-,-,-,1905577732.0,9787.0,9246.14692723407,540,10,good,1,743,10-18,NLOS
608,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1464.0,47956.0,-,2976.0,10026.0,8684.0,-,88.0,-94.202,-102.615,-,-,-,-,-,-,3632882535.0,9763.0,9246.14692723407,516,10,good,1,749,10-18,NLOS
609,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,6100,256,1794,18.0,-,1467.0,47982.0,-,5691.0,11406.0,8090.0,-,92.0,-94.396,-101.509,-,-,-,-,-,-,4066896213.0,9772.0,9246.14692723407,525,10,good,1,749,10-18,NLOS
610,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,8310,7280,2546,20.0,-,279.0,47875.0,-,7654.0,17093.0,17163.0,-,32.0,-81.69800000000001,-82.445,-,-,-,-,-,-,1888600818.0,5099.0,5194.545697171217,-95,10,good,1,748,10-20,LOS
611,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,8310,7280,2546,20.0,-,277.0,47876.0,-,8291.0,17050.0,16914.0,-,36.0,-81.718,-82.509,-,-,-,-,-,-,3444762371.0,5109.0,5194.545697171217,-85,10,good,1,748,10-20,LOS
612,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,8310,7280,2546,20.0,-,315.0,47771.0,-,13512.0,19760.0,15089.0,-,36.0,-81.34,-82.32799999999999,-,-,-,-,-,-,1033912672.0,5095.0,5194.545697171217,-99,10,good,1,746,10-20,LOS
613,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,8310,7280,2546,20.0,-,263.0,47907.0,-,14104.0,16833.0,12767.0,-,32.0,-81.807,-82.958,-,-,-,-,-,-,748192990.0,5104.0,5194.545697171217,-90,10,good,1,748,10-20,LOS
614,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,8310,7280,2546,20.0,-,284.0,47667.0,-,16005.0,18299.0,11913.0,-,36.0,-81.725,-82.844,-,-,-,-,-,-,1128139713.0,5095.0,5194.545697171217,-99,10,good,1,744,10-20,LOS
615,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,8310,7280,2546,20.0,-,302.0,47661.0,-,16043.0,19045.0,13213.0,-,32.0,-81.583,-82.661,-,-,-,-,-,-,3367937997.0,5071.0,5194.545697171217,-123,10,good,1,744,10-20,LOS
616,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,8310,7280,2546,20.0,-,264.0,47655.0,-,13985.0,16701.0,12188.0,-,40.0,-81.641,-82.773,-,-,-,-,-,-,1487287761.0,5076.0,5194.545697171217,-118,10,good,1,744,10-20,LOS
617,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,8310,7280,2546,20.0,-,263.0,47713.0,-,13817.0,16854.0,12978.0,-,36.0,-81.829,-82.945,-,-,-,-,-,-,1941546409.0,5095.0,5194.545697171217,-99,10,good,1,745,10-20,LOS
618,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,8310,7280,2546,20.0,-,319.0,47879.0,-,8620.0,19396.0,18325.0,-,40.0,-81.373,-82.14,-,-,-,-,-,-,1508401904.0,5104.0,5194.545697171217,-90,10,good,1,748,10-20,LOS
619,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,8310,7280,2546,20.0,-,270.0,47772.0,-,13140.0,17768.0,14308.0,-,32.0,-81.915,-81.04,-,-,-,-,-,-,2466051944.0,5067.0,5194.545697171217,-127,10,good,1,746,10-20,LOS
620,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,8310,7280,2546,20.0,-,336.0,47809.0,-,9904.0,19459.0,19543.0,-,32.0,-81.429,-82.071,-,-,-,-,-,-,1726903082.0,5071.0,5194.545697171217,-123,10,good,1,747,10-20,LOS
621,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,8310,7280,2546,20.0,-,322.0,47793.0,-,17321.0,19722.0,13123.0,-,32.0,-81.475,-82.45299999999999,-,-,-,-,-,-,2247478107.0,5104.0,5194.545697171217,-90,10,good,1,746,10-20,LOS
622,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,8310,7280,2546,20.0,-,286.0,47814.0,-,13804.0,18879.0,17015.0,-,32.0,-80.354,-81.357,-,-,-,-,-,-,55148325.0,5090.0,5194.545697171217,-104,10,good,1,747,10-20,LOS
623,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,8310,7280,2546,20.0,-,323.0,47673.0,-,16648.0,19655.0,12392.0,-,36.0,-81.193,-82.198,-,-,-,-,-,-,1269032398.0,5118.0,5194.545697171217,-76,10,good,1,744,10-20,LOS
624,1,110,1536,64,default,-,-,-,-,spline,spline,13259,6100,1498,8310,7280,2546,20.0,-,270.0,47632.0,-,11634.0,17365.0,15619.0,-,32.0,-81.934,-82.963,-,-,-,-,-,-,3231090658.0,5057.0,5194.545697171217,-137,10,good,1,744,10-20,LOS
