,real_rng,rng,rssi,fp_idx,fp_power,fp_amp1,fp_amp2,fp_amp3,std_noise,pacc_cnt,condition,location_from,location_to,msid,bias,rng_wo_bias,error,error_nobias,env
393,4.974,5.055,-80.888,745,-94.563,464,1519,1674,32,101,nlos,lz,lz,8,-0.025433074572487335,5.080433074572487,0.10643307457248685,0.08099999999999952,lzlz
398,4.974,5.051,-80.888,744,-95.152,687,1305,1573,32,101,nlos,lz,lz,8,-0.025497357509345342,5.0764973575093455,0.1024973575093453,0.07699999999999996,lzlz
399,4.974,5.043,-80.748,748,-95.136,947,1630,1055,32,101,nlos,lz,lz,8,-0.025626064402539228,5.068626064402539,0.09462606440253918,0.06899999999999995,lzlz
405,4.974,5.08,-80.792,750,-94.976,72,1595,1514,32,101,nlos,lz,lz,8,-0.025032368145923023,5.105032368145923,0.1310323681459229,0.10599999999999987,lzlz
408,4.974,5.053,-80.708,746,-95.585,364,1607,1222,32,101,nlos,lz,lz,8,-0.025465210169675068,5.078465210169675,0.1044652101696748,0.07899999999999974,lzlz
409,4.974,5.039,-80.668,746,-96.281,759,955,1448,32,101,nlos,lz,lz,8,-0.02569048844671684,5.0646904884467165,0.09069048844671634,0.0649999999999995,lzlz
411,4.974,5.094,-80.743,746,-95.256,687,1671,1129,32,101,nlos,lz,lz,8,-0.024808769616011972,5.118808769616012,0.14480876961601208,0.1200000000000001,lzlz
413,4.974,4.975,-80.77,743,-97.136,774,1315,785,32,101,nlos,lz,lz,8,-0.02672771197680035,5.0017277119768,0.027727711976799796,0.0009999999999994458,lzlz
416,4.974,4.977,-80.468,747,-94.81,1750,1020,963,32,101,nlos,lz,lz,8,-0.026695114339419845,5.00369511433942,0.02969511433941996,0.0030000000000001137,lzlz
417,4.974,5.03,-80.774,746,-95.422,1290,1197,1128,40,101,nlos,lz,lz,8,-0.025835614909087923,5.055835614909088,0.08183561490908797,0.05600000000000005,lzlz
418,4.974,5.052,-80.906,743,-95.715,770,1592,978,32,101,nlos,lz,lz,8,-0.025481282371357494,5.077481282371357,0.1034812823713569,0.0779999999999994,lzlz
419,4.974,5.065,-80.999,747,-94.424,978,1848,1061,32,101,nlos,lz,lz,8,-0.02527257253190829,5.090272572531909,0.11627257253190848,0.09100000000000019,lzlz
420,4.974,5.065,-80.929,746,-95.291,771,1282,1505,28,101,nlos,lz,lz,8,-0.02527257253190829,5.090272572531909,0.11627257253190848,0.09100000000000019,lzlz
422,4.974,5.052,-80.999,745,-94.625,474,1579,1591,32,101,nlos,lz,lz,8,-0.025481282371357494,5.077481282371357,0.1034812823713569,0.0779999999999994,lzlz
424,4.974,5.052,-80.712,744,-94.816,676,1760,1212,36,101,nlos,lz,lz,8,-0.025481282371357494,5.077481282371357,0.1034812823713569,0.0779999999999994,lzlz
425,4.974,5.08,-80.815,746,-94.785,449,1713,1387,32,101,nlos,lz,lz,8,-0.025032368145923023,5.105032368145923,0.1310323681459229,0.10599999999999987,lzlz
426,4.974,5.051,-80.99,750,-95.144,371,1654,1336,32,101,nlos,lz,lz,8,-0.025497357509345342,5.0764973575093455,0.1024973575093453,0.07699999999999996,lzlz
428,4.974,5.053,-80.686,744,-95.101,755,1695,1123,32,101,nlos,lz,lz,8,-0.025465210169675068,5.078465210169675,0.1044652101696748,0.07899999999999974,lzlz
429,4.974,5.076,-80.757,747,-95.643,655,1181,1526,32,101,nlos,lz,lz,8,-0.02509635837622959,5.101096358376229,0.127096358376229,0.10199999999999942,lzlz
430,4.974,5.043,-80.806,748,-94.599,793,1340,1690,32,101,nlos,lz,lz,8,-0.025626064402539228,5.068626064402539,0.09462606440253918,0.06899999999999995,lzlz
431,4.974,5.052,-80.888,747,-95.089,688,1690,1178,36,101,nlos,lz,lz,8,-0.025481282371357494,5.077481282371357,0.1034812823713569,0.0779999999999994,lzlz
432,4.974,5.065,-80.712,749,-95.245,761,1694,1050,32,101,nlos,lz,lz,8,-0.02527257253190829,5.090272572531909,0.11627257253190848,0.09100000000000019,lzlz
433,4.974,5.039,-80.638,743,-95.796,601,1557,1106,32,101,nlos,lz,lz,8,-0.02569048844671684,5.0646904884467165,0.09069048844671634,0.0649999999999995,lzlz
436,4.974,4.975,-80.774,747,-96.336,1011,1351,832,36,101,nlos,lz,lz,8,-0.02672771197680035,5.0017277119768,0.027727711976799796,0.0009999999999994458,lzlz
437,4.974,5.051,-80.833,748,-94.296,1085,1220,1731,36,101,nlos,lz,lz,8,-0.025497357509345342,5.0764973575093455,0.1024973575093453,0.07699999999999996,lzlz
439,4.974,5.076,-80.634,750,-94.236,806,1748,1427,28,101,nlos,lz,lz,8,-0.02509635837622959,5.101096358376229,0.127096358376229,0.10199999999999942,lzlz
440,4.974,5.057,-80.792,748,-94.257,1072,1721,1266,40,101,nlos,lz,lz,8,-0.02540095071229409,5.0824009507122945,0.10840095071229428,0.08300000000000018,lzlz
491,5.608,6.419,-88.53,739,-97.558,829,1156,805,24,101,nlos,esl,hw,10,-0.005981504607942334,6.424981504607942,0.8169815046079423,0.8109999999999999,eslhw
493,5.608,6.378,-88.639,746,-96.776,866,1271,913,28,101,nlos,esl,hw,10,-0.006501445366332348,6.3845014453663325,0.7765014453663328,0.7700000000000005,eslhw
495,5.608,6.382,-88.721,739,-97.965,842,1079,748,24,101,nlos,esl,hw,10,-0.006450560310928388,6.388450560310928,0.7804505603109284,0.774,eslhw
496,5.608,6.486,-88.503,747,-97.081,868,1223,856,24,101,nlos,esl,hw,10,-0.0051395646731817735,6.4911395646731815,0.8831395646731819,0.8780000000000001,eslhw
497,5.608,6.458,-88.452,740,-96.84,667,1219,1105,24,101,nlos,esl,hw,10,-0.005490262233555754,6.463490262233556,0.8554902622335563,0.8500000000000005,eslhw
500,5.608,6.415,-88.665,747,-97.436,840,1174,815,20,101,nlos,esl,hw,10,-0.006032071803775629,6.421032071803776,0.813032071803776,0.8070000000000004,eslhw
502,5.608,6.415,-89.037,738,-98.365,326,931,1116,24,101,nlos,esl,hw,10,-0.006032071803775629,6.421032071803776,0.813032071803776,0.8070000000000004,eslhw
503,5.608,6.437,-89.068,736,-97.089,948,1226,758,24,101,nlos,esl,hw,10,-0.005754375054785932,6.442754375054786,0.8347543750547866,0.8290000000000006,eslhw
507,5.608,6.402,-89.037,737,-97.712,561,1109,1017,20,101,nlos,esl,hw,10,-0.0061966517860607695,6.408196651786061,0.8001966517860613,0.7940000000000005,eslhw
509,5.608,6.452,-88.452,743,-98.083,950,1037,624,20,101,nlos,esl,hw,10,-0.00556562749095324,6.457565627490953,0.8495656274909535,0.8440000000000003,eslhw
510,5.608,6.435,-88.861,742,-97.339,706,1195,940,24,101,nlos,esl,hw,10,-0.005779577555351523,6.440779577555351,0.8327795775553515,0.827,eslhw
511,5.608,6.428,-88.452,739,-97.54,493,1094,1115,24,101,nlos,esl,hw,10,-0.005867853428535241,6.433867853428535,0.8258678534285355,0.8200000000000003,eslhw
513,5.608,6.422,-88.296,749,-97.159,671,1181,1041,20,101,nlos,esl,hw,10,-0.005943601659128994,6.427943601659129,0.819943601659129,0.8140000000000001,eslhw
514,5.608,6.458,-88.665,738,-97.444,741,1151,932,20,101,nlos,esl,hw,10,-0.005490262233555754,6.463490262233556,0.8554902622335563,0.8500000000000005,eslhw
519,5.608,6.437,-88.611,743,-97.563,500,1079,1120,20,101,nlos,esl,hw,10,-0.005754375054785932,6.442754375054786,0.8347543750547866,0.8290000000000006,eslhw
521,5.608,6.417,-88.806,741,-98.409,506,984,986,24,101,nlos,esl,hw,10,-0.006006783928426351,6.423006783928426,0.8150067839284265,0.8090000000000002,eslhw
523,5.608,6.419,-88.692,742,-97.185,572,1157,1116,20,101,nlos,esl,hw,10,-0.005981504607942334,6.424981504607942,0.8169815046079423,0.8109999999999999,eslhw
525,5.608,6.438,-88.832,739,-97.685,590,1085,1034,20,101,nlos,esl,hw,10,-0.005741776998341663,6.443741776998341,0.8357417769983417,0.8300000000000001,eslhw
526,5.608,6.428,-88.53,744,-97.614,544,1086,1078,20,101,nlos,esl,hw,10,-0.005867853428535241,6.433867853428535,0.8258678534285355,0.8200000000000003,eslhw
527,5.608,6.402,-88.721,745,-97.463,779,1193,837,24,101,nlos,esl,hw,10,-0.0061966517860607695,6.408196651786061,0.8001966517860613,0.7940000000000005,eslhw
528,5.608,6.422,-88.806,740,-98.501,422,946,1038,28,101,nlos,esl,hw,10,-0.005943601659128994,6.427943601659129,0.819943601659129,0.8140000000000001,eslhw
529,5.608,6.415,-88.124,741,-96.806,658,1267,1067,20,101,nlos,esl,hw,10,-0.006032071803775629,6.421032071803776,0.813032071803776,0.8070000000000004,eslhw
530,5.608,6.438,-88.53,745,-97.257,486,1106,1185,24,101,nlos,esl,hw,10,-0.005741776998341663,6.443741776998341,0.8357417769983417,0.8300000000000001,eslhw
532,5.608,6.417,-88.692,747,-97.445,1011,1104,708,20,101,nlos,esl,hw,10,-0.006006783928426351,6.423006783928426,0.8150067839284265,0.8090000000000002,eslhw
533,5.608,6.435,-88.503,740,-98.245,804,1085,676,24,101,nlos,esl,hw,10,-0.005779577555351523,6.440779577555351,0.8327795775553515,0.827,eslhw
534,5.608,6.452,-88.721,743,-97.358,675,1183,971,20,101,nlos,esl,hw,10,-0.00556562749095324,6.457565627490953,0.8495656274909535,0.8440000000000003,eslhw
537,5.608,6.382,-88.806,738,-98.971,477,924,921,24,101,nlos,esl,hw,10,-0.006450560310928388,6.388450560310928,0.7804505603109284,0.774,eslhw
538,5.608,6.415,-89.098,739,-97.042,775,1227,950,24,101,nlos,esl,hw,10,-0.006032071803775629,6.421032071803776,0.813032071803776,0.8070000000000004,eslhw
539,5.702,5.934,-80.748,742,-99.749,506,801,846,28,101,nlos,lz,lz,11,-0.012371646373929401,5.94637164637393,0.2443716463739296,0.2320000000000002,lzlz
541,5.702,5.95,-80.616,749,-98.622,536,869,1024,32,101,nlos,lz,lz,11,-0.012152209703848449,5.962152209703849,0.26015220970384867,0.24800000000000022,lzlz
542,5.702,5.953,-80.582,747,-98.067,624,921,1067,36,101,nlos,lz,lz,11,-0.012111133229990578,5.965111133229991,0.2631111332299909,0.25100000000000033,lzlz
543,5.702,5.942,-80.531,745,-97.967,799,986,906,32,101,nlos,lz,lz,11,-0.012261851733543772,5.954261851733544,0.252261851733544,0.2400000000000002,lzlz
544,5.702,5.952,-80.548,744,-97.937,884,808,1007,32,101,nlos,lz,lz,11,-0.0121248230087323,5.964124823008732,0.2621248230087323,0.25,lzlz
548,5.702,5.911,-80.686,745,-99.583,619,806,802,28,101,nlos,lz,lz,11,-0.01268815861907946,5.923688158619079,0.2216881586190791,0.20899999999999963,lzlz
549,5.702,5.94,-80.472,746,-99.262,676,979,624,36,101,nlos,lz,lz,11,-0.012289286075339412,5.95228928607534,0.25028928607533985,0.23800000000000043,lzlz
551,5.702,5.934,-80.651,749,-98.595,836,697,959,32,101,nlos,lz,lz,11,-0.012371646373929401,5.94637164637393,0.2443716463739296,0.2320000000000002,lzlz
554,5.702,5.913,-80.699,745,-98.833,831,763,848,32,101,nlos,lz,lz,11,-0.012660585476062636,5.925660585476063,0.22366058547606293,0.2110000000000003,lzlz
555,5.702,5.926,-80.502,746,-99.307,631,949,698,32,101,nlos,lz,lz,11,-0.012481593908061583,5.938481593908062,0.23648159390806178,0.2240000000000002,lzlz
557,5.702,5.936,-80.668,745,-98.878,749,792,885,32,101,nlos,lz,lz,11,-0.01234418339110821,5.948344183391108,0.2463441833911082,0.23399999999999999,lzlz
558,5.702,5.913,-80.591,745,-99.896,509,724,881,28,101,nlos,lz,lz,11,-0.012660585476062636,5.925660585476063,0.22366058547606293,0.2110000000000003,lzlz
559,5.702,5.921,-80.621,743,-99.405,669,970,598,32,101,nlos,lz,lz,11,-0.012550388884276842,5.933550388884277,0.23155038888427715,0.2190000000000003,lzlz
561,5.702,5.929,-80.888,742,-98.09,841,919,901,32,101,nlos,lz,lz,11,-0.012440345647531714,5.941440345647532,0.23944034564753203,0.2270000000000003,lzlz
563,5.702,5.882,-80.856,746,-99.56,562,769,882,32,101,nlos,lz,lz,11,-0.013089051029488985,5.895089051029489,0.1930890510294887,0.17999999999999972,lzlz
564,5.702,5.948,-80.73,742,-98.602,633,1004,832,32,101,nlos,lz,lz,11,-0.012179605919478753,5.960179605919479,0.2581796059194792,0.24600000000000044,lzlz
566,5.702,5.948,-80.548,745,-98.109,780,1069,776,28,101,nlos,lz,lz,11,-0.012179605919478753,5.960179605919479,0.2581796059194792,0.24600000000000044,lzlz
568,5.702,5.957,-80.599,744,-98.145,616,953,1023,32,101,nlos,lz,lz,11,-0.012056397894268045,5.969056397894268,0.26705639789426794,0.2549999999999999,lzlz
569,5.702,5.95,-80.901,746,-98.964,604,911,859,36,101,nlos,lz,lz,11,-0.012152209703848449,5.962152209703849,0.26015220970384867,0.24800000000000022,lzlz
571,5.702,5.957,-80.46,745,-98.811,578,855,968,32,101,nlos,lz,lz,11,-0.012056397894268045,5.969056397894268,0.26705639789426794,0.2549999999999999,lzlz
573,5.702,5.926,-80.792,747,-97.391,865,1003,1011,32,101,nlos,lz,lz,11,-0.012481593908061583,5.938481593908062,0.23648159390806178,0.2240000000000002,lzlz
574,5.702,5.929,-80.774,747,-98.074,838,729,1067,28,101,nlos,lz,lz,11,-0.012440345647531714,5.941440345647532,0.23944034564753203,0.2270000000000003,lzlz
576,5.702,5.882,-80.757,746,-98.711,851,690,921,28,101,nlos,lz,lz,11,-0.013089051029488985,5.895089051029489,0.1930890510294887,0.17999999999999972,lzlz
577,5.702,5.95,-80.586,744,-98.795,690,1020,702,28,101,nlos,lz,lz,11,-0.012152209703848449,5.962152209703849,0.26015220970384867,0.24800000000000022,lzlz
578,5.702,5.953,-80.435,747,-98.691,724,827,922,28,101,nlos,lz,lz,11,-0.012111133229990578,5.965111133229991,0.2631111332299909,0.25100000000000033,lzlz
579,5.702,5.97,-80.677,744,-98.259,829,1057,685,28,101,nlos,lz,lz,11,-0.011878770449336606,5.981878770449336,0.2798787704493364,0.2679999999999998,lzlz
581,5.702,5.945,-80.531,749,-96.733,1029,1044,1040,32,101,nlos,lz,lz,11,-0.012220718103525208,5.9572207181035255,0.25522071810352553,0.24300000000000033,lzlz
582,5.702,5.921,-80.582,744,-98.271,873,836,898,32,101,nlos,lz,lz,11,-0.012550388884276842,5.933550388884277,0.23155038888427715,0.2190000000000003,lzlz
583,5.702,5.939,-80.664,739,-98.652,644,1066,725,32,101,nlos,lz,lz,11,-0.012303006824430973,5.951303006824431,0.24930300682443107,0.2370000000000001,lzlz
585,5.702,5.963,-80.851,745,-99.209,621,896,799,28,101,nlos,lz,lz,11,-0.011974366167922135,5.974974366167922,0.27297436616792226,0.2610000000000001,lzlz
586,5.702,5.913,-80.943,738,-98.397,707,1072,744,36,101,nlos,lz,lz,11,-0.012660585476062636,5.925660585476063,0.22366058547606293,0.2110000000000003,lzlz
590,11.435,12.091,-84.946,736,-102.372,549,598,472,24,101,nlos,1_hw,1_hw,12,0.041651395317426676,12.049348604682573,0.6143486046825721,0.6559999999999988,1_hw1_hw
595,11.435,12.1,-84.83,726,-102.854,545,601,362,20,101,nlos,1_hw,1_hw,12,0.04170022593313227,12.058299774066867,0.6232997740668669,0.6649999999999991,1_hw1_hw
596,11.435,12.101,-84.934,737,-103.996,434,536,362,24,101,nlos,1_hw,1_hw,12,0.04170564788165354,12.059294352118346,0.6242943521183459,0.6660000000000004,1_hw1_hw
598,11.435,12.108,-84.865,737,-104.136,485,494,329,24,101,nlos,1_hw,1_hw,12,0.041743580956855375,12.066256419043146,0.6312564190431456,0.673,1_hw1_hw
599,11.435,12.108,-85.124,739,-101.15,722,618,515,28,101,nlos,1_hw,1_hw,12,0.041743580956855375,12.066256419043146,0.6312564190431456,0.673,1_hw1_hw
604,11.435,12.091,-84.73,727,-103.381,408,521,511,24,101,nlos,1_hw,1_hw,12,0.041651395317426676,12.049348604682573,0.6143486046825721,0.6559999999999988,1_hw1_hw
606,11.435,12.151,-84.946,730,-103.192,594,417,451,24,101,nlos,1_hw,1_hw,12,0.04197581096779679,12.109024189032203,0.6740241890322025,0.7159999999999993,1_hw1_hw
607,11.435,12.044,-84.819,742,-102.884,482,596,443,20,101,nlos,1_hw,1_hw,12,0.041395420753322476,12.002604579246679,0.5676045792466784,0.609,1_hw1_hw
608,11.435,12.044,-84.819,745,-102.56,581,589,400,24,101,nlos,1_hw,1_hw,12,0.041395420753322476,12.002604579246679,0.5676045792466784,0.609,1_hw1_hw
609,11.435,12.105,-84.774,735,-103.417,517,547,356,20,101,nlos,1_hw,1_hw,12,0.04172732833015047,12.06327267166985,0.6282726716698495,0.6699999999999999,1_hw1_hw
617,11.435,12.105,-85.064,741,-102.848,537,569,422,28,101,nlos,1_hw,1_hw,12,0.04172732833015047,12.06327267166985,0.6282726716698495,0.6699999999999999,1_hw1_hw
619,11.435,12.101,-85.174,730,-101.66,591,570,604,20,101,nlos,1_hw,1_hw,12,0.04170564788165354,12.059294352118346,0.6242943521183459,0.6660000000000004,1_hw1_hw
629,11.435,12.151,-84.865,746,-103.325,551,510,380,20,101,nlos,1_hw,1_hw,12,0.04197581096779679,12.109024189032203,0.6740241890322025,0.7159999999999993,1_hw1_hw
634,11.435,12.1,-84.719,733,-103.044,472,540,491,24,101,nlos,1_hw,1_hw,12,0.04170022593313227,12.058299774066867,0.6232997740668669,0.6649999999999991,1_hw1_hw
638,8.53,10.558,-82.145,744,-96.693,683,1329,1014,28,101,nlos,1_hw,1_hw,13,0.032389503668619035,10.525610496331382,1.9956104963313823,2.0280000000000005,1_hw1_hw
640,8.53,10.68,-81.843,743,-93.493,1984,626,1576,28,101,nlos,1_hw,1_hw,13,0.03320084600427897,10.64679915399572,2.1167991539957214,2.1500000000000004,1_hw1_hw
643,8.53,10.886,-81.809,746,-95.028,996,1380,1374,32,101,nlos,1_hw,1_hw,13,0.03453971582021609,10.851460284179783,2.321460284179784,2.356,1_hw1_hw
644,8.53,10.796,-81.854,743,-97.598,1399,668,494,24,101,nlos,1_hw,1_hw,13,0.03395951411625209,10.762040485883748,2.232040485883749,2.266,1_hw1_hw
648,8.53,10.858,-82.048,745,-93.781,1893,768,1484,24,101,nlos,1_hw,1_hw,13,0.03435998920636418,10.823640010793635,2.293640010793636,2.328000000000001,1_hw1_hw
649,8.53,10.908,-81.877,749,-93.682,1948,776,1458,28,101,nlos,1_hw,1_hw,13,0.03468043806271037,10.87331956193729,2.3433195619372906,2.378,1_hw1_hw
650,8.53,10.92,-81.877,748,-93.781,1843,753,1553,24,101,nlos,1_hw,1_hw,13,0.03475701396682229,10.885242986033177,2.3552429860331774,2.3900000000000006,1_hw1_hw
652,8.53,10.558,-81.901,747,-93.262,2093,662,1538,28,101,nlos,1_hw,1_hw,13,0.032389503668619035,10.525610496331382,1.9956104963313823,2.0280000000000005,1_hw1_hw
655,8.53,10.867,-81.82,743,-93.433,1948,837,1553,28,101,nlos,1_hw,1_hw,13,0.03441783505973017,10.83258216494027,2.3025821649402705,2.3370000000000015,1_hw1_hw
656,8.53,10.85,-82.084,746,-95.991,821,1295,1217,28,101,nlos,1_hw,1_hw,13,0.03430850963817633,10.815691490361823,2.285691490361824,2.3200000000000003,1_hw1_hw
658,8.53,10.862,-81.832,748,-94.723,1405,1121,1379,24,101,nlos,1_hw,1_hw,13,0.03438570744379099,10.827614292556209,2.2976142925562097,2.3320000000000007,1_hw1_hw
659,8.53,10.906,-82.018,748,-93.313,2072,730,1508,28,101,nlos,1_hw,1_hw,13,0.03466766295748158,10.871332337042519,2.3413323370425196,2.3760000000000012,1_hw1_hw
660,8.53,10.873,-81.976,745,-100.141,1016,505,432,24,101,nlos,1_hw,1_hw,13,0.03445635862505636,10.838543641374944,2.3085436413749445,2.343,1_hw1_hw
662,8.53,10.779,-81.889,741,-97.47,1459,610,475,24,101,nlos,1_hw,1_hw,13,0.03384909893408139,10.74515090106592,2.21515090106592,2.2490000000000006,1_hw1_hw
663,8.53,11.127,-81.988,745,-98.455,1247,639,458,28,101,nlos,1_hw,1_hw,13,0.03605802881923115,11.090941971180769,2.5609419711807693,2.5970000000000013,1_hw1_hw
665,8.53,10.664,-81.849,745,-95.301,993,1362,1285,28,101,nlos,1_hw,1_hw,13,0.03309523091675004,10.63090476908325,2.1009047690832503,2.1340000000000003,1_hw1_hw
667,8.53,10.878,-82.006,744,-93.395,1987,723,1580,24,101,nlos,1_hw,1_hw,13,0.03448843697330428,10.843511563026695,2.3135115630266956,2.3480000000000008,1_hw1_hw
668,8.53,10.672,-81.798,748,-97.409,1441,640,528,24,101,nlos,1_hw,1_hw,13,0.03314806809722892,10.63885193190277,2.1088519319027714,2.1420000000000012,1_hw1_hw
669,8.53,10.825,-81.837,742,-95.684,751,1493,1149,24,101,nlos,1_hw,1_hw,13,0.03414726488794351,10.790852735112056,2.2608527351120564,2.295,1_hw1_hw
671,8.53,10.527,-81.814,745,-98.479,1270,573,469,28,101,nlos,1_hw,1_hw,13,0.03218111505429899,10.494818884945701,1.9648188849457018,1.9969999999999999,1_hw1_hw
672,8.53,10.655,-81.82,748,-98.297,1294,632,424,24,101,nlos,1_hw,1_hw,13,0.03303571813828299,10.621964281861716,2.091964281861717,2.125,1_hw1_hw
673,8.53,10.898,-81.832,743,-94.091,1745,828,1485,24,101,nlos,1_hw,1_hw,13,0.03461652690857164,10.863383473091428,2.3333834730914287,2.3680000000000003,1_hw1_hw
674,8.53,10.541,-81.775,745,-95.492,877,1433,1215,32,101,nlos,1_hw,1_hw,13,0.032275338718577906,10.508724661281423,1.978724661281424,2.011000000000001,1_hw1_hw
675,8.53,10.806,-81.826,746,-95.956,1025,1187,1185,28,101,nlos,1_hw,1_hw,13,0.034024341735220176,10.771975658264779,2.2419756582647796,2.276,1_hw1_hw
679,8.53,10.864,-81.883,740,-98.828,1222,494,507,28,101,nlos,1_hw,1_hw,13,0.03439856118004325,10.829601438819957,2.2996014388199573,2.3340000000000014,1_hw1_hw
681,8.53,10.663,-82.0,742,-97.779,1395,608,473,28,101,nlos,1_hw,1_hw,13,0.03308862209752128,10.629911377902479,2.0999113779024796,2.133000000000001,1_hw1_hw
682,8.53,10.533,-81.82,746,-99.589,1118,504,412,24,101,nlos,1_hw,1_hw,13,0.03222151938189466,10.500778480618106,1.9707784806181063,2.003,1_hw1_hw
683,8.53,10.649,-81.912,745,-98.013,1388,551,419,24,101,nlos,1_hw,1_hw,13,0.03299600116279322,10.616003998837206,2.0860039988372066,2.1189999999999998,1_hw1_hw
740,5.307,5.3,-79.812,744,-82.299,5225,6260,4816,44,101,los,tiln,tiln,15,-0.021583588314596724,5.3215835883145965,0.014583588314596163,-0.007000000000000561,tilntiln
748,5.307,5.3,-79.863,750,-82.576,5809,5977,3829,40,101,los,tiln,tiln,15,-0.021583588314596724,5.3215835883145965,0.014583588314596163,-0.007000000000000561,tilntiln
752,5.307,5.31,-79.991,750,-82.783,5866,5793,3501,40,101,los,tiln,tiln,15,-0.021430064758512835,5.331430064758512,0.02443006475851206,0.0029999999999992255,tilntiln
753,5.307,5.301,-79.727,747,-82.279,6120,6245,3693,48,101,los,tiln,tiln,15,-0.021568223502119288,5.3225682235021194,0.01556822350211906,-0.006000000000000227,tilntiln
758,5.307,5.317,-79.863,746,-82.393,5691,6226,4076,44,101,los,tiln,tiln,15,-0.02132276277070666,5.338322762770707,0.03132276277070645,0.009999999999999787,tilntiln
759,5.307,5.31,-79.633,748,-82.039,6010,6398,4261,48,101,los,tiln,tiln,15,-0.021430064758512835,5.331430064758512,0.02443006475851206,0.0029999999999992255,tilntiln
761,5.307,5.271,-80.018,747,-82.842,5825,5773,3446,44,101,los,tiln,tiln,15,-0.022030375721565854,5.293030375721566,-0.013969624278434623,-0.036000000000000476,tilntiln
769,5.307,5.31,-79.77,749,-82.223,4514,6350,5528,44,101,los,tiln,tiln,15,-0.021430064758512835,5.331430064758512,0.02443006475851206,0.0029999999999992255,tilntiln
