,slot_ID_tag,model_tag,revision_tag,anchor_ID_tag,NPM_tag,RMoteclk_tag,Attenuation_tag,channel,bitrate,preamble,prf,distance_tag,txpower_tag,anchor_tag,antenna_delay_tag,fpindex_tag,ldethres_tag,rxtofs_tag,rxpower_tag,fppower_tag,ppampl_tag,ppindex_tag,rxpacc_tag,rxpacc_nosat_tag,fp_ampl1_tag,fp_ampl2_tag,fp_ampl3_tag,CIR_pwr_tag,CIR_noise_tag,rsmpdel_tag,rcphase_tag,DRX_CAR_INT_tag,OTP_temp_cal_tag,otp_temp_23_tag,sar_temp_l_tag,sar_bat_l_tag,pgdelaycount_tag,pgdelay_tag,LDE_RX_ANT_tag,RAWT1,RAWT4,RAWT5,T1,slot_ID_anchor,model_anchor,revision_anchor,anchor_ID_anchor,NPM_anchor,RMoteclk_anchor,Attenuation_anchor,distance_anchor,txpower_anchor,anchor_anchor,antenna_delay_anchor,fpindex_anchor,ldethres_anchor,rxtofs_anchor,rxpower_anchor,fppower_anchor,ppampl_anchor,ppindex_anchor,rxpacc_anchor,rxpacc_nosat_anchor,fp_ampl1_anchor,fp_ampl2_anchor,fp_ampl3_anchor,CIR_pwr_anchor,CIR_noise_anchor,rsmpdel_anchor,rcphase_anchor,DRX_CAR_INT_anchor,OTP_temp_cal_anchor,otp_temp_23_anchor,sar_temp_l_anchor,sar_bat_l_anchor,pgdelaycount_anchor,pgdelay_anchor,LDE_RX_ANT_anchor,RAWT2,RAWT3,RAWT6,T2,T3,T4,T5,T6,location_ID,loc_tag,fpi,tag_ID,anchor_ID,distance_UWB,distance_GT,error,NLOS
53,19300,3,0,3,"6d,",1046891,0,3,110,1024,64,,8b8b8b8b,,,749.872,1472,4.5656219242126e-06,-79.96600000000001,-81.297,27136,20997,269,1021,16727,17202,12419,27136,44,38,55,44302,255,128,126,177,0,16,22459,375404359680,388581356544,388950794752,375404376140,19083,3,0,3,"6d,",1049661,,10821,8b8b8b8b,1,16460,746.64,1540.0,-4.71580685593012e-06,-79.68,-81.568,37632.0,20486.0,294.0,1026.0,18059.0,18775.0,15791.0,11514.0,40.0,25.0,51.0,86446.0,255.0,124.0,123.0,166.0,272.0,16.0,35770,374802181120.0,387979048960,388348553728,374802165583,387979065420,388581341326,388950811212,388348538216,1,1-3,749,1,3,10821,10969.411424502228,-148.41142450222833,LOS
54,19301,3,0,3,"6d,",1046946,0,3,110,1024,64,,8b8b8b8b,,,745.576,1636,4.47551096518209e-06,-78.05,-81.945,17920,21766,276,1051,17025,17815,16874,17920,60,39,7,44280,255,128,126,177,0,16,33210,402670915072,415847784960,416217347584,402670931532,19084,3,0,3,"6d,",1049716,,10839,8b8b8b8b,1,16460,750.928,1528.0,-4.535584937869091e-06,-79.829,-81.277,46848.0,22021.0,279.0,1028.0,17942.0,18166.0,11383.0,10732.0,44.0,26.0,44.0,86424.0,255.0,124.0,123.0,166.0,272.0,16.0,5819,402068610560.0,415245351424,415614980608,402068595323,415245367884,415847769458,416217364044,415614965387,1,1-3,745,1,3,10839,10969.411424502228,-130.41142450222833,LOS
55,19302,3,0,3,"6d,",1047000,0,3,110,1024,64,,8b8b8b8b,,,749.832,1628,4.595658910556099e-06,-78.059,-81.995,18176,22534,284,1020,17676,18555,17284,18176,52,34,60,44217,255,128,126,177,0,16,3259,429937467904,443114400256,443483900928,429937484364,19085,3,0,3,"6d,",1049770,,10823,8b8b8b8b,1,16460,747.704,1480.0,-4.50554795152559e-06,-79.632,-81.468,50176.0,22789.0,277.0,1027.0,15764.0,17823.0,15458.0,10108.0,40.0,26.0,47.0,86542.0,255.0,124.0,123.0,166.0,272.0,16.0,38074,429335037952.0,442511841280,442881408512,429335022472,442511857740,443114384971,443483917388,442881393068,1,1-3,749,1,3,10823,10969.411424502228,-146.41142450222833,LOS
56,19303,3,0,3,"6d,",1047055,0,3,110,1024,64,,8b8b8b8b,,,744.52,1404,4.62569589689961e-06,-79.84100000000001,-81.142,6912,20997,272,1021,16606,15962,13770,6912,40,37,57,44367,255,128,126,177,0,16,57018,457204019200,470381018624,470750453760,457204035660,19086,3,0,3,"6d,",1049825,,10774,8b8b8b8b,1,16460,743.456,1392.0,-4.65573288324311e-06,-79.749,-81.192,56576.0,19205.0,265.0,1026.0,15084.0,16553.0,13780.0,9505.0,40.0,24.0,54.0,86552.0,255.0,124.0,123.0,166.0,272.0,16.0,60601,456601463808.0,469778333696,470147835904,456601448081,469778350156,470381003063,470750470220,470147820203,1,1-3,744,1,3,10774,10969.411424502228,-195.41142450222833,LOS
57,19304,3,0,3,"6d,",1047110,0,3,110,1024,64,,8b8b8b8b,,,748.768,1560,4.595658910556099e-06,-79.983,-81.598,4352,20998,268,1051,16205,17609,14277,4352,52,38,9,44255,255,128,126,177,0,16,19899,484470572544,497647444480,498017007104,484470589004,19087,3,0,3,"6d,",1049879,,10870,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,483867891200,,497044634112,497414263296,483867875753,497044650572,497647429173,498017023564,497414247894,1,1-3,748,1,3,10870,10969.411424502228,-99.41142450222833,LOS
58,19305,3,0,3,"6d,",1047164,0,3,110,1024,64,,8b8b8b8b,,,744.512,1456,4.71580685593012e-06,-79.908,-81.597,5888,18693,268,1020,16067,17271,14827,5888,40,34,60,44231,255,128,126,177,0,16,50106,511737127424,524914064384,525283560448,511737143884,19088,3,0,3,"6d,",1049934,,10796,8b8b8b8b,1,16460,743.48,1420.0,-4.62569589689961e-06,-79.84100000000001,-82.90299999999999,61440.0,19461.0,269.0,1027.0,16408.0,16568.0,11087.0,10004.0,44.0,27.0,45.0,86567.0,255.0,124.0,123.0,166.0,272.0,16.0,6329,511134320640.0,524311128064,524680691200,511134304956,524311144524,524914048795,525283576908,524680675536,1,1-3,744,1,3,10796,10969.411424502228,-173.41142450222833,LOS
59,19306,3,0,3,"6d,",1047219,0,3,110,1024,64,,8b8b8b8b,,,748.7760000000001,1488,4.62569589689961e-06,-78.044,-81.687,3584,22277,264,1021,15655,16534,15832,3584,52,35,62,44201,255,128,126,177,0,16,10171,539003682816,552180679680,552550117376,539003699276,19089,3,0,3,"6d,",1049989,,10812,8b8b8b8b,1,16460,748.768,1444.0,-4.5656219242126e-06,-79.678,-81.539,1536.0,21765.0,284.0,1026.0,17089.0,16405.0,17292.0,10740.0,40.0,25.0,50.0,86502.0,255.0,124.0,123.0,166.0,272.0,16.0,49595,538400750080.0,551577617920,551947122176,538400734658,551577634380,552180664346,552550133836,551947106776,1,1-3,748,1,3,10812,10969.411424502228,-157.41142450222833,LOS
60,19307,3,0,3,"6d,",1047273,0,3,110,1024,64,,8b8b8b8b,,,744.512,1560,4.47551096518209e-06,-79.88,-81.88,1536,22278,271,1051,16511,17102,16799,1536,56,35,17,44307,255,128,126,177,0,16,32698,566270232064,579447108096,579816670720,566270248524,19090,3,0,3,"6d,",1050043,,10772,8b8b8b8b,1,16460,744.52,1472.0,-4.50554795152559e-06,-79.758,-81.384,3328.0,21253.0,269.0,1028.0,15359.0,17283.0,14496.0,9813.0,44.0,24.0,46.0,86470.0,255.0,124.0,123.0,166.0,272.0,16.0,65466,565667173888.0,578843920384,579213550080,565667158209,578843936844,579447092498,579816687180,579213534414,1,1-3,744,1,3,10772,10969.411424502228,-197.41142450222833,LOS
61,19308,3,0,3,"6d,",1047328,0,3,110,1024,64,,8b8b8b8b,,,748.7760000000001,1432,4.71580685593012e-06,-78.05,-81.697,3328,20997,264,1020,15616,16491,15972,3328,44,35,59,44360,255,128,126,177,0,16,187,593536784896,606713723392,607083219968,593536801356,19091,3,0,3,"6d,",1050098,,10803,8b8b8b8b,1,16460,748.7760000000001,1432.0,-4.77588082861713e-06,-79.616,-81.458,6400.0,18437.0,270.0,1027.0,16126.0,17162.0,14438.0,9570.0,40.0,23.0,54.0,86478.0,255.0,124.0,123.0,166.0,272.0,16.0,65211,592933600768.0,606110410240,606479973376,592933585349,606110426700,606713708057,607083236428,606479957973,1,1-3,748,1,3,10803,10969.411424502228,-166.41142450222833,LOS
62,19309,3,0,3,"6d,",1047383,0,3,110,1024,64,,8b8b8b8b,,,744.512,1520,4.38540000615157e-06,-79.929,-81.757,5632,20741,273,1021,16972,17724,15285,5632,44,35,64,44186,255,128,126,177,0,16,19642,620803338240,633980341760,634349772800,620803354700,19092,3,0,3,"6d,",1050153,,10823,8b8b8b8b,1,16460,744.512,1540.0,-4.71580685593012e-06,-79.779,-81.965,768.0,22534.0,281.0,1026.0,16868.0,17993.0,17908.0,10760.0,48.0,28.0,44.0,86711.0,255.0,124.0,123.0,166.0,272.0,16.0,58554,620200028672.0,633376902656,633746400768,620200013015,633376919116,633980326178,634349789260,633746385108,1,1-3,744,1,3,10823,10969.411424502228,-146.41142450222833,LOS
63,19310,3,0,3,"6d,",1047437,0,3,110,1024,64,,8b8b8b8b,,,748.768,1676,4.8359548013041295e-06,-78.111,-81.907,4352,23558,281,1051,17715,18550,16081,4352,60,37,12,44247,255,128,126,177,0,16,13243,648069893120,661246769152,661616326144,648069909580,19093,3,0,3,"6d,",1050207,,10844,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,647466457600,,660643204608,661012828160,647466442182,660643221068,661246753837,661616342604,661012812754,1,1-3,748,1,3,10844,10969.411424502228,-125.41142450222833,LOS
64,19311,3,0,3,"6d,",1047492,0,3,110,1024,64,,8b8b8b8b,,,744.552,1528,4.47551096518209e-06,-79.971,-82.932,14848,20229,279,1020,17148,17814,10509,14848,44,34,62,44386,255,128,126,177,0,16,64698,675336444416,688513385472,688882879488,675336460876,19094,3,0,3,"6d,",1050262,,10803,8b8b8b8b,1,16460,743.488,1468.0,-4.535584937869091e-06,-79.686,-82.596,63488.0,19973.0,278.0,1027.0,16211.0,17173.0,10279.0,10310.0,44.0,22.0,54.0,86453.0,255.0,124.0,123.0,166.0,272.0,16.0,21433,674732883456.0,687909694976,688279256064,674732867740,687909711436,688513369918,688882895948,688279240368,1,1-3,744,1,3,10803,10969.411424502228,-166.41142450222833,LOS
65,19312,3,0,3,"6d,",1047546,0,3,110,1024,64,,8b8b8b8b,,,749.84,1592,4.535584937869091e-06,-78.05199999999999,-81.852,19968,18950,287,1021,17762,18470,16957,19968,48,35,63,44337,255,128,126,177,0,16,25275,702602997760,715780002816,716149432320,702603014220,19095,3,0,3,"6d,",1050316,,10785,8b8b8b8b,1,16460,747.704,1412.0,-4.5656219242126e-06,-79.689,-81.382,54272.0,20229.0,276.0,1026.0,16855.0,16408.0,15171.0,10169.0,40.0,25.0,51.0,86480.0,255.0,124.0,123.0,166.0,272.0,16.0,55226,701999310848.0,715176186880,715545682944,701999295376,715176203340,715779987546,716149448780,715545667468,1,1-3,749,1,3,10785,10969.411424502228,-184.41142450222833,LOS
66,19313,3,0,3,"6d,",1047601,0,3,110,1024,64,,8b8b8b8b,,,745.584,1524,4.47551096518209e-06,-79.953,-81.495,23808,22533,276,1051,17298,17460,14149,23808,48,36,15,44184,255,128,126,177,0,16,37562,729869552640,743046429184,743415985664,729869569100,19096,3,0,3,"6d,",1050371,,10790,8b8b8b8b,1,16460,750.936,1456.0,-4.77588082861713e-06,-79.792,-81.1,48128.0,18693.0,280.0,1028.0,17824.0,17995.0,10684.0,10716.0,36.0,27.0,39.0,86431.0,255.0,124.0,123.0,166.0,272.0,16.0,41147,729265739776.0,742442487296,742812110336,729265724552,742442503756,743046413681,743416002124,742812095094,1,1-3,745,1,3,10790,10969.411424502228,-179.41142450222833,LOS
68,19315,3,0,3,"6d,",1047710,0,3,110,1024,64,,8b8b8b8b,,,746.68,1644,4.47551096518209e-06,-78.199,-81.07300000000001,48640,21254,282,1021,18278,18087,10026,48640,56,34,67,44292,255,128,126,177,0,16,26298,784402657280,797579666432,797949091840,784402673740,19098,3,0,3,"6d,",1050480,,10800,8b8b8b8b,1,16460,749.8639999999999,1544.0,-4.74584384227362e-06,-79.73100000000001,-81.18,29440.0,22022.0,281.0,1026.0,17759.0,18012.0,11640.0,10642.0,48.0,27.0,47.0,86463.0,255.0,124.0,123.0,166.0,272.0,16.0,24507,783798593024.0,796975473152,797344965120,783798577727,796975489612,797579651010,797949108300,797344949802,1,1-3,746,1,3,10800,10969.411424502228,-169.41142450222833,LOS
70,19317,3,0,3,"6d,",1047820,0,3,110,1024,64,,8b8b8b8b,,,747.7439999999999,1616,4.62569589689961e-06,-78.184,-81.23100000000001,63488,22534,282,1020,18337,18261,10969,63488,52,33,64,44297,255,128,126,177,0,16,41402,838935765504,852112708096,852482200064,838935781964,19100,3,0,3,"6d,",1050589,,10770,8b8b8b8b,1,16460,748.808,1480.0,-4.535584937869091e-06,-79.67,-81.258,11264.0,20997.0,287.0,1027.0,18092.0,18267.0,12741.0,10948.0,36.0,26.0,44.0,86446.0,255.0,124.0,123.0,166.0,272.0,16.0,44219,838331449856.0,851508263424,851877821952,838331434480,851508279884,852112692724,852482216524,851877806571,1,1-3,747,1,3,10770,10969.411424502228,-199.41142450222833,LOS
71,19318,3,0,3,"6d,",1047874,0,3,110,1024,64,,8b8b8b8b,,,744.512,1512,4.65573288324311e-06,-79.918,-81.62899999999999,5632,20741,269,1021,16231,17232,15084,5632,48,35,61,44240,255,128,126,177,0,16,26554,866202316800,879379325952,879748751360,866202333260,19101,3,0,3,"6d,",1050644,,10820,8b8b8b8b,1,16460,744.52,1400.0,-4.445473978838581e-06,-79.848,-81.54,6912.0,19461.0,266.0,1026.0,16040.0,17104.0,14314.0,9797.0,36.0,24.0,52.0,86455.0,255.0,124.0,123.0,166.0,272.0,16.0,43194,865597875712.0,878774755328,879144247808,865597860047,878774771788,879379310370,879748767820,879144232147,1,1-3,744,1,3,10820,10969.411424502228,-149.41142450222833,LOS
72,19319,3,0,3,"6d,",1047929,0,3,110,1024,64,,8b8b8b8b,,,748.7760000000001,1532,4.50554795152559e-06,-78.139,-81.575,7168,23301,270,1051,16927,17176,14224,7168,52,37,12,44271,255,128,126,177,0,16,8123,893468872192,906645751808,907015306752,893468888652,19102,3,0,3,"6d,",1050699,,10794,8b8b8b8b,1,16460,747.7360000000001,1492.0,-4.65573288324311e-06,-79.738,-81.21300000000001,61696.0,22533.0,273.0,1028.0,17112.0,17585.0,11629.0,10061.0,44.0,27.0,39.0,86542.0,255.0,124.0,123.0,166.0,272.0,16.0,55482,892864305152.0,906041055744,906410677248,892864289725,906041072204,906645736504,907015323212,906410661809,1,1-3,748,1,3,10794,10969.411424502228,-175.41142450222833,LOS
73,19320,3,0,3,"6d,",1047983,0,3,110,1024,64,,8b8b8b8b,,,745.584,1444,4.41543699249508e-06,-79.91199999999999,-81.59100000000001,20224,18949,279,1020,17153,16875,16163,20224,40,35,60,44272,255,128,126,177,0,16,442,920735425024,933912369664,934281860096,920735441484,19103,3,0,3,"6d,",1050753,,10791,8b8b8b8b,1,16460,751.9680000000001,1468.0,-4.38540000615157e-06,-79.696,-81.33,55552.0,18949.0,273.0,1027.0,16237.0,17593.0,13574.0,9964.0,40.0,26.0,45.0,86420.0,255.0,124.0,123.0,166.0,272.0,16.0,28091,920130732032.0,933307547648,933677104640,920130716829,933307564108,933912354139,934281876556,933677089421,1,1-3,745,1,3,10791,10969.411424502228,-178.41142450222833,LOS
74,19321,3,0,3,"6d,",1048038,0,3,110,1024,64,,8b8b8b8b,,,749.84,1548,4.535584937869091e-06,-78.138,-81.777,23040,22790,275,1021,17411,17882,15135,23040,48,38,56,44206,255,128,126,177,0,16,955,948001984512,961178987008,961548410880,948002000972,19104,3,0,3,"6d,",1050808,,10831,8b8b8b8b,1,16460,746.68,1372.0,-4.5656219242126e-06,-79.545,-82.663,44288.0,18693.0,270.0,1026.0,16568.0,15644.0,10780.0,9413.0,36.0,25.0,49.0,86518.0,255.0,124.0,123.0,166.0,272.0,16.0,47290,947397166080.0,960574039552,960943529984,947397150569,960574056012,961178971774,961548427340,960943514492,1,1-3,749,1,3,10831,10969.411424502228,-138.41142450222833,LOS
75,19322,3,0,3,"6d,",1048093,0,3,110,1024,64,,8b8b8b8b,,,745.6080000000001,1516,4.5656219242126e-06,-79.883,-82.711,30464,23045,276,1051,16120,17325,10556,30464,48,35,17,44240,255,128,126,177,0,16,63674,975268531712,988445413376,988814964224,975268548172,19105,3,0,3,"6d,",1050863,,10816,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,974663587328,,987840339968,988209957376,974663572065,987840356428,988445397891,988814980684,988209942128,1,1-3,745,1,3,10816,10969.411424502228,-153.41142450222833,LOS
77,19324,3,0,3,"6d,",1048202,0,3,110,1024,64,,8b8b8b8b,,,746.672,1504,4.685769869586609e-06,-78.12899999999999,-81.708,41216,19973,275,1021,17709,17975,14205,41216,40,39,54,44357,255,128,126,177,0,16,11706,1029801635840,1042978652672,1043348070400,1029801652300,19107,3,0,3,"6d,",1050972,,10856,8b8b8b8b,1,16460,749.872,1388.0,-4.65573288324311e-06,-79.69,-81.137,26624.0,17925.0,273.0,1025.0,16939.0,16851.0,12395.0,9952.0,36.0,25.0,52.0,86527.0,255.0,124.0,123.0,166.0,272.0,16.0,11195,1029196440064.0,1042373327872,1042742812160,1029196424740,1042373344332,1042978637261,1043348086860,1042742796856,1,1-3,746,1,3,10856,10969.411424502228,-113.41142450222833,LOS
79,19326,3,0,3,"6d,",1048311,0,3,110,1024,64,,8b8b8b8b,,,747.7360000000001,1660,4.47551096518209e-06,-78.057,-81.587,58624,24070,277,1020,17634,18271,13512,58624,60,36,59,44383,255,128,126,177,0,16,58042,1084334742016,1097511692800,1097881181184,1084334758476,19109,3,0,3,"6d,",1051081,,10817,8b8b8b8b,1,16460,748.808,1412.0,-4.5656219242126e-06,-79.65899999999999,-82.905,15360.0,18437.0,271.0,1026.0,17215.0,16874.0,9783.0,9735.0,36.0,26.0,48.0,86615.0,255.0,124.0,123.0,166.0,272.0,16.0,16315,1083729294848.0,1096906116608,1097275671552,1083729279488,1096906133068,1097511677433,1097881197644,1097275656186,1,1-3,747,1,3,10817,10969.411424502228,-152.41142450222833,LOS
81,19328,3,0,3,"6d,",1048420,0,3,110,1024,64,,8b8b8b8b,,,748.768,1608,4.41543699249508e-06,-78.233,-81.934,4608,22022,273,1020,17381,17898,15752,4608,56,36,59,44264,255,128,126,177,0,16,58811,39356222976,52533172224,52902657536,39356239436,19111,3,0,3,"6d,",1051190,,10815,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,38750524416,,51927344640,52296896512,38750508988,51927361100,52533156902,52902673996,52296881101,1,1-3,748,1,3,10815,10969.411424502228,-154.41142450222833,LOS
82,19329,3,0,3,"6d,",1048475,0,3,110,1024,64,,8b8b8b8b,,,744.552,1508,4.5656219242126e-06,-79.969,-81.154,11008,20997,266,1021,16275,16812,11959,11008,52,37,59,44160,255,128,126,177,0,16,37818,66622773760,79799792128,80169212928,66622790220,19112,3,0,3,"6d,",1051245,,10806,8b8b8b8b,1,16460,743.488,1428.0,-4.535584937869091e-06,-79.80199999999999,-81.38600000000001,59392.0,19461.0,274.0,1025.0,17413.0,17506.0,12780.0,10286.0,36.0,26.0,51.0,86615.0,255.0,124.0,123.0,166.0,272.0,16.0,1465,66016949760.0,79193838592,79563326464,66016934060,79193855052,79799776583,80169229388,79563310760,1,1-3,744,1,3,10806,10969.411424502228,-163.41142450222833,LOS
83,19330,3,0,3,"6d,",1048530,0,3,110,1024,64,,8b8b8b8b,,,741.328,1472,4.41543699249508e-06,-79.96,-81.583,20224,19205,277,1051,16539,17005,16244,20224,44,35,16,44177,255,128,126,177,0,16,39865,93889327104,107066216448,107435761664,93889343564,19113,3,0,3,"6d,",1051300,,10781,8b8b8b8b,1,16460,747.704,1568.0,-4.71580685593012e-06,-79.694,-81.602,53760.0,20742.0,291.0,1027.0,17906.0,18677.0,15712.0,11316.0,44.0,24.0,49.0,86542.0,255.0,124.0,123.0,166.0,272.0,16.0,62138,93283377152.0,106460136960,106829749248,93283361670,106460153420,107066200667,107435778124,106829733769,1,1-3,741,1,3,10781,10969.411424502228,-188.41142450222833,LOS
84,19331,3,0,3,"6d,",1048584,0,3,110,1024,64,,8b8b8b8b,,,746.64,1500,4.77588082861713e-06,-79.998,-81.785,32768,20997,277,1020,16966,16526,17467,32768,44,34,62,44288,255,128,126,177,0,16,18106,121155880448,134332835840,134702315008,121155896908,19114,3,0,3,"6d,",1051354,,10813,8b8b8b8b,1,16460,750.936,1416.0,-4.5656219242126e-06,-79.663,-82.76799999999999,44800.0,19205.0,270.0,1026.0,15345.0,16927.0,11360.0,9673.0,40.0,24.0,51.0,86582.0,255.0,124.0,123.0,166.0,272.0,16.0,61883,120549804544.0,133726630912,134096176640,120549789283,133726647372,134332820356,134702331468,134096161390,1,1-3,746,1,3,10813,10969.411424502228,-156.41142450222833,LOS
86,19333,3,0,3,"6d,",1048693,0,3,110,1024,64,,8b8b8b8b,,,746.68,1492,4.5656219242126e-06,-79.906,-81.006,44800,20485,271,1051,17454,16341,11002,44800,44,37,14,44265,255,128,126,177,0,16,11962,175688988672,188865879552,189235421696,175689005132,19116,3,0,3,"6d,",1051463,,10772,8b8b8b8b,1,16460,749.8639999999999,1428.0,-4.47551096518209e-06,-79.62100000000001,-82.95200000000001,25600.0,20741.0,269.0,1027.0,15414.0,16556.0,12743.0,9510.0,44.0,24.0,48.0,86518.0,255.0,124.0,123.0,166.0,272.0,16.0,14011,175082661376.0,188259423232,188629031936,175082646040,188259439692,188865864139,189235438156,188629016597,1,1-3,746,1,3,10772,10969.411424502228,-197.41142450222833,LOS
88,19335,3,0,3,"6d,",1048803,0,3,110,1024,64,,8b8b8b8b,,,748.768,1580,4.685769869586609e-06,-78.057,-81.843,5120,20742,285,1021,17982,18730,15966,5120,44,36,61,44167,255,128,126,177,0,16,16059,230222095360,243399113216,243768531968,230222111820,19118,3,0,3,"6d,",1051573,,10805,8b8b8b8b,1,16460,748.7760000000001,1488.0,-4.595658910556099e-06,-79.767,-81.75,2048.0,19973.0,282.0,1025.0,16900.0,18007.0,16746.0,10808.0,40.0,27.0,47.0,86439.0,255.0,124.0,123.0,166.0,272.0,16.0,1211,229615516672.0,242792405504,243161890816,229615501268,242792421964,243399097896,243768548428,243161875398,1,1-3,748,1,3,10805,10969.411424502228,-164.41142450222833,LOS
89,19336,3,0,3,"6d,",1048857,0,3,110,1024,64,,8b8b8b8b,,,744.544,1600,4.50554795152559e-06,-79.82,-81.214,13056,22534,277,1051,17563,17790,11594,13056,56,38,12,44271,255,128,126,177,0,16,39866,257488648192,270665539072,271035081216,257488664652,19119,3,0,3,"6d,",1051627,,10862,8b8b8b8b,1,16460,743.488,1468.0,-4.535584937869091e-06,-79.892,-81.235,61184.0,19461.0,272.0,1027.0,16868.0,17623.0,11856.0,10349.0,40.0,23.0,51.0,86358.0,255.0,124.0,123.0,166.0,272.0,16.0,58553,256881944064.0,270058705408,270428314624,256881928347,270058721868,270665523543,271035097676,270428298928,1,1-3,744,1,3,10862,10969.411424502228,-107.41142450222833,LOS
90,19337,3,0,3,"6d,",1048912,0,3,110,1024,64,,8b8b8b8b,,,749.832,1608,4.595658910556099e-06,-78.205,-81.934,21504,23814,274,1020,17570,17979,15650,21504,56,37,56,44381,255,128,126,177,0,16,41659,284755199488,297932156928,298301634048,284755215948,19120,3,0,3,"6d,",1051682,,10833,8b8b8b8b,1,16460,747.712,1404.0,-4.74584384227362e-06,-79.509,-81.408,51712.0,18181.0,269.0,1026.0,15403.0,16618.0,15339.0,9267.0,40.0,22.0,56.0,86399.0,255.0,124.0,123.0,166.0,272.0,16.0,11194,284148369408.0,297325197824,297694741504,284148353902,297325214284,297932141680,298301650508,297694726027,1,1-3,749,1,3,10833,10969.411424502228,-136.41142450222833,LOS
91,19338,3,0,3,"6d,",1048967,0,3,110,1024,64,,8b8b8b8b,,,746.68,1472,4.41543699249508e-06,-79.893,-82.586,47616,18693,269,1025,17564,15230,8903,47616,40,36,72,44376,255,128,126,177,0,16,40122,312021752832,325211490816,325568187392,312021769292,19121,3,0,3,"6d,",1051736,,10775,8b8b8b8b,1,16460,750.904,1464.0,-4.47551096518209e-06,-79.702,-81.459,40192.0,22021.0,279.0,1022.0,17461.0,17632.0,14115.0,10421.0,40.0,25.0,62.0,86472.0,255.0,124.0,123.0,166.0,272.0,16.0,13755,311414796800.0,324604405760,324961168896,311414781529,324604422220,325211475406,325568203852,324961153614,1,1-3,746,1,3,10775,10969.411424502228,-194.41142450222833,LOS
93,19340,3,0,3,"6d,",1049076,0,3,110,1024,64,,8b8b8b8b,,,746.672,1568,4.62569589689961e-06,-79.918,-81.329,45568,20998,276,1051,17568,18051,11815,45568,48,38,10,44392,255,128,126,177,0,16,41146,366554861056,379731754496,380101296128,366554877516,19123,3,0,3,"6d,",1051846,,10802,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,365947653632,,379124418048,379494026240,365947638317,379124434508,379731739094,380101312588,379494010902,1,1-3,746,1,3,10802,10969.411424502228,-167.41142450222833,LOS
95,19342,3,0,3,"6d,",1049185,0,3,110,1024,64,,8b8b8b8b,,,747.7360000000001,1584,4.595658910556099e-06,-79.964,-81.495,58368,21254,275,1021,17269,18003,13266,58368,52,37,60,44310,255,128,126,177,0,16,30138,421087965696,434264991744,434634400256,421087982156,19125,3,0,3,"6d,",1051955,,10860,8b8b8b8b,1,16460,748.8,1424.0,-4.47551096518209e-06,-79.681,-81.083,13056.0,18693.0,274.0,1025.0,16993.0,17444.0,11307.0,10003.0,36.0,28.0,44.0,86486.0,255.0,124.0,123.0,166.0,272.0,16.0,25019,420480506880.0,433657403904,434026878976,420480491527,433657420364,434264976384,434634416716,434026863622,1,1-3,747,1,3,10860,10969.411424502228,-109.41142450222833,LOS
