fp_ampl1,fp_ampl2,fp_ampl3,std_noise,CIRpower,RXPACC,fpindex,RX_power,FP_power,Pd,Pr,estimated_range,distance_GT,error,label
4037,2190,4127,96,21401,1519,47362,-90.108,-109.441,19.333,1.214553647,4508,4704.247761,196.247761,1
1833,3602,3548,84,19224,1517,47311,-91.653,-110.252,18.599,1.202928437,4485,4704.247761,219.247761,1
1287,4037,2838,96,20426,1516,46570,-91.922,-111.797,19.875,1.216215922,4508,4704.247761,196.247761,1
987,3527,2628,80,17430,1453,47653,-91.602,-111.093,19.491,1.212779197,4494,4704.247761,210.247761,1
3914,2658,3740,96,19058,1517,47242,-91.616,-109.247,17.631,1.192444551,4522,4704.247761,182.247761,1
3139,2736,4104,92,20200,1516,46598,-91.874,-110.983,19.109,1.207991379,4490,4704.247761,214.247761,1
4115,2362,4162,88,19628,1518,46082,-91.738,-109.637,17.899,1.195109987,4546,4704.247761,158.247761,1
4353,1689,3891,92,19810,1517,46721,-91.784,-109.315,17.531,1.191002789,4536,4704.247761,168.247761,1
1333,3672,3234,92,19817,1518,46744,-91.78,-111.737,19.957,1.217443888,4471,4704.247761,233.247761,1
1420,3937,2655,88,19012,1518,46511,-91.599,-111.537,19.938,1.217666132,4466,4704.247761,238.247761,1
1363,3524,2998,96,18186,1517,46102,-91.412,-111.307,19.895,1.21764101,4480,4704.247761,224.247761,1
2325,3218,3635,80,15770,1521,45706,-92.77,-110.237,17.467,1.18828285,4485,4704.247761,219.247761,1
3484,2531,4058,84,18007,1517,47362,-91.369,-109.082,17.713,1.193862251,4504,4704.247761,200.247761,1
1922,3654,3535,84,20119,1516,46738,-91.857,-110.35,18.493,1.201323797,4471,4704.247761,233.247761,1
1480,3710,2663,92,19394,1516,46826,-91.697,-111.271,19.574,1.213463908,4527,4704.247761,177.247761,1
1248,4000,3241,88,20976,1516,47002,-90.038,-110.127,20.089,1.223116906,4447,4704.247761,257.247761,1
1832,3724,2511,92,15905,1516,45872,-92.836,-111.362,18.526,1.199556207,4522,4704.247761,182.247761,1
3316,2702,3777,80,19001,1518,46535,-91.597,-110.761,19.164,1.209220826,4452,4704.247761,252.247761,1
1152,4083,3140,92,20814,1516,47330,-90.004,-110.095,20.091,1.223223412,4508,4704.247761,196.247761,1
3465,2678,4017,80,19366,1516,46469,-91.691,-109.125,17.434,1.190138618,4485,4704.247761,219.247761,1
2375,3204,3687,84,12301,1516,45258,-93.72,-110.344,16.624,1.177379428,4471,4704.247761,233.247761,1
1627,3973,2394,88,16886,1516,46394,-91.096,-111.477,20.381,1.223731009,4480,4704.247761,224.247761,1
2178,3566,3605,88,19571,1517,46416,-91.731,-110.477,18.746,1.204358396,4499,4704.247761,205.247761,1
1495,3741,2894,80,18787,1517,46371,-91.553,-111.55,19.997,1.218419932,4490,4704.247761,214.247761,1
1918,3407,3280,92,19481,1516,46225,-91.717,-111.803,20.086,1.218999749,4494,4704.247761,210.247761,1
1700,3634,3474,92,19185,1517,46421,-91.645,-110.137,18.492,1.201778602,4499,4704.247761,205.247761,1
1458,3428,3129,84,19512,1517,46421,-91.718,-111.381,19.663,1.214385399,4480,4704.247761,224.247761,1
1754,3589,3614,96,17780,1516,46032,-91.32,-110.272,18.952,1.207533947,4485,4704.247761,219.247761,1
4177,2429,4119,88,18807,1515,46080,-91.57,-109.706,18.136,1.198056132,4518,4704.247761,186.247761,1
2571,3215,3654,80,17427,1516,46156,-91.233,-110.46,19.227,1.210746112,4457,4704.247761,247.247761,1
1227,3887,2736,88,19226,1516,46187,-91.66,-111.466,19.806,1.21608117,4504,4704.247761,200.247761,1
2490,3127,3762,76,13138,1517,45258,-92,-110.43,18.43,1.200326087,4461,4704.247761,243.247761,1
3854,2242,3810,84,18448,1515,47362,-91.486,-109.016,17.53,1.191614017,4527,4704.247761,177.247761,1
1413,4090,2659,96,20605,1518,46902,-91.949,-111.749,19.8,1.215336763,4518,4704.247761,186.247761,1
1230,4020,2539,92,16598,1517,45878,-91.015,-111.464,20.449,1.224677251,4499,4704.247761,205.247761,1
1647,3885,2204,96,18151,1516,46462,-91.41,-111.199,19.789,1.216486161,4522,4704.247761,182.247761,1
3466,2690,4016,84,20231,1514,47429,-91.892,-109.144,17.252,1.187742132,4527,4704.247761,177.247761,1
2916,2515,3459,80,17777,1453,47174,-91.688,-110.294,18.606,1.202927319,4513,4704.247761,191.247761,1
1553,3602,3021,76,16800,1454,47454,-91.436,-111.902,20.466,1.223828689,4466,4704.247761,238.247761,1
1223,3363,2882,84,15411,1454,47447,-91.062,-111.253,20.191,1.221728053,4452,4704.247761,252.247761,1
3708,2562,4151,88,18957,1515,47297,-91.604,-109.397,17.793,1.194238243,4508,4704.247761,196.247761,1
1432,4130,2682,88,18374,1518,46517,-91.451,-111.834,20.383,1.222884386,4499,4704.247761,205.247761,1
1103,4147,2907,84,18404,1518,46956,-91.458,-111.926,20.468,1.223796715,4485,4704.247761,219.247761,1
3882,1888,3866,92,18898,1454,47491,-91.947,-109.269,17.322,1.188391138,4532,4704.247761,172.247761,1
1437,4111,3094,80,18651,1515,45993,-91.533,-110.206,18.673,1.204002928,4480,4704.247761,224.247761,1
2524,3275,3738,84,17987,1518,46161,-91.359,-110.557,19.198,1.210138027,4504,4704.247761,200.247761,1
1146,3673,2682,84,16788,1517,46439,-91.065,-111.063,19.998,1.219601384,4518,4704.247761,186.247761,1
2223,3352,3352,92,21035,1517,46799,-90.044,-110.019,19.975,1.221835991,4466,4704.247761,238.247761,1
1273,3837,3041,80,18442,1515,46365,-91.484,-111.732,20.248,1.22132832,4461,4704.247761,243.247761,1
3257,2840,3962,96,21063,1516,46666,-90.056,-109.007,18.951,1.210435729,4518,4704.247761,186.247761,1
967,3834,3036,100,19797,1516,46370,-91.787,-111.599,19.812,1.21584756,4452,4704.247761,252.247761,1
2088,3353,3677,84,18366,1452,47115,-91.835,-110.662,18.827,1.205008984,4461,4704.247761,243.247761,1
3405,4476,3387,80,21546,1518,46373,-90.143,-109.979,19.836,1.220050364,4494,4704.247761,210.247761,1
1744,4248,2643,84,20427,1516,47031,-91.923,-110.128,18.205,1.198046191,4522,4704.247761,182.247761,1
2090,3333,3539,92,18586,1516,46346,-91.512,-110.117,18.605,1.20330667,4471,4704.247761,233.247761,1
1346,4309,2998,96,20099,1517,47340,-91.847,-110.318,18.471,1.201106187,4494,4704.247761,210.247761,1
2022,3982,2476,100,19387,1516,46710,-91.696,-111.808,20.112,1.21933345,4471,4704.247761,233.247761,1
1569,3687,3515,84,19634,1516,46161,-91.751,-110.18,18.429,1.200858846,4480,4704.247761,224.247761,1
1282,3684,2874,88,19514,1516,46565,-91.724,-111.352,19.628,1.213989795,4513,4704.247761,191.247761,1
2100,3445,3514,84,19696,1518,46092,-91.753,-110.202,18.449,1.201072444,4457,4704.247761,247.247761,1
3210,2994,3880,92,17946,1518,46216,-91.349,-110.99,19.641,1.215010564,4461,4704.247761,243.247761,1
1574,4134,2774,104,19010,1517,46450,-91.605,-111.995,20.39,1.222586103,4508,4704.247761,196.247761,1
1545,3939,3360,100,20006,1518,46680,-91.821,-110.287,18.466,1.201108679,4490,4704.247761,214.247761,1
3528,2659,4018,92,19099,1518,46209,-91.619,-109.156,17.537,1.191412262,4508,4704.247761,196.247761,1
1099,3429,3055,88,18235,1515,46492,-91.435,-111.134,19.699,1.215442664,4466,4704.247761,238.247761,1
1354,3811,2861,88,18468,1517,47333,-91.479,-111.539,20.06,1.2192853,4485,4704.247761,219.247761,1
1576,3878,3248,96,19565,1515,46621,-91.741,-110.134,18.393,1.200488331,4475,4704.247761,229.247761,1
3288,2795,4042,96,18618,1516,46020,-91.52,-109.081,17.561,1.191881556,4518,4704.247761,186.247761,1
1666,3798,3153,92,20562,1516,46811,-91.951,-111.982,20.031,1.217844287,4490,4704.247761,214.247761,1
1524,3939,2695,92,16794,1452,47216,-91.447,-110.017,18.57,1.203068444,4504,4704.247761,200.247761,1
2368,3294,3850,92,6743,1516,44748,-95.109,-110.598,15.489,1.16285525,4527,4704.247761,177.247761,1
2294,3786,3642,92,19829,1516,46416,-91.794,-110.812,19.018,1.207181297,4518,4704.247761,186.247761,1
1308,4035,2937,88,20399,1516,46378,-91.917,-111.897,19.98,1.217370019,4504,4704.247761,200.247761,1
1449,3928,3234,92,21947,1521,47258,-90.206,-110.087,19.881,1.220395539,4490,4704.247761,214.247761,1
4499,1928,4061,100,17615,1518,46401,-91.268,-109.703,18.435,1.201987553,4532,4704.247761,172.247761,1
1151,3726,2833,84,16943,1516,46307,-91.111,-111.307,20.196,1.221663685,4485,4704.247761,219.247761,1
1237,3742,2831,84,17698,1518,46307,-91.288,-111.353,20.065,1.219798878,4480,4704.247761,224.247761,1
1707,3442,2831,92,18818,1517,46621,-91.561,-111.215,19.654,1.214654711,4522,4704.247761,182.247761,1
2644,3270,4022,88,20961,1516,47302,-90.035,-110.942,20.907,1.232209696,4494,4704.247761,210.247761,1
1497,4040,2700,84,18574,1516,46514,-91.51,-111.771,20.261,1.221407496,4546,4704.247761,158.247761,1
2429,2945,3607,84,18648,1516,46538,-91.527,-110.052,18.525,1.202399292,4475,4704.247761,229.247761,1
1292,3935,3402,84,20717,1516,47379,-91.984,-110.228,18.244,1.198338842,4485,4704.247761,219.247761,1
1399,4142,2597,80,18071,1518,46262,-91.379,-111.76,20.381,1.223038116,4527,4704.247761,177.247761,1
1925,3620,3604,80,19419,1515,47376,-91.709,-110.393,18.684,1.203731368,4466,4704.247761,238.247761,1
4713,18587,14425,96,9983,1146,47905,-91.244,-95.678,4.434,1.048594976,13014,13186.76537,172.76537,0
1601,17927,17342,124,11686,1235,47632,-91.278,-95.383,4.105,1.044972502,13024,13186.76537,162.76537,0
9872,19205,11910,112,10875,1203,47799,-91.194,-95.494,4.3,1.047152225,13061,13186.76537,125.76537,0
4488,18019,12777,104,9824,1140,47658,-91.219,-95.181,3.962,1.043433934,13061,13186.76537,125.76537,0
12094,20300,12625,124,13234,1328,47670,-91.188,-95.355,4.167,1.045696802,13085,13186.76537,101.76537,0
4691,17964,13127,108,9379,1076,47784,-91.52,-95.758,4.238,1.046306818,13075,13186.76537,111.76537,0
5833,18809,12924,116,10902,1174,47597,-91.416,-95.308,3.892,1.042574604,13080,13186.76537,106.76537,0
4993,18444,20136,120,15181,1426,47878,-91.165,-95.045,3.88,1.042560193,13033,13186.76537,153.76537,0
6528,16816,11102,100,8404,1044,47792,-91.305,-95.405,4.1,1.044904441,13038,13186.76537,148.76537,0
1001,19368,18834,104,13492,1352,47824,-91.116,-95.278,4.162,1.045678037,13052,13186.76537,134.76537,0
4350,14793,17445,108,10096,1087,47752,-91.752,-95.876,4.124,1.044947249,13052,13186.76537,134.76537,0
962,17396,15546,104,10491,1154,47892,-91.399,-95.381,3.982,1.043567216,13010,13186.76537,176.76537,0
6593,13269,17311,116,9963,1070,47623,-91.831,-95.825,3.994,1.043492938,13071,13186.76537,115.76537,0
6012,20398,15719,108,13265,1371,47648,-92.921,-96.965,4.044,1.04352084,13014,13186.76537,172.76537,0
5921,17140,11625,104,8069,1011,47854,-91.408,-95.829,4.421,1.04836557,13080,13186.76537,106.76537,0
8287,11040,16831,112,9019,1019,47683,-91.823,-95.852,4.029,1.043877896,13071,13186.76537,115.76537,0
6144,17492,11732,108,8776,1089,47984,-91.127,-95.344,4.217,1.046276076,13038,13186.76537,148.76537,0
9028,10108,17729,100,9544,1095,47553,-91.444,-95.443,3.999,1.043731683,13071,13186.76537,115.76537,0
3043,18084,19371,104,14388,1413,47756,-91.012,-96.779,5.767,1.063365271,13024,13186.76537,162.76537,0
6816,11699,17951,108,9466,1110,47617,-91.29,-95.391,4.101,1.044922774,13080,13186.76537,106.76537,0
989,17889,18175,100,11491,1212,47821,-91.368,-95.727,4.359,1.047708169,13024,13186.76537,162.76537,0
887,19067,18135,104,12431,1282,47889,-91.222,-95.51,4.288,1.047006205,13052,13186.76537,134.76537,0
6322,18670,12484,116,9876,1161,47792,-91.084,-95.322,4.238,1.046528479,13061,13186.76537,125.76537,0
2540,19413,18726,112,14391,1411,47692,-91.025,-96.926,5.901,1.064828344,13014,13186.76537,172.76537,0
9165,18095,10534,100,8807,1045,47867,-91.501,-94.057,2.556,1.027934121,13061,13186.76537,125.76537,0
1670,16634,14371,96,8852,1051,47702,-91.473,-95.694,4.221,1.046144764,13014,13186.76537,172.76537,0
6959,18698,11680,92,10561,1214,47799,-92.987,-96.854,3.867,1.041586458,13066,13186.76537,120.76537,0
896,18165,16517,100,11861,1236,47765,-91.335,-95.226,3.891,1.042601412,13043,13186.76537,143.76537,0
6363,15141,19217,100,12313,1250,47753,-91.4,-95.377,3.977,1.043512035,13071,13186.76537,115.76537,0
3439,17415,17865,92,12960,1290,47695,-91.349,-95.07,3.721,1.040733889,13052,13186.76537,134.76537,0
798,18395,17162,104,11642,1185,47890,-91.621,-95.803,4.182,1.045644557,13024,13186.76537,162.76537,0
2522,16571,14329,104,8653,1057,47893,-91.325,-95.647,4.322,1.047325486,13019,13186.76537,167.76537,0
9876,9254,17674,108,9097,1047,47873,-91.625,-95.811,4.186,1.045686221,13071,13186.76537,115.76537,0
5911,12799,17041,96,9380,1063,47559,-91.626,-95.623,3.997,1.043622989,13043,13186.76537,143.76537,0
6396,19191,12285,104,11072,1237,47988,-91.029,-96.895,5.866,1.064441002,13071,13186.76537,115.76537,0
9997,8571,17246,104,8762,1014,47936,-91.74,-95.867,4.127,1.04498583,13080,13186.76537,106.76537,0
3201,16025,17929,100,10726,1143,47755,-91.578,-95.796,4.218,1.046059097,13014,13186.76537,172.76537,0
7181,10612,17063,116,8276,995,47810,-91.656,-95.886,4.23,1.046150825,13075,13186.76537,111.76537,0
3336,18026,14517,108,9868,1142,47580,-91.224,-95.485,4.261,1.046709199,13038,13186.76537,148.76537,0
6957,11387,16764,88,8925,1050,47556,-91.517,-95.455,3.938,1.043030257,13066,13186.76537,120.76537,0
10116,9575,17798,104,9638,1065,47873,-91.727,-95.795,4.068,1.044348992,13075,13186.76537,111.76537,0
7958,9936,17963,120,8695,1027,47552,-91.596,-95.883,4.287,1.046803354,13099,13186.76537,87.76537,0
2659,17842,14018,116,9863,1112,47648,-91.453,-95.513,4.06,1.044394388,13052,13186.76537,134.76537,0
5822,17884,12028,108,9452,1110,47600,-91.283,-95.329,4.046,1.044323697,13075,13186.76537,111.76537,0
8356,12994,19625,100,12791,1342,47617,-92.949,-96.655,3.706,1.039871327,13061,13186.76537,125.76537,0
10297,8341,17475,92,9020,1065,47745,-91.44,-95.534,4.094,1.044772528,13104,13186.76537,82.76537,0
5453,13234,17454,88,9665,1106,47621,-91.412,-95.456,4.044,1.044239268,13080,13186.76537,106.76537,0
9229,11961,18982,108,10624,1174,47684,-91.304,-95.564,4.26,1.046657321,13094,13186.76537,92.76537,0
6623,11556,17236,100,8702,999,47939,-91.839,-94.03,2.191,1.023856967,13099,13186.76537,87.76537,0
7999,11896,18783,116,10490,1201,47811,-91.051,-95.137,4.086,1.044875949,13061,13186.76537,125.76537,0
5018,13059,17103,96,9090,1050,47558,-91.596,-95.722,4.126,1.045045635,13071,13186.76537,115.76537,0
8320,13832,19736,108,12590,1255,47555,-91.462,-95.416,3.954,1.043231069,13090,13186.76537,96.76537,0
4246,16558,12458,96,8443,1068,47973,-91.128,-95.195,4.067,1.044629532,13052,13186.76537,134.76537,0
12585,10193,19746,116,12881,1284,47872,-91.363,-95.232,3.869,1.042347559,13071,13186.76537,115.76537,0
9063,17597,10142,100,8476,994,47868,-91.769,-94.255,2.486,1.027089758,13094,13186.76537,92.76537,0
938,19354,16457,92,13848,1396,47827,-92.951,-96.466,3.515,1.037815623,13014,13186.76537,172.76537,0
11341,20012,11679,116,13015,1343,47804,-91.018,-96.929,5.911,1.064943198,13057,13186.76537,129.76537,0
6710,12369,16838,116,9237,1040,47686,-91.749,-95.745,3.996,1.043553608,13066,13186.76537,120.76537,0
4396,16156,18624,120,12108,1255,47946,-91.292,-95.261,3.969,1.04347588,13043,13186.76537,143.76537,0
9427,17067,9900,108,8377,1011,47740,-91.57,-95.96,4.39,1.047941466,13085,13186.76537,101.76537,0
12172,19879,11813,120,14354,1455,47994,-92.747,-96.346,3.599,1.03880449,13043,13186.76537,143.76537,0
1235,18357,18740,108,12900,1350,47884,-92.934,-95.039,2.105,1.022650483,13019,13186.76537,167.76537,0
6535,19148,12319,108,11210,1268,47796,-92.868,-96.688,3.82,1.041133652,13108,13186.76537,78.76537,0
8082,10588,16417,100,8708,1045,47937,-91.451,-95.38,3.929,1.042962898,13061,13186.76537,125.76537,0
6365,18683,11804,108,10265,1161,47543,-91.252,-95.197,3.945,1.043231929,13085,13186.76537,101.76537,0
2357,18651,18016,104,12874,1296,47567,-91.28,-95.32,4.04,1.044259422,13047,13186.76537,139.76537,0
2894,19281,19049,116,15050,1518,47630,-92.585,-96.344,3.759,1.040600529,13033,13186.76537,153.76537,0
7345,17580,11173,92,9945,1007,47734,-90.35,-94.082,3.732,1.041306032,13071,13186.76537,115.76537,0
7300,18081,11371,124,9042,1072,47989,-91.393,-95.727,4.334,1.047421575,13104,13186.76537,82.76537,0
1691,17225,14268,104,9657,1110,47964,-91.377,-95.37,3.993,1.043698086,13047,13186.76537,139.76537,0
7606,10753,16516,112,8849,1013,47681,-91.791,-95.643,3.852,1.041964899,13090,13186.76537,96.76537,0
4968,16883,11734,104,8589,1048,47788,-91.367,-95.359,3.992,1.043691924,13033,13186.76537,153.76537,0
7834,18113,10794,100,9752,1093,47996,-91.553,-95.528,3.975,1.043417474,13071,13186.76537,115.76537,0
7418,8306,7915,100,6137,1467,47621,-96.986,-102.641,5.655,1.058307385,13029,13186.76537,157.76537,0
9508,19565,11777,116,11938,1264,47736,-91.169,-95.091,3.922,1.043019009,13029,13186.76537,157.76537,0
7104,16757,10639,104,8315,1041,47861,-91.284,-95.389,4.105,1.044969546,13047,13186.76537,139.76537,0
9648,11081,18480,112,10664,1131,47556,-91.645,-95.652,4.007,1.043723062,13104,13186.76537,82.76537,0
3903,16679,13561,96,8375,1073,47707,-91.052,-95.436,4.384,1.048148311,13038,13186.76537,148.76537,0
6748,16537,11015,96,8369,1040,47857,-91.321,-95.357,4.036,1.044195749,13085,13186.76537,101.76537,0
1376,18393,16823,116,11792,1231,47572,-91.345,-95.401,4.056,1.044403087,13024,13186.76537,162.76537,0
7291,17240,10510,108,8474,1034,47865,-91.425,-95.605,4.18,1.045720536,13047,13186.76537,139.76537,0
2244,17414,18581,112,12015,1265,47754,-91.19,-95.37,4.18,1.045838359,13057,13186.76537,129.76537,0
10191,18680,10958,120,9666,1122,47611,-91.287,-95.84,4.553,1.049875667,13094,13186.76537,92.76537,0
6258,12627,16340,112,9102,1027,47557,-91.795,-95.708,3.913,1.042627594,13047,13186.76537,139.76537,0
8724,17249,10209,92,8547,1045,47803,-91.37,-95.67,4.3,1.047061399,13085,13186.76537,101.76537,0
7548,14404,19426,104,12018,1247,47942,-91.316,-95.416,4.1,1.044899032,13057,13186.76537,129.76537,0
2889,19050,14337,112,11952,1267,47585,-91.153,-96.814,5.661,1.062104374,13019,13186.76537,167.76537,0
2156,19029,16745,112,13325,1335,47698,-91.172,-96.86,5.688,1.062387575,13005,13186.76537,181.76537,0
9017,17382,9885,108,8433,988,47807,-91.799,-94.187,2.388,1.026013355,13108,13186.76537,78.76537,0
5868,17655,19982,104,15145,1516,47749,-92.623,-96.369,3.746,1.040443518,13038,13186.76537,148.76537,0
9181,10306,17310,116,9276,1050,47875,-91.684,-95.739,4.055,1.044228001,13094,13186.76537,92.76537,0
5465,18643,13498,112,10610,1220,47656,-92.965,-95.011,2.046,1.022008283,13033,13186.76537,153.76537,0
7933,19405,13334,108,10558,1189,47917,-91.167,-95.661,4.494,1.049294152,13075,13186.76537,111.76537,0
5169,14025,18647,104,10777,1179,47685,-91.329,-95.397,4.068,1.044542259,13061,13186.76537,125.76537,0
8460,11233,17959,116,10069,1105,47748,-91.597,-95.555,3.958,1.043211022,13085,13186.76537,101.76537,0
3972,18806,15203,108,10892,1194,47837,-91.266,-95.505,4.239,1.04644665,13052,13186.76537,134.76537,0
3815,17745,13201,104,9786,1139,47910,-91.21,-95.151,3.941,1.043207982,13057,13186.76537,129.76537,0
6170,17675,11950,96,9118,1098,47855,-91.222,-95.378,4.156,1.045559185,13047,13186.76537,139.76537,0
5899,12743,17443,112,9448,1078,47813,-91.536,-95.609,4.073,1.044496155,13066,13186.76537,120.76537,0
6729,13378,16979,112,10079,1081,47688,-91.792,-95.68,3.888,1.042356632,13052,13186.76537,134.76537,0
6211,16579,11886,96,7999,1007,47594,-91.404,-95.776,4.372,1.047831605,13071,13186.76537,115.76537,0
6412,18591,12685,96,11187,1219,47855,-91.202,-96.924,5.722,1.062739852,13024,13186.76537,162.76537,0
4700,16503,12134,96,8540,1065,47912,-91.202,-95.164,3.962,1.04344203,13057,13186.76537,129.76537,0
6175,16965,11268,104,7968,1005,47665,-91.405,-95.776,4.371,1.047820141,13085,13186.76537,101.76537,0
9149,18311,10701,100,9598,1073,47804,-91.644,-95.919,4.275,1.046647898,13104,13186.76537,82.76537,0
6125,17355,12093,100,8549,1077,47980,-91.109,-95.472,4.363,1.047887695,13052,13186.76537,134.76537,0
6612,12543,16809,108,9360,1045,47813,-91.765,-95.722,3.957,1.043121016,13057,13186.76537,129.76537,0
10172,18930,10937,100,10893,1216,47613,-91.107,-95.206,4.099,1.044991054,13094,13186.76537,92.76537,0
7767,6981,8179,104,5277,1465,47812,-96.342,-102.397,6.055,1.062849017,14126,13813.5363,-312.4637,1
6798,8806,7028,88,5634,1467,47770,-96.614,-102.315,5.701,1.059008011,14056,13813.5363,-242.4637,1
7092,7790,5226,108,5334,1467,47996,-96.377,-103.339,6.962,1.072237152,14159,13813.5363,-345.4637,1
7503,6997,7467,88,4998,1466,47940,-96.1,-102.005,5.905,1.06144641,14122,13813.5363,-308.4637,1
8029,7121,8201,112,5495,1466,47684,-96.512,-102.548,6.036,1.062541446,14155,13813.5363,-341.4637,1
7792,7153,4626,100,5267,1468,47927,-96.316,-103.173,6.857,1.071192741,14070,13813.5363,-256.4637,1
6626,7832,5183,84,4996,1467,47928,-96.092,-103.14,7.048,1.073346376,14084,13813.5363,-270.4637,1
6665,9134,6154,108,6256,1466,47606,-95.075,-102.131,7.056,1.074215093,14117,13813.5363,-303.4637,1
6885,8496,6187,112,5404,1467,47978,-96.433,-103.914,7.481,1.077577178,14094,13813.5363,-280.4637,1
7324,8765,6401,100,5856,1465,47851,-96.794,-102.284,5.49,1.056718392,14201,13813.5363,-387.4637,1
7463,7921,5426,100,5548,1465,47988,-96.559,-103.642,7.083,1.073354115,14169,13813.5363,-355.4637,1
7846,8409,8452,104,7331,1507,47492,-95.524,-102.787,7.263,1.076033248,14140,13813.5363,-326.4637,1
6410,8152,6789,84,5278,1466,47694,-96.337,-103.802,7.465,1.0774884,14079,13813.5363,-265.4637,1
7604,8042,7887,100,5793,1466,47681,-96.741,-102.601,5.86,1.06057411,14112,13813.5363,-298.4637,1
7320,7730,7274,108,5930,1468,47560,-96.831,-102.133,5.302,1.054755192,14150,13813.5363,-336.4637,1
7401,8034,8157,108,5609,1468,47884,-96.589,-102.617,6.028,1.062408763,14192,13813.5363,-378.4637,1
7646,7665,5418,104,5674,1465,47791,-96.657,-103.603,6.946,1.071862359,14155,13813.5363,-341.4637,1
6373,8298,5898,104,5501,1467,47919,-96.51,-103.522,7.012,1.072655683,14079,13813.5363,-265.4637,1
6379,8189,6782,96,5333,1466,47891,-96.382,-103.805,7.423,1.077016455,14084,13813.5363,-270.4637,1
7231,8847,6496,104,5870,1465,47847,-96.804,-102.317,5.513,1.056950126,14155,13813.5363,-341.4637,1
7058,8007,7590,116,5316,1467,47952,-96.362,-102.274,5.912,1.061351985,14112,13813.5363,-298.4637,1
7455,8582,7269,104,6049,1467,47885,-96.923,-102.533,5.61,1.057880998,14094,13813.5363,-280.4637,1
