fp_ampl1,fp_ampl2,fp_ampl3,std_noise,CIRpower,RXPACC,fpindex,RX_power,FP_power,Pd,Pr,estimated_range,distance_GT,error,label
8972,8856,8320,52,11809,447,47683,-82.151,-91.836,9.685,1.117892661,4799,4878.819324,79.819324,0
9718,8968,7456,64,11789,457,47441,-83.951,-91.687,7.736,1.092148992,4729,4878.819324,149.819324,0
9105,9203,5360,68,13918,482,47741,-82.209,-92.528,10.319,1.125521537,4771,4878.819324,107.819324,0
9485,9246,7134,68,12135,452,47519,-82.172,-91.704,9.532,1.116000584,4733,4878.819324,145.819324,0
11657,11051,6690,68,19246,599,47676,-83.729,-92.522,8.793,1.105017377,4785,4878.819324,93.819324,0
9922,8413,5172,60,14584,484,47673,-82.376,-92.485,10.109,1.122717782,4813,4878.819324,65.819324,0
11313,10475,6883,60,14975,522,47538,-83.835,-91.456,7.621,1.090904753,4780,4878.819324,98.819324,0
9440,7536,4717,60,12615,451,47478,-82.36,-92.433,10.073,1.122304517,4729,4878.819324,149.819324,0
8200,8739,6347,64,11765,450,47911,-82.076,-92.841,10.765,1.131158926,4748,4878.819324,130.819324,0
8448,8969,6293,64,11999,448,47530,-82.2,-91.054,8.854,1.107712895,4766,4878.819324,112.819324,0
9451,8960,7389,68,11454,446,47574,-82.037,-91.779,9.742,1.118751295,4790,4878.819324,88.819324,0
9379,8924,5489,60,12328,458,47929,-82.126,-91.003,8.877,1.108090008,4752,4878.819324,126.819324,0
9412,8850,5507,60,12314,442,47481,-82.43,-91.301,8.871,1.107618585,4823,4878.819324,55.819324,0
10644,8793,6380,56,15578,511,47655,-82.191,-92.733,10.542,1.128262218,4766,4878.819324,112.819324,0
10370,9127,6321,64,17277,523,47277,-82.439,-92.522,10.083,1.122308616,4743,4878.819324,135.819324,0
12064,10329,7732,68,18023,553,47076,-82.138,-91.347,9.209,1.112116195,4766,4878.819324,112.819324,0
11454,9841,8644,68,16862,548,47763,-83.928,-91.295,7.367,1.087777619,4705,4878.819324,173.819324,0
10062,8655,6888,68,12582,452,47636,-82.329,-91.651,9.322,1.113228631,4766,4878.819324,112.819324,0
8940,9088,6203,60,12319,448,47982,-82.315,-91.266,8.951,1.108740813,4785,4878.819324,93.819324,0
9689,8912,6650,56,12144,436,47452,-82.488,-91.845,9.357,1.113434681,4794,4878.819324,84.819324,0
9028,9096,5544,60,13580,482,47546,-82.103,-92.498,10.395,1.126609259,4771,4878.819324,107.819324,0
9618,7803,5081,68,13211,468,47410,-82.239,-92.388,10.149,1.123408602,4733,4878.819324,145.819324,0
12054,9962,9525,72,16942,541,47624,-82.06,-91.849,9.789,1.119290763,4762,4878.819324,116.819324,0
11722,5194,3774,36,6607,284,47589,-81.568,-88.713,7.145,1.087595626,4663,4719.658674,56.658674,0
9676,5256,3271,32,7908,310,47672,-81.588,-90.636,9.048,1.110898662,4621,4719.658674,98.658674,0
14184,6264,4523,28,7212,298,47971,-81.531,-87.94,6.409,1.078608137,5029,4719.658674,-309.341326,0
9570,5555,3366,36,8100,311,47869,-81.664,-90.668,9.004,1.110256661,4691,4719.658674,28.658674,0
8945,5291,3176,36,8190,314,47803,-81.629,-90.043,8.414,1.103076113,4715,4719.658674,4.658674,0
10525,5081,3589,32,7639,303,47914,-81.636,-89.376,7.74,1.094811113,4640,4719.658674,79.658674,0
10492,5338,3660,32,7578,301,47662,-81.659,-89.506,7.847,1.096094735,4682,4719.658674,37.658674,0
107,19355,16600,36,9834,353,47705,-81.406,-84.434,3.028,1.037196275,4992,4719.658674,-272.341326,0
14281,6950,4513,36,8410,320,47674,-81.58,-87.512,5.932,1.0727139,5053,4719.658674,-333.341326,0
103,17408,18468,36,8968,331,47889,-81.565,-84.953,3.388,1.041537424,5043,4719.658674,-323.341326,0
17,19109,18033,40,10321,363,47953,-81.374,-84.452,3.078,1.03782535,5020,4719.658674,-300.341326,0
14054,6213,4586,36,8427,326,47780,-81.427,-87.097,5.67,1.069632923,4682,4719.658674,37.658674,0
11866,6214,3855,36,11612,391,47606,-81.24,-90.3,9.06,1.111521418,4621,4719.658674,98.658674,0
68,19224,18608,44,10701,373,47885,-81.295,-84.373,3.078,1.037862107,4992,4719.658674,-272.341326,0
13355,6206,4330,36,7288,296,47914,-81.635,-87.556,5.921,1.072530165,4729,4719.658674,-9.341326,0
112,18973,19206,40,10767,373,47757,-81.321,-84.452,3.131,1.03850174,4996,4719.658674,-276.341326,0
13443,5537,4381,36,6749,288,47573,-81.539,-87.7,6.161,1.075558935,4677,4719.658674,42.658674,0
12245,5237,4072,36,6693,286,47964,-81.563,-87.009,5.446,1.066770472,4987,4719.658674,-267.341326,0
10944,5830,3379,40,11710,389,47867,-81.321,-91.64,10.319,1.126892193,4954,4719.658674,-234.341326,0
11348,4938,3808,36,7131,297,47649,-81.511,-88.049,6.538,1.080210033,4912,4719.658674,-192.341326,0
15713,6648,4910,32,7284,298,47826,-81.574,-86.761,5.187,1.063586437,4663,4719.658674,56.658674,0
12010,5564,3847,32,6910,289,47981,-81.611,-88.829,7.218,1.08844396,5006,4719.658674,-286.341326,0
14074,6123,4399,32,6814,290,47845,-81.521,-86.076,4.555,1.055875173,4771,4719.658674,-51.341326,0
9454,5197,3222,32,7525,302,47736,-81.6,-90.689,9.089,1.111384804,4705,4719.658674,14.658674,0
15387,7273,4870,32,7357,299,47863,-81.588,-86.707,5.119,1.06274207,5034,4719.658674,-314.341326,0
15082,6229,4615,32,7073,295,47639,-81.534,-86.45,4.916,1.060293865,4658,4719.658674,61.658674,0
77,17061,18050,32,8623,325,47763,-81.554,-84.924,3.37,1.041322314,5029,4719.658674,-309.341326,0
14460,7068,4468,32,11888,398,47671,-81.188,-89.718,8.53,1.105064788,4682,4719.658674,37.658674,0
9859,5178,3232,36,7115,293,47864,-81.619,-89.208,7.589,1.092980801,4682,4719.658674,37.658674,0
12129,6548,3827,36,10578,366,47869,-81.409,-89.1,7.691,1.094473584,4940,4719.658674,-220.341326,0
12059,5844,3933,44,7841,306,47664,-81.664,-88.446,6.782,1.08304761,5006,4719.658674,-286.341326,0
26,18894,15840,40,9084,340,47967,-81.388,-84.468,3.08,1.037843417,5006,4719.658674,-286.341326,0
11050,5194,3605,36,9115,340,47660,-81.403,-90.727,9.324,1.114541233,4668,4719.658674,51.658674,0
103,20395,19473,48,12305,406,47763,-81.165,-84.094,2.929,1.036086983,4992,4719.658674,-272.341326,0
9286,5319,3219,40,9576,344,47608,-81.515,-91.493,9.978,1.122406919,4630,4719.658674,89.658674,0
12781,6319,4165,36,11221,380,47985,-81.339,-89.1,7.761,1.095415483,4635,4719.658674,84.658674,0
10013,5256,3470,36,7415,299,47921,-81.622,-89.205,7.583,1.092903874,4668,4719.658674,51.658674,0
14867,6843,4728,32,7560,300,47851,-81.677,-86.344,4.667,1.057139709,4982,4719.658674,-262.341326,0
9952,5288,3571,32,7393,298,47599,-81.638,-89.229,7.591,1.09298366,4635,4719.658674,84.658674,0
10693,5209,3663,32,7591,305,47723,-81.552,-89.474,7.922,1.097140475,4616,4719.658674,103.658674,0
13098,6101,4273,36,9681,352,47659,-81.363,-89.89,8.527,1.104801937,4658,4719.658674,61.658674,0
9260,5231,3225,32,7289,299,47990,-81.548,-90.663,9.115,1.11177466,4663,4719.658674,56.658674,0
74,19650,18507,36,10542,365,47831,-81.418,-84.639,3.221,1.039561276,5053,4719.658674,-333.341326,0
17481,8174,5318,40,9917,351,47868,-81.492,-86.381,4.889,1.059993619,4785,4719.658674,-65.341326,0
15009,6576,4538,36,7006,295,47851,-81.493,-86.474,4.981,1.061121814,4785,4719.658674,-65.341326,0
93,17308,16140,32,7573,304,47895,-81.57,-83.084,1.514,1.018560745,5090,4719.658674,-370.341326,0
10176,5152,3407,32,7051,292,47793,-81.609,-89.466,7.857,1.096276146,5015,4719.658674,-295.341326,0
11568,5914,3813,36,11551,392,47603,-81.195,-90.026,8.831,1.108762855,4630,4719.658674,89.658674,0
13833,5969,4430,36,7695,309,47905,-81.498,-87.38,5.882,1.07217355,4635,4719.658674,84.658674,0
14877,7159,4891,44,10894,378,47982,-81.257,-88.43,7.173,1.088275472,4963,4719.658674,-243.341326,0
12908,6179,4265,32,7560,301,47981,-81.648,-87.171,5.523,1.067644033,4818,4719.658674,-98.341326,0
11251,5852,3903,36,8065,314,47984,-81.562,-89.778,8.216,1.100733185,4677,4719.658674,42.658674,0
12165,5151,3979,32,7926,309,47905,-81.626,-88.256,6.63,1.08122412,4607,4719.658674,112.658674,0
13973,6151,4401,32,6980,290,47846,-81.625,-86.033,4.408,1.054003063,4766,4719.658674,-46.341326,0
9456,5351,3412,32,7908,306,47860,-81.701,-90.674,8.973,1.109827297,4668,4719.658674,51.658674,0
12103,5728,3931,36,9978,359,47724,-81.323,-89.052,7.729,1.095040763,4607,4719.658674,112.658674,0
8913,5328,3280,40,8092,315,47864,-81.549,-90.034,8.485,1.104047873,4621,4719.658674,98.658674,0
11318,5341,3696,36,9610,349,47981,-81.405,-90.715,9.31,1.114366439,4658,4719.658674,61.658674,0
8567,5031,2956,28,7674,306,47802,-81.57,-91.857,10.287,1.126112541,4682,4719.658674,37.658674,0
13743,6892,4417,40,8765,333,47673,-81.413,-88.891,7.478,1.091852653,4837,4719.658674,-117.341326,0
11711,5240,3788,28,6661,281,47782,-81.696,-88.813,7.117,1.087115648,4940,4719.658674,-220.341326,0
10386,5694,3318,36,12117,401,47931,-81.206,-92.995,11.789,1.145174002,4719,4719.658674,0.658674,0
12990,5438,4200,28,6595,283,47833,-81.591,-87.567,5.976,1.073243372,4935,4719.658674,-215.341326,0
12810,5727,4093,32,6920,290,47719,-81.588,-87.309,5.721,1.070120606,4635,4719.658674,84.658674,0
8843,5347,3254,32,8141,315,47608,-81.575,-91.989,10.414,1.127661661,4677,4719.658674,42.658674,0
127,19085,17727,40,9537,344,47705,-81.498,-84.844,3.346,1.041056222,5057,4719.658674,-337.341326,0
10838,5073,3581,36,8270,320,47851,-81.507,-89.088,7.581,1.093010416,4597,4719.658674,122.658674,0
10509,5229,3377,32,6865,291,47989,-81.523,-89.719,8.196,1.100536045,4649,4719.658674,70.658674,0
10505,5253,3549,36,8957,336,47919,-81.429,-90.509,9.08,1.111508185,4635,4719.658674,84.658674,0
11584,5613,3860,40,9912,359,47725,-81.294,-90.725,9.431,1.116011022,4616,4719.658674,103.658674,0
12738,5300,4070,36,7021,296,47710,-81.473,-88.992,7.519,1.092288243,4935,4719.658674,-215.341326,0
16047,6814,4940,28,7575,300,47958,-81.686,-86.88,5.194,1.063584947,4687,4719.658674,32.658674,0
16262,6946,4933,36,7705,305,47713,-81.616,-86.85,5.234,1.064129582,4799,4719.658674,-79.341326,0
13625,6735,4473,40,8106,312,47859,-81.64,-87.373,5.733,1.07022293,5015,4719.658674,-295.341326,0
31,19637,18790,40,10741,372,47767,-81.334,-84.533,3.199,1.039331645,5010,4719.658674,-290.341326,0
9720,5374,3488,32,7784,304,47987,-81.689,-90.922,9.233,1.113026234,4959,4719.658674,-239.341326,0
11880,5359,3986,36,8754,330,47588,-81.486,-89.578,8.092,1.099305402,4926,4719.658674,-206.341326,0
49,19305,18176,40,10058,357,47767,-81.406,-84.676,3.27,1.040169029,5095,4719.658674,-375.341326,0
15519,7204,4816,32,7614,302,47736,-81.651,-86.655,5.004,1.061285226,4846,4719.658674,-126.341326,0
12424,5790,4137,36,9625,355,47850,-81.264,-89.372,8.108,1.099773577,4597,4719.658674,122.658674,0
18520,17140,12869,88,33019,1257,47579,-87.636,-94.317,6.681,1.076235794,7281,7193.413237,-87.586763,1
17686,18378,15471,80,28630,1123,47617,-87.995,-93.745,5.75,1.065344622,7258,7193.413237,-64.586763,1
18359,16748,11300,68,28953,1150,47863,-87.838,-94.768,6.93,1.078895239,7300,7193.413237,-106.586763,1
15965,15280,13162,76,25028,1094,47941,-87.639,-94.685,7.046,1.080397996,7258,7193.413237,-64.586763,1
18876,17045,10821,72,30789,1201,47546,-87.728,-94.499,6.771,1.077181744,7267,7193.413237,-73.586763,1
18594,17322,12936,76,26917,1122,47576,-87.735,-93.361,5.626,1.064124922,7309,7193.413237,-115.586763,1
17421,17291,13369,72,28756,1146,47572,-87.838,-93.003,5.165,1.05880143,7253,7193.413237,-59.586763,1
17233,16671,12594,68,25796,1092,47577,-87.786,-93.149,5.363,1.061091746,7244,7193.413237,-50.586763,1
17693,16642,12039,72,24721,1066,47718,-87.81,-93.367,5.557,1.063284364,7291,7193.413237,-97.586763,1
18466,16255,12452,84,32027,1193,47897,-87.957,-94.536,6.579,1.074797913,7281,7193.413237,-87.586763,1
17202,17096,12601,64,27829,1117,47518,-87.919,-93.031,5.112,1.058144428,7220,7193.413237,-26.586763,1
16996,17407,14443,68,26947,1087,47559,-86.015,-93.568,7.553,1.087810266,7291,7193.413237,-97.586763,1
16385,17878,15538,80,27664,1145,47489,-87.678,-93.272,5.594,1.063801638,7253,7193.413237,-59.586763,1
16910,16967,13271,80,29550,1185,47763,-87.666,-94.535,6.869,1.078354208,7258,7193.413237,-64.586763,1
17694,18738,16057,92,30962,1199,47936,-87.767,-93.331,5.564,1.063395126,7253,7193.413237,-59.586763,1
17648,16204,10155,76,27897,1169,47995,-87.534,-94.21,6.676,1.076267507,7253,7193.413237,-59.586763,1
16993,17122,13554,80,26622,1111,47629,-87.773,-93.185,5.412,1.061659052,7267,7193.413237,-73.586763,1
17356,15678,10906,76,32818,1212,47596,-87.926,-95.824,7.898,1.089825535,7258,7193.413237,-64.586763,1
16011,16542,14045,80,24628,1082,47683,-87.664,-93.192,5.528,1.063058952,7267,7193.413237,-73.586763,1
16596,15158,10489,68,25895,1062,47532,-86.044,-94.627,8.583,1.09975129,7244,7193.413237,-50.586763,1
16488,15526,11794,68,21352,946,47702,-86.211,-93.884,7.673,1.089002563,7295,7193.413237,-101.586763,1
17017,17645,13701,72,30486,1202,47762,-87.678,-94.63,6.952,1.07929013,7262,7193.413237,-68.586763,1
16842,16267,12475,64,24804,1025,47956,-86.165,-93.52,7.355,1.085359485,7295,7193.413237,-101.586763,1
17849,16811,12066,80,29136,1092,47783,-86.314,-93.227,6.913,1.080091295,7258,7193.413237,-64.586763,1
16787,14410,9240,68,25891,1065,47607,-86.019,-94.308,8.289,1.096362432,7272,7193.413237,-78.586763,1
14558,15698,13511,76,27136,1162,47878,-87.466,-94.023,6.557,1.074966273,7248,7193.413237,-54.586763,1
16930,14432,9401,72,24077,1050,47607,-87.827,-94.495,6.668,1.075921983,7262,7193.413237,-68.586763,1
17679,16299,10838,64,28375,1117,47797,-86.003,-94.722,8.719,1.101380184,7272,7193.413237,-78.586763,1
16509,16739,13143,76,27508,1112,47953,-87.907,-94.944,7.037,1.080050508,7244,7193.413237,-50.586763,1
16699,16450,13639,76,26154,1066,47685,-86.055,-93.37,7.315,1.085003777,7267,7193.413237,-73.586763,1
16718,15177,9497,80,26000,1117,47674,-87.623,-94.08,6.457,1.073690698,7258,7193.413237,-64.586763,1
16506,13731,8442,76,23112,997,47998,-86.099,-94.547,8.448,1.098119606,7286,7193.413237,-92.586763,1
17585,15383,10035,68,25963,1056,47737,-86.105,-94.892,8.787,1.102049823,7276,7193.413237,-82.586763,1
18027,17663,13881,72,28058,1100,47624,-86.087,-93.621,7.534,1.087516117,7276,7193.413237,-82.586763,1
18321,16149,12081,80,33529,1253,47711,-87.73,-94.007,6.277,1.071549071,7234,7193.413237,-40.586763,1
17299,14116,9088,64,28866,1152,47609,-87.809,-95.673,7.864,1.089558018,7262,7193.413237,-68.586763,1
16886,14761,10150,72,20702,946,47986,-86.077,-93.567,7.49,1.087015114,7291,7193.413237,-97.586763,1
15670,16535,14157,68,22374,1009,47747,-87.854,-93.751,5.897,1.067122726,7291,7193.413237,-97.586763,1
16706,16069,12257,72,24086,1046,47833,-87.862,-93.242,5.38,1.061232387,7267,7193.413237,-73.586763,1
16968,17374,14247,68,28736,1117,47752,-86.058,-93.29,7.232,1.084036348,7276,7193.413237,-82.586763,1
16821,15815,12075,64,26804,1124,47693,-87.701,-94.562,6.861,1.078231719,7253,7193.413237,-59.586763,1
17097,16951,12957,72,26619,1090,47700,-87.938,-93.247,5.309,1.06037208,7244,7193.413237,-50.586763,1
17707,17339,12807,72,26475,1127,47577,-87.624,-93.132,5.508,1.062859491,7262,7193.413237,-68.586763,1
18414,16560,10579,80,32262,1221,47805,-87.787,-94.13,6.343,1.072254434,7239,7193.413237,-45.586763,1
16552,14609,9233,64,23918,1007,47867,-86.161,-94.778,8.617,1.100010446,7276,7193.413237,-82.586763,1
17512,17460,13364,76,31499,1186,47638,-87.936,-94.755,6.819,1.077545033,7291,7193.413237,-97.586763,1
18899,17747,12520,76,30932,1189,47722,-87.835,-94.941,7.106,1.080901691,7262,7193.413237,-68.586763,1
17026,17025,13007,92,28608,1193,47765,-87.467,-94.471,7.004,1.080075914,7244,7193.413237,-50.586763,1
17512,16877,12949,76,24328,1052,47699,-87.855,-93.623,5.768,1.065653634,7281,7193.413237,-87.586763,1
16570,14384,9396,80,27293,1047,47671,-86.396,-94.417,8.021,1.092839946,7262,7193.413237,-68.586763,1
17730,15518,10147,76,27148,1161,47608,-87.475,-94.146,6.671,1.076261789,7262,7193.413237,-68.586763,1
17235,16850,13643,68,29261,1147,47563,-87.906,-94.917,7.011,1.079755648,7281,7193.413237,-87.586763,1
17870,16787,12142,84,26470,1081,47973,-87.986,-93.325,5.339,1.060680108,7281,7193.413237,-87.586763,1
14782,13596,8659,68,24292,1047,47737,-87.89,-95.658,7.768,1.088383206,7262,7193.413237,-68.586763,1
16918,17503,14568,80,26660,1092,47878,-87.929,-93.552,5.623,1.063949323,7276,7193.413237,-82.586763,1
16662,16876,13820,64,30823,1088,47749,-86.591,-93.297,6.706,1.077444538,7286,7193.413237,-92.586763,1
16411,16608,12356,80,23851,1076,47962,-87.573,-93.061,5.488,1.062667717,7220,7193.413237,-26.586763,1
14807,14161,11548,84,21717,1016,47880,-87.665,-94.55,6.885,1.078537615,7267,7193.413237,-73.586763,1
16646,17091,13902,68,26826,1068,47881,-86.149,-93.51,7.361,1.085444985,7267,7193.413237,-73.586763,1
16826,17391,14195,92,29578,1180,47690,-87.707,-94.782,7.075,1.080666309,7234,7193.413237,-40.586763,1
17645,16386,12127,72,25326,1068,47580,-87.899,-93.303,5.404,1.061479653,7276,7193.413237,-82.586763,1
17745,17912,13924,68,31136,1158,47761,-86.093,-93.174,7.081,1.082248266,7267,7193.413237,-73.586763,1
17038,15292,10826,72,24717,1097,47786,-87.56,-94.526,6.966,1.079556875,7258,7193.413237,-64.586763,1
17772,17926,13957,76,28320,1106,47696,-86.08,-93.586,7.506,1.087197955,7248,7193.413237,-54.586763,1
16601,16811,13962,68,25596,1082,47814,-87.832,-93.344,5.512,1.062756171,7239,7193.413237,-45.586763,1
17556,17588,12895,80,30955,1218,47843,-87.629,-94.489,6.86,1.078284586,7230,7193.413237,-36.586763,1
18033,16974,11536,84,35469,1263,47794,-87.905,-95.961,8.056,1.091644389,7267,7193.413237,-73.586763,1
16681,15511,11755,64,22270,977,47895,-86.114,-93.637,7.523,1.08736094,7281,7193.413237,-87.586763,1
16150,15467,12241,92,26657,1149,47565,-87.486,-94.182,6.696,1.07653796,7267,7193.413237,-73.586763,1
16626,13864,8702,84,29045,1168,47806,-87.716,-95.27,7.554,1.086118838,7262,7193.413237,-68.586763,1
17131,17071,13601,68,27527,1127,47683,-87.794,-93.085,5.291,1.060266077,7286,7193.413237,-92.586763,1
18164,18592,14736,76,33124,1262,47696,-87.615,-94.746,7.131,1.081390173,7248,7193.413237,-54.586763,1
16552,15771,11795,64,22057,992,47836,-87.94,-93.537,5.597,1.063645668,7253,7193.413237,-59.586763,1
19058,18564,14134,68,29997,1155,47961,-87.954,-93.587,5.633,1.064044842,7286,7193.413237,-92.586763,1
18845,16991,10795,68,31651,1217,47609,-87.733,-94.364,6.631,1.075581594,7262,7193.413237,-68.586763,1
16829,16632,13594,76,25675,1058,47560,-86.04,-93.489,7.449,1.086576011,7244,7193.413237,-50.586763,1
18075,17087,12246,88,35358,1333,47783,-87.423,-95.62,8.197,1.093762511,7220,7193.413237,-26.586763,1
16907,16419,12765,88,26872,1121,47568,-87.735,-94.831,7.096,1.080879922,7234,7193.413237,-40.586763,1
18142,17885,14158,72,31441,1193,47947,-87.877,-93.018,5.141,1.058502225,7272,7193.413237,-78.586763,1
16880,16998,13603,68,26895,1128,47690,-87.685,-93.015,5.33,1.060785767,7286,7193.413237,-92.586763,1
17135,15643,11520,68,25886,1085,47904,-87.857,-94.818,6.961,1.079231023,7244,7193.413237,-50.586763,1
17733,18781,15866,72,30019,1203,47747,-87.603,-93.287,5.684,1.064883623,7258,7193.413237,-64.586763,1
16684,16899,13295,68,25957,1073,47505,-87.965,-93.344,5.379,1.061149321,7267,7193.413237,-73.586763,1
18869,16892,13085,80,33213,1256,47959,-87.668,-94.378,6.71,1.07653876,7234,7193.413237,-40.586763,1
15607,15059,12246,68,23894,1066,47630,-87.662,-94.63,6.968,1.079487121,7253,7193.413237,-59.586763,1
16553,16964,13618,64,26425,1045,47626,-86.272,-93.612,7.34,1.085079748,7291,7193.413237,-97.586763,1
16953,16402,12073,64,27374,1143,47520,-87.647,-94.563,6.916,1.078907436,7234,7193.413237,-40.586763,1
18019,17137,12088,88,31801,1210,47978,-87.803,-94.437,6.634,1.075555505,7276,7193.413237,-82.586763,1
18174,17146,12555,72,26720,1113,47840,-87.773,-93.261,5.488,1.062524922,7258,7193.413237,-64.586763,1
16780,16036,12433,72,24052,1044,47570,-87.872,-93.295,5.423,1.061714767,7244,7193.413237,-50.586763,1
18089,17006,11853,80,28337,1132,47981,-87.881,-94.973,7.092,1.080700038,7267,7193.413237,-73.586763,1
16018,13978,8700,72,26359,1096,47612,-87.848,-95.687,7.839,1.089233676,7291,7193.413237,-97.586763,1
17253,15978,10683,76,26457,1086,47541,-87.943,-94.785,6.842,1.077800393,7248,7193.413237,-54.586763,1
16699,14825,9563,64,23812,1030,47866,-87.946,-94.712,6.766,1.076933573,7272,7193.413237,-78.586763,1
14457,16534,14725,68,24562,1118,47744,-87.368,-94.737,7.369,1.084344382,7262,7193.413237,-68.586763,1
17290,14693,9349,76,25462,1043,47610,-86.128,-94.691,8.563,1.099421791,7272,7193.413237,-78.586763,1
2886,6703,3909,84,17636,1466,47547,-91.576,-106.296,14.72,1.160740805,6854,7035.389257,181.389257,1
2366,3415,6755,84,17194,1465,47427,-91.472,-107.929,16.457,1.179912979,6845,7035.389257,190.389257,1
2614,5021,6158,92,18876,1398,47690,-90.284,-106.798,16.514,1.182911701,6849,7035.389257,186.389257,1
3299,6271,3508,92,16606,1297,46909,-90.378,-106.961,16.583,1.183484919,6878,7035.389257,157.389257,1
2488,4435,6117,88,17258,1464,47369,-91.494,-107.961,16.467,1.179979015,6835,7035.389257,200.389257,1
1588,6499,5273,96,18305,1467,47650,-91.732,-106.538,14.806,1.161404962,6826,7035.389257,209.389257,1
1184,6483,5823,108,19299,1466,47387,-91.967,-106.821,14.854,1.161514456,6845,7035.389257,190.389257,1
2281,4339,6880,88,17480,1466,47620,-91.537,-106.472,14.935,1.163158067,6859,7035.389257,176.389257,1
1716,5377,5877,92,17324,1467,47759,-91.492,-106.152,14.66,1.160232589,6826,7035.389257,209.389257,1
2942,5616,3772,80,16536,1376,47598,-91.847,-107.845,15.998,1.174180975,6812,7035.389257,223.389257,1
1376,5641,5536,92,17565,1312,47572,-90.522,-106.987,16.465,1.181889485,6807,7035.389257,228.389257,1
2713,4209,6781,96,16852,1466,47560,-91.378,-106.453,15.075,1.164974064,6896,7035.389257,139.389257,1
2478,4428,6032,84,18278,1466,47432,-91.731,-107.87,16.139,1.175938341,6845,7035.389257,190.389257,1
1301,6082,5166,84,16280,1261,47579,-90.537,-105.399,14.862,1.164153882,6854,7035.389257,181.389257,1
1282,6391,4896,92,17094,1330,47909,-90.286,-105.008,14.722,1.163059611,6859,7035.389257,176.389257,1
2818,5708,3722,96,16705,1331,47922,-90.18,-106.13,15.95,1.176868485,6812,7035.389257,223.389257,1
2807,4845,6562,92,18902,1465,47434,-91.883,-106.659,14.776,1.160813208,6831,7035.389257,204.389257,1
2047,6423,4005,80,15280,1275,47544,-90.166,-105.037,14.871,1.164929131,6882,7035.389257,153.389257,1
2922,2945,6133,84,16263,1261,47681,-90.532,-106.635,16.103,1.177870808,6878,7035.389257,157.389257,1
2339,7270,4529,92,17950,1466,47541,-91.653,-106.904,15.251,1.166399354,6859,7035.389257,176.389257,1
1975,7200,4192,104,18552,1465,47803,-91.802,-106.595,14.793,1.16114028,6887,7035.389257,148.389257,1
2535,6319,3702,84,15094,1309,47804,-91.884,-106.707,14.823,1.161322972,6887,7035.389257,148.389257,1
2130,5741,6176,84,18444,1465,47826,-91.776,-106.73,14.954,1.162940202,6849,7035.389257,186.389257,1
1857,7250,4614,80,18095,1467,47412,-91.682,-106.813,15.131,1.165037848,6845,7035.389257,190.389257,1
2320,6006,3880,80,16005,1323,47989,-90.046,-106.349,16.303,1.181051907,6859,7035.389257,176.389257,1
2689,3613,6735,88,17682,1362,46976,-90.226,-106.748,16.522,1.183117948,6864,7035.389257,171.389257,1
2714,6693,3834,88,17291,1466,47805,-91.49,-106.189,14.699,1.160662367,6887,7035.389257,148.389257,1
1512,7543,5156,84,18678,1467,47790,-91.819,-105.264,13.445,1.146429388,6845,7035.389257,190.389257,1
2604,3797,7081,96,18397,1466,47557,-91.759,-106.47,14.711,1.160322148,6859,7035.389257,176.389257,1
1367,5625,5283,92,17087,1288,47510,-90.563,-106.944,16.381,1.180879609,6826,7035.389257,209.389257,1
3209,6567,3689,96,18075,1323,47614,-90.574,-105.091,14.517,1.160277784,6882,7035.389257,153.389257,1
2155,4346,6725,88,17867,1467,47685,-91.627,-106.304,14.677,1.160182042,6854,7035.389257,181.389257,1
2992,2382,6459,88,15522,1327,47426,-91.887,-106.311,14.424,1.156975415,6896,7035.389257,139.389257,1
2305,5473,5384,88,18647,1388,47757,-90.293,-106.491,16.198,1.179393751,6826,7035.389257,209.389257,1
3309,6524,3643,92,17594,1392,47935,-90.015,-106.633,16.618,1.184613675,6845,7035.389257,190.389257,1
2364,5003,6462,80,17807,1466,47625,-91.618,-106.533,14.915,1.162795521,6859,7035.389257,176.389257,1
1745,6093,3675,84,15050,1276,47997,-90.093,-106.44,16.347,1.181445839,6878,7035.389257,157.389257,1
2480,5067,6602,88,17471,1467,47562,-91.529,-106.705,15.176,1.165805373,6840,7035.389257,195.389257,1
1584,6359,5625,108,17934,1466,47704,-91.649,-106.663,15.014,1.163820664,6849,7035.389257,186.389257,1
2903,6451,3767,84,16680,1467,47611,-91.328,-106.008,14.68,1.160739313,6849,7035.389257,186.389257,1
2416,5122,6563,88,18550,1393,47692,-90.239,-105.139,14.9,1.165117078,6845,7035.389257,190.389257,1
2437,3256,5759,80,15865,1326,47489,-91.988,-107.773,15.785,1.171598469,6882,7035.389257,153.389257,1
1716,5805,6299,84,17905,1462,47505,-91.665,-106.787,15.122,1.164970272,6840,7035.389257,195.389257,1
1414,5484,5072,88,16532,1273,47702,-90.521,-106.782,16.261,1.179637874,6812,7035.389257,223.389257,1
2704,4566,6907,96,17526,1465,47429,-91.555,-106.743,15.188,1.165889356,6845,7035.389257,190.389257,1
1288,5939,5380,88,17923,1339,46807,-90.433,-106.911,16.478,1.182212246,6821,7035.389257,214.389257,1
3034,2656,6909,92,17027,1465,47617,-91.429,-106.004,14.575,1.159413315,6864,7035.389257,171.389257,1
2571,4615,6437,96,18595,1470,47430,-91.782,-106.323,14.541,1.158429757,6845,7035.389257,190.389257,1
2842,4634,6831,96,19195,1463,47947,-91.962,-106.775,14.813,1.161077402,6882,7035.389257,153.389257,1
